"attempt_id","attempt_order","transition_label","DGP","replication","chain","sentinel","profile","variable","n","mean","sd","q000","q005","q010","q025","q050","q075","q090","q095","q100"
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",13,1,FALSE,"standard","log_q_1",6000,-3.86074359827187,0.623507566081279,-6.07451652079311,-4.89377578722892,-4.67347275468211,-4.28022294388879,-3.86242594986477,-3.42205350748157,-3.04742247523989,-2.85204027229722,-1.74617934563979
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",13,1,FALSE,"standard","observed_loss",6000,123.098139882397,7.02459402151483,89.1540260212601,110.969250095081,113.854832072393,118.659454063483,123.651743221666,128.128765764859,131.648922899823,133.720145046907,142.648066718656
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",13,1,FALSE,"standard","mean_width",6000,2.82862821718042,0.185253643054748,2.10457749444857,2.52691720981127,2.59118752241845,2.70194492953482,2.82908196310241,2.95474836480631,3.06481243223874,3.13240363387663,3.51272394466983
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",13,1,FALSE,"standard","mean_midpoint",6000,0.0192616210496843,0.0901147379439232,-0.343957600023897,-0.131528475039779,-0.0989858449868348,-0.04093200767548,0.02228604583667,0.0813741883687902,0.132711529173882,0.16385488209452,0.348530420819262
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",13,1,FALSE,"standard","terminal_width",6000,4.05376337058197,0.876851945105442,1.54840233126754,2.75762311466806,2.97726985900105,3.4069301305265,3.97233335992111,4.63149595911621,5.24896847372675,5.60908688333887,7.34825868466647
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",13,1,FALSE,"standard","terminal_midpoint",6000,-1.07477744156655,0.39937354970438,-2.47001790987689,-1.78366718978359,-1.62221569458712,-1.3336818446283,-1.04078759599125,-0.787662173188467,-0.59112510922905,-0.475856330356576,0.180665612488355
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",103,1,FALSE,"standard","log_q_1",6000,-4.39888992480137,0.44371051127406,-5.91599604229703,-5.13774245725957,-4.9669309370646,-4.70506976381312,-4.39943009330152,-4.09087847659623,-3.82399132143859,-3.68186076483014,-3.0105666047651
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",103,1,FALSE,"standard","observed_loss",6000,89.4965545044573,4.26134137898608,72.3467571226879,82.6411227179446,84.1665361410823,86.584265194977,89.4585204029168,92.3522793336777,94.9456637718266,96.4873157658311,111.492642046587
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",103,1,FALSE,"standard","mean_width",6000,2.67197270112829,0.161989846388333,2.07466067053263,2.40516853826073,2.46141419943663,2.5645272310979,2.67011084818815,2.7812587005019,2.88070357050059,2.93800832676191,3.22145077118481
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",103,1,FALSE,"standard","mean_midpoint",6000,0.351430936374947,0.080785680902665,-0.0282595152549088,0.218503838803956,0.247639135316834,0.296291500297392,0.352508437462388,0.407029811482135,0.455859740729315,0.482769792344967,0.682654346694748
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",103,1,FALSE,"standard","terminal_width",6000,2.76288492753158,0.537713466643812,0.368834080440703,1.8903131349667,2.08736269556182,2.40389251884752,2.76346731375622,3.11898792038004,3.44272375741415,3.65219033678533,4.89877717942186
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",103,1,FALSE,"standard","terminal_midpoint",6000,0.116563061384881,0.258556158289035,-1.01279605950461,-0.319863481630021,-0.212272642679593,-0.0495887292041548,0.117635950635151,0.291137742562363,0.442800398935101,0.527380879401817,1.13991319549414
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",192,1,FALSE,"standard","log_q_1",6000,-4.69659957899614,0.415193401179342,-6.23455114930683,-5.3576720218423,-5.22634220324526,-4.99391512619316,-4.69688432482413,-4.42012000553657,-4.16600052557208,-3.99726312581434,-3.1103644960952
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",192,1,FALSE,"standard","observed_loss",6000,71.5061238830705,3.60889943889805,58.2525320614153,65.6279226657877,66.9387387901679,69.1172884303784,71.4513794699144,73.9217150194455,76.1158673259195,77.5187231735728,85.7593466145415
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",192,1,FALSE,"standard","mean_width",6000,2.52438724532997,0.142501497904411,1.99437949411223,2.28513026170617,2.34186447355598,2.43008551237966,2.52771552804162,2.62116418794054,2.70472359277665,2.75519330356406,3.05463341197324
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",192,1,FALSE,"standard","mean_midpoint",6000,-1.54206444679196,0.0721954754517417,-1.82071991941651,-1.65947159868565,-1.63243005122444,-1.58999809878182,-1.54337439452996,-1.49444304986707,-1.44865185953481,-1.42304234274077,-1.25660865183452
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",192,1,FALSE,"standard","terminal_width",6000,2.46790947676268,0.500812984644865,0.478454726637094,1.66699499913264,1.83436161366707,2.13389515464268,2.45812839618881,2.80936908505094,3.10312174483507,3.28869398580443,4.10459754016222
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S03",192,1,FALSE,"standard","terminal_midpoint",6000,-1.35346660152473,0.264189921986076,-2.43150580008,-1.79172080415765,-1.6820723915646,-1.52856217825158,-1.3574850280352,-1.17848361938174,-1.01143825459288,-0.912018714642735,-0.173683412507657
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S04",193,1,TRUE,"A","log_q_1",6000,-3.51134102836766,0.360246243938427,-4.82177106985024,-4.13104941976349,-3.9797367519375,-3.75081694103189,-3.50320306191704,-3.26242973317346,-3.05297515689881,-2.93522142942808,-2.35010476930622
"one_root_exact_e9c8068",1,"one-root partially collapsed scale update","S04",193,1,TRUE,"A","observed_loss",6000,60.9115258108188,4.70906219390665,46.3510026334516,53.2591230601692,54.9941687040635,57.6884071347841,60.8600385426823,64.0432953859556,66.9953163102623,68.8345267328949,76.8207831623313
