"DGP","replication","attempt_id","attempt_order","transition_label","sentinel","chains","all_pass","diagnostics_passed","diagnostics","log_q_1_ess_bulk","log_q_1_ess_tail","log_q_1_mcse_over_sd","observed_loss_ess_bulk","observed_loss_ess_tail","observed_loss_mcse_over_sd","observed_loss_pass","dgp","coverage_level","T","training_response_mean","training_response_sd","training_response_iqr","training_response_min","training_response_max","training_response_range","training_response_max_abs_z","training_response_lag1_acf","response_diff_sd","response_diff_mean_abs","response_diff_max_abs","latent_level_sd","latent_scale_mean","latent_scale_sd","oracle_mean_width","oracle_min_width","oracle_max_width","oracle_training_coverage","oracle_observed_loss","generalized_bayes_target","response_likelihood","response_prediction_contract","failed_estimands"
"S03",192,"one_root_exact_e9c8068",1,"one-root partially collapsed scale update",FALSE,1,TRUE,46,46,269.470767557862,659.826402289919,0.060929262369888,1226.8690785149,3155.31105321146,0.0285009317719227,TRUE,"local_level_gaussian",0.8,200,-1.61606637327247,1.05108102014667,1.54516479757983,-4.00546346286508,2.14359639781277,6.14905986067785,3.57694858818838,0.172445029973456,1.35512004117968,1.08333826350416,3.72911325123701,0.52076434247174,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.83,78.5543584452702,TRUE,FALSE,FALSE,""
"S04",16,"one_root_exact_e9c8068",1,"one-root partially collapsed scale update",TRUE,4,TRUE,46,46,1120.51713435925,2732.93978948714,0.0298844601792332,6487.68217155639,13349.1531579681,0.0123772418689161,TRUE,"local_level_gaussian",0.9,200,0.816712358586724,1.48100380648871,2.079803159437,-2.95339741988337,4.4741374768688,7.42753489675217,2.5456448943292,0.493133118992225,1.49087907114086,1.1993162406128,4.15596555265677,1.10347283217007,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.91,61.3723217114844,TRUE,FALSE,FALSE,""
"S04",39,"one_root_exact_e9c8068",1,"one-root partially collapsed scale update",FALSE,1,TRUE,46,46,277.058263615744,800.507890437334,0.0599154415569367,555.171099024396,1770.37423781959,0.0425059367534799,TRUE,"local_level_gaussian",0.9,200,0.252984149316487,1.12041026510962,1.49822389667048,-2.55171768274952,3.6527628442666,6.20448052701612,3.03440516462733,0.177753034719117,1.42890586798251,1.12455079690409,4.34321820169249,0.578112166140691,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.89,62.3823975163647,TRUE,FALSE,FALSE,""
"S04",91,"one_root_exact_e9c8068",1,"one-root partially collapsed scale update",FALSE,1,TRUE,46,46,360.453335356143,747.65068160568,0.052770124697271,1197.01338079094,2333.3480952968,0.0289448183779127,TRUE,"local_level_gaussian",0.9,200,-1.84547237682315,1.2571468615038,1.52763479332197,-5.95674307076298,1.20385424067669,7.16059731143966,3.27031854418497,0.237738897061499,1.55177564173002,1.22263739438129,4.25187849497532,0.70149259146094,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.87,76.1445804605361,TRUE,FALSE,FALSE,""
"S04",96,"one_root_exact_e9c8068",1,"one-root partially collapsed scale update",TRUE,4,TRUE,46,46,1547.17601110831,3098.37101760314,0.0254674073255239,8645.24085861279,14408.0660067172,0.0107773428323483,TRUE,"local_level_gaussian",0.9,200,0.848118432040367,1.50955543182747,2.34671303192428,-2.36051575187039,4.63497513452155,6.99549088639194,2.50859069010589,0.602649043979426,1.34048881416943,1.06458162440358,3.97348832534991,1.02946137497493,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.895,64.3653619037341,TRUE,FALSE,FALSE,""
"S04",150,"one_root_exact_e9c8068",1,"one-root partially collapsed scale update",FALSE,1,TRUE,46,46,224.344552086543,556.563479594215,0.0668309213379406,1394.90795533715,3559.90331532251,0.0265598905222775,TRUE,"local_level_gaussian",0.9,200,1.46429543730464,1.30350959561392,1.59921442459912,-1.50105884837591,5.39043563748237,6.89149448585829,3.0119764468083,0.331131916531209,1.50986459700838,1.19364300238483,4.42589344529857,0.835292443626967,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.885,65.3369434231996,TRUE,FALSE,FALSE,""
"S04",164,"one_root_exact_e9c8068",1,"one-root partially collapsed scale update",FALSE,1,TRUE,46,46,611.727147555499,676.819938701273,0.0413232545498137,2307.58587181479,2720.85716245597,0.0208474166653413,TRUE,"local_level_gaussian",0.9,200,0.242684438769057,1.00261669753833,1.40623530265924,-2.57432510380385,2.67419767921426,5.24852278301811,2.80965751866027,0.119410952479949,1.33371911202751,1.04705613489001,3.74174699446391,0.31368628630787,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.91,58.1155182771112,TRUE,FALSE,FALSE,""
"S04",180,"one_root_exact_e9c8068",1,"one-root partially collapsed scale update",TRUE,4,TRUE,46,46,744.405209425639,1488.79821858721,0.0369125387635074,2363.05316772565,4861.80988774213,0.0206613815301621,TRUE,"local_level_gaussian",0.9,200,1.17747644192288,1.17211888740142,1.5738323087802,-1.86497911367034,4.908300704647,6.77327981831734,3.18297427234137,0.154396724736046,1.52693101400229,1.23516225303188,4.27739108045516,0.509843053970551,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.895,69.8266688699802,TRUE,FALSE,FALSE,""
"S04",193,"one_root_exact_e9c8068",1,"one-root partially collapsed scale update",TRUE,4,TRUE,46,46,993.954240939554,2096.23262152134,0.0317401352009361,3588.91676386955,10144.8559590429,0.0166775137105039,TRUE,"local_level_gaussian",0.9,200,3.32957732449471,1.61534149188327,2.42951382245329,-1.25499820447399,7.08051099656467,8.33550920103866,2.8381463312898,0.561954942644277,1.49486825459255,1.17967649917433,4.9130848691077,1.27177635729231,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.9,71.5996073314033,TRUE,FALSE,FALSE,""
"S03",13,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,FALSE,45,46,199.369185353969,414.478999867481,0.0708723010251304,271.156223245224,860.06820348834,0.0611375599185896,TRUE,"local_level_gaussian",0.8,200,0.106141957505582,1.25787828790729,1.41955885494514,-4.61855091057338,3.91956612391465,8.53811703448803,3.75608110379211,0.134161693094838,1.6559288373994,1.27761034374935,6.63194418196834,0.639403709593601,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.815,136.413416990083,TRUE,FALSE,FALSE,"log_q_1"
"S03",20,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,4,TRUE,46,46,1533.95762242973,3191.22260421056,0.0255397787675589,4399.72446268638,9350.72938399179,0.0150511297229039,TRUE,"local_level_gaussian",0.8,200,1.18385893728516,1.38859730097381,1.70443307205103,-4.40818526969086,4.29132981285251,8.69951508254336,4.0271172953126,0.375965649287201,1.54404399378027,1.19614913831618,4.4416593387413,0.798085005431503,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.765,115.775856959132,TRUE,FALSE,FALSE,""
"S03",28,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,4,TRUE,46,46,2233.01844559594,4234.34909130184,0.0211917987247777,12332.2872276606,19093.085753362,0.00898170597976561,TRUE,"local_level_gaussian",0.8,200,0.0634557409883644,1.57173449282627,2.38691713094588,-3.15018988182813,3.95826307195146,7.10845295377959,2.47803133973315,0.609888010284847,1.39092427204515,1.11494055040587,3.63425861471381,1.19978855910429,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.82,66.662009807862,TRUE,FALSE,FALSE,""
"S03",55,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,266.707197155905,599.084417172708,0.0612239906417525,767.098988538778,2030.9284747606,0.0361164250101958,TRUE,"local_level_gaussian",0.8,200,2.33295425484466,1.164772839876,1.42779616927345,-1.80259174095577,5.15944302193042,6.96203476288618,3.55051719461514,0.267503539349729,1.40856926177282,1.13092461593564,4.07988923760015,0.558914957313364,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.815,85.3613563031124,TRUE,FALSE,FALSE,""
"S03",89,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,441.93929067515,918.340577598707,0.0476053422708303,1733.62605241274,3159.33902544743,0.0240658830884644,TRUE,"local_level_gaussian",0.8,200,-0.883939580776191,1.16503411682726,1.60401267512317,-3.78893529517903,1.84913162933155,5.63806692451058,2.4934855318349,0.382738709917665,1.28606545502144,1.00225183659271,4.91044733228678,0.618417002306323,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.835,81.2438066809106,TRUE,FALSE,FALSE,""
"S03",90,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,342.957478163751,879.611549793053,0.0541118896657108,1554.08676398392,3498.60905963217,0.0253469988990619,TRUE,"local_level_gaussian",0.8,200,1.47457156658226,1.40622262254464,2.07387775629944,-1.66494786438039,5.2751289778212,6.94007684220159,2.70267122026641,0.627256364979932,1.21644997076098,0.957402105539584,3.32006598344315,0.956824066702032,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.79,85.9374251176072,TRUE,FALSE,FALSE,""
"S03",94,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,FALSE,44,46,108.330437183045,277.256772936765,0.0964308466353841,176.89923214306,547.791885736847,0.0757493810033133,FALSE,"local_level_gaussian",0.8,200,0.776574365373256,1.25687497326725,1.59998140253771,-3.58415303268848,4.74385832335621,8.32801135604469,3.46949974405649,0.176078724134887,1.60269589154732,1.27541722647057,5.34881999610221,0.669126299231166,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.805,117.299812659981,TRUE,FALSE,FALSE,"log_q_1;observed_loss"
"S03",97,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,398.166420371241,687.2616302225,0.05011257886882,1184.54737699345,2088.13474297551,0.029020197056545,TRUE,"local_level_gaussian",0.8,200,1.37909257547172,1.28092464089359,1.69052684344116,-2.1393220723697,5.63982569350561,7.77914776587531,3.32629491385344,0.422421018549346,1.37943797832704,1.11339446259761,3.6714388634472,0.861223856881889,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.805,91.1847443934053,TRUE,FALSE,FALSE,""
"S03",103,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,347.985440959241,845.180431467417,0.0536610381801595,1098.56448169389,2554.22348377512,0.0301696544700484,TRUE,"local_level_gaussian",0.8,200,0.309352774528464,1.19524504028609,1.7242562457215,-2.84691002302906,3.19641158207086,6.04332160509992,2.64068261417095,0.33268360863747,1.3775864442712,1.10628070637266,4.1047903876889,0.687143297936645,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.8,91.3869235089157,TRUE,FALSE,FALSE,""
"S03",117,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,349.338742831996,663.499185264295,0.0535436879011765,1096.03572928477,3037.50306165593,0.0302272848944401,TRUE,"local_level_gaussian",0.8,200,0.769140830705853,1.52531053235019,1.83626563020491,-4.73250431983235,3.94255366780457,8.67505798763691,3.60690169893556,0.56816259417698,1.37515179917911,1.09860536541573,3.68174843092757,1.05281225640654,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.82,93.8076458185518,TRUE,FALSE,FALSE,""
"S03",121,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,4,TRUE,46,46,1805.98351336318,3621.57322011176,0.0235286300101093,6053.90691492629,13631.2297136982,0.0128520379075955,TRUE,"local_level_gaussian",0.8,200,1.02668405149212,0.979195437607237,1.35975653827876,-1.72751328721993,3.89342905361886,5.62094234083879,2.92765355313738,0.121293398055886,1.29666446029867,1.06180411954108,3.81167132752205,0.470371401610182,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.875,72.5678724096981,TRUE,FALSE,FALSE,""
"S03",165,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,260.716597874907,503.917227629159,0.0619234100154638,494.894347387046,1323.22023238419,0.044912345839213,TRUE,"local_level_gaussian",0.8,200,1.77448436299393,1.235810337962,1.61014664804795,-1.54885410755241,4.79805670562292,6.34691081317533,2.68919782304698,0.239490608510466,1.52675780315076,1.18083884741893,4.72263511223021,0.70641254884412,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.775,108.88324790502,TRUE,FALSE,FALSE,""
"S03",166,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,299.43701707775,803.119098433459,0.0580891084881713,1029.40924973653,2481.49363740178,0.031159045566195,TRUE,"local_level_gaussian",0.8,200,0.776084714899979,1.80286690116179,2.52253197397564,-4.01161613541588,5.69227045611357,9.70388659152944,2.72687115063543,0.678752353256996,1.40566181602505,1.1154798475167,4.29244123110441,1.44778853444569,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.84,92.4852421557357,TRUE,FALSE,FALSE,""
"S03",168,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,307.47917522226,321.273306889875,0.0573310002810914,869.406743719516,2189.69191822842,0.033977537007583,TRUE,"local_level_gaussian",0.8,200,0.080802784483409,1.27091710875182,1.56053255346349,-3.40889472414636,4.06002142535583,7.46891614950219,3.13098203924602,0.459469603261865,1.31021486297535,1.06136607719026,4.24121280465184,0.803694495565831,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.81,86.8252088505393,TRUE,FALSE,FALSE,""
"S03",183,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,4,TRUE,46,46,1033.12049057307,1865.27572421816,0.0311514637462447,2385.29921545623,4785.2545776756,0.0205345156075265,TRUE,"local_level_gaussian",0.8,200,-2.69514622178856,1.21906893041727,1.58738788655821,-5.54422877092863,1.39941273799583,6.94364150892445,3.35875917892756,0.265581663582245,1.45910114273258,1.12717027280824,4.60850173784993,0.646901156745077,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.825,91.3737675264434,TRUE,FALSE,FALSE,""
"S03",185,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,372.588989549573,787.608232310541,0.052456382221855,2306.80693397904,4126.18220049862,0.0207759961314844,TRUE,"local_level_gaussian",0.8,200,0.216019874236589,1.09139631639216,1.29745049084681,-3.19666107690604,2.72281190995192,5.91947298685796,3.1268943278313,0.179228098509735,1.40181486578611,1.11004575196416,4.59755469770777,0.507301051946825,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.83,78.2862020632067,TRUE,FALSE,FALSE,""
"S03",192,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,346.773419590339,559.12207099506,0.0535701936497125,1756.25746962894,2970.95284795709,0.0237127706065082,TRUE,"local_level_gaussian",0.8,200,-1.61606637327247,1.05108102014667,1.54516479757983,-4.00546346286508,2.14359639781277,6.14905986067785,3.57694858818838,0.172445029973456,1.35512004117968,1.08333826350416,3.72911325123701,0.52076434247174,1,0,2.5631031310892,2.5631031310892,2.5631031310892,0.83,78.5543584452702,TRUE,FALSE,FALSE,""
"S04",16,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,4,TRUE,46,46,1455.81763528891,3242.36618693833,0.0261977011061417,5764.04730514957,12082.4182839806,0.0131600673029684,TRUE,"local_level_gaussian",0.9,200,0.816712358586724,1.48100380648871,2.079803159437,-2.95339741988337,4.4741374768688,7.42753489675217,2.5456448943292,0.493133118992225,1.49087907114086,1.1993162406128,4.15596555265677,1.10347283217007,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.91,61.3723217114844,TRUE,FALSE,FALSE,""
"S04",39,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,419.688049195395,829.104004206019,0.0488673650918858,863.23524536088,1652.06077671578,0.0341305381872393,TRUE,"local_level_gaussian",0.9,200,0.252984149316487,1.12041026510962,1.49822389667048,-2.55171768274952,3.6527628442666,6.20448052701612,3.03440516462733,0.177753034719117,1.42890586798251,1.12455079690409,4.34321820169249,0.578112166140691,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.89,62.3823975163647,TRUE,FALSE,FALSE,""
"S04",91,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,337.473431769185,678.163434170228,0.0544094694088167,1347.39213411418,2942.74862088436,0.0272164297164768,TRUE,"local_level_gaussian",0.9,200,-1.84547237682315,1.2571468615038,1.52763479332197,-5.95674307076298,1.20385424067669,7.16059731143966,3.27031854418497,0.237738897061499,1.55177564173002,1.22263739438129,4.25187849497532,0.70149259146094,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.87,76.1445804605361,TRUE,FALSE,FALSE,""
"S04",96,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",TRUE,4,TRUE,46,46,2013.60039359891,3618.25298614764,0.022334994961783,8829.37326370944,14639.7527057338,0.0106722768949689,TRUE,"local_level_gaussian",0.9,200,0.848118432040367,1.50955543182747,2.34671303192428,-2.36051575187039,4.63497513452155,6.99549088639194,2.50859069010589,0.602649043979426,1.34048881416943,1.06458162440358,3.97348832534991,1.02946137497493,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.895,64.3653619037341,TRUE,FALSE,FALSE,""
"S04",150,"symmetric_rootwise_one_ASIS",2,"symmetric rootwise partial collapse + one ASIS cycle",FALSE,1,TRUE,46,46,408.071991661077,819.959041942198,0.0495046064400322,1477.56954258176,2935.52095122261,0.0261434578016708,TRUE,"local_level_gaussian",0.9,200,1.46429543730464,1.30350959561392,1.59921442459912,-1.50105884837591,5.39043563748237,6.89149448585829,3.0119764468083,0.331131916531209,1.50986459700838,1.19364300238483,4.42589344529857,0.835292443626967,1,0,3.28970725390294,3.28970725390294,3.28970725390294,0.885,65.3369434231996,TRUE,FALSE,FALSE,""
