"attempt_id","attempt_order","transition_label","DGP","replication","chain","sentinel","profile","ok","fit_elapsed_seconds","peak_RSS_KiB","reproducibility_eligible","runtime_tree_digest"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",20,4,TRUE,"D",TRUE,2534.842,707268,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",117,1,FALSE,"standard",TRUE,2626.186,644580,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",28,1,TRUE,"A",TRUE,2336.573,641664,FALSE,"6544d77ec96289ff9d932f561d4cb25958c4af0f47837bc1c26c4e129d9e0dd0"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",28,2,TRUE,"B",TRUE,2578.403,706956,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",28,3,TRUE,"C",TRUE,2573.84,707336,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",28,4,TRUE,"D",TRUE,2571.34,707328,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S04",39,1,FALSE,"standard",TRUE,2697.71,640492,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",121,1,TRUE,"A",TRUE,2472.616,644840,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",121,2,TRUE,"B",TRUE,2526.19,707736,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",121,3,TRUE,"C",TRUE,2554.585,707680,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",121,4,TRUE,"D",TRUE,2438.284,656912,FALSE,"6544d77ec96289ff9d932f561d4cb25958c4af0f47837bc1c26c4e129d9e0dd0"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",55,1,FALSE,"standard",TRUE,2473.963,641476,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S04",91,1,FALSE,"standard",TRUE,2540.035,644036,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",165,1,FALSE,"standard",TRUE,2713.969,642484,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",89,1,FALSE,"standard",TRUE,2614.42,639944,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S04",96,1,TRUE,"A",TRUE,2496.268,643120,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S04",96,2,TRUE,"B",TRUE,2285.291,707172,FALSE,"6544d77ec96289ff9d932f561d4cb25958c4af0f47837bc1c26c4e129d9e0dd0"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S04",96,3,TRUE,"C",TRUE,2677.48,707476,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S04",96,4,TRUE,"D",TRUE,1812.367,670256,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",166,1,FALSE,"standard",TRUE,1782.212,649916,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",90,1,FALSE,"standard",TRUE,1912.881,651516,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S04",150,1,FALSE,"standard",TRUE,1798.39,655076,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",168,1,FALSE,"standard",TRUE,1744.163,701068,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",94,1,FALSE,"standard",TRUE,1802.957,690068,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S04",164,1,FALSE,"standard",TRUE,1803.41,706492,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",183,1,TRUE,"A",TRUE,1802.62,648324,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",183,2,TRUE,"B",TRUE,1832.46,707504,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",183,3,TRUE,"C",TRUE,1824.849,706816,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",183,4,TRUE,"D",TRUE,1719.777,706996,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",97,1,FALSE,"standard",TRUE,1791.299,657016,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S04",180,1,TRUE,"A",TRUE,1900.883,701540,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S04",180,2,TRUE,"B",TRUE,1880.139,708212,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S04",180,3,TRUE,"C",TRUE,1886.386,707520,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S04",180,4,TRUE,"D",TRUE,1833.77,684540,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
"symmetric_rootwise_two_ASIS",3,"symmetric rootwise partial collapse + two ASIS cycles","S03",185,1,FALSE,"standard",TRUE,1784.857,651000,FALSE,"7eaa52523968a3f5c7546a4fee989db61c89e195ae416b706f776422faf93f2b"
