"source_name","source_url","download_url","doi","license","bytes","md5","sha256","raw_rows","raw_columns","product_code","product_rows"
"Laboratory.csv","https://figshare.com/articles/dataset/Laboratory_csv/16676263","https://ndownloader.figshare.com/files/30966250","10.6084/m9.figshare.16676263.v1","CC BY 4.0",293492,"74b091a88dc88e0fed44f79877b22b66","a3b0f16c7c3fa8052b38d767e38fda731a751acc4ec139b52d01577b32dc6483",1005,55,23,187
