"source_method_id","calibration_scope","dgp_id","n","content","tolerance_confidence","cell_key","dgp_cells","passing_dgp_cells","calibration_replications","calibration_successes","observed_delivery","delivery_lower_bound","min_observed_delivery","min_delivery_lower_bound","all_dgp_cells_admissible","admissible","mean_width","median_width","width_q025","width_q975","screen","posterior_confidence","selection_rule","bound_method","bound_confidence","delivery_margin","input_results_digest"
"mti_ecm_adaptive_screen_p980","distribution_cell","lognormal_hard",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,968,0.968,0.957254500786603,NA,NA,NA,TRUE,2.10353552698129,2.01105146734673,1.28631958608538,3.33155681327841,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","distribution_cell","lognormal_hard",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,970,0.97,0.959527762719134,NA,NA,NA,TRUE,2.31065706377316,2.23817110967211,1.28631958608538,3.68423366635768,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","distribution_cell","lognormal_hard",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,970,0.97,0.959527762719134,NA,NA,NA,TRUE,2.33390191418864,2.23817110967211,1.28631958608538,4.13526151781234,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","distribution_cell","lognormal_hard",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,970,0.97,0.959527762719134,NA,NA,NA,TRUE,2.33429313798669,2.23817110967211,1.28631958608538,4.13526151781234,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","distribution_cell","lognormal_hard",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,970,0.97,0.959527762719134,NA,NA,NA,TRUE,2.33429313798669,2.23817110967211,1.28631958608538,4.13526151781234,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","distribution_cell","lognormal_hard",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,970,0.97,0.959527762719134,NA,NA,NA,TRUE,2.33429313798669,2.23817110967211,1.28631958608538,4.13526151781234,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","distribution_cell","lognormal_hard",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,989,0.989,0.981858107759924,NA,NA,NA,TRUE,2.85440680582176,2.69808093116389,1.49783146632973,5.06624093355001,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","distribution_cell","normal",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,890,0.89,0.872363474536749,NA,NA,NA,FALSE,3.76544129695517,3.75372726946033,3.15981821292742,4.45699338151173,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","distribution_cell","normal",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,890,0.89,0.872363474536749,NA,NA,NA,FALSE,3.76667304131041,3.75372726946033,3.16699554518686,4.45699338151173,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","distribution_cell","normal",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,949,0.949,0.936033000232285,NA,NA,NA,FALSE,3.94441021348067,3.93187547104514,3.27257923071757,4.7082038478406,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","distribution_cell","normal",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,949,0.949,0.936033000232285,NA,NA,NA,FALSE,3.94586113226638,3.93187547104514,3.27257923071757,4.72719060222757,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","distribution_cell","normal",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,949,0.949,0.936033000232285,NA,NA,NA,FALSE,3.94586113226638,3.93187547104514,3.27257923071757,4.72719060222757,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","distribution_cell","normal",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,949,0.949,0.936033000232285,NA,NA,NA,FALSE,3.94586113226638,3.93187547104514,3.27257923071757,4.72719060222757,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","distribution_cell","normal",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,983,0.983,0.974609251223819,NA,NA,NA,TRUE,3.98533032017648,3.93953334357816,3.46381384876811,4.72719060222757,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","distribution_cell","student_t3",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,898,0.898,0.880875849016405,NA,NA,NA,FALSE,3.52693505309712,3.47605326093697,2.57254360109613,4.88413267675428,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","distribution_cell","student_t3",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,955,0.955,0.942673736746869,NA,NA,NA,FALSE,3.5894901088518,3.49887224177575,2.75975639962144,4.88413267675428,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","distribution_cell","student_t3",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,960,0.96,0.94824659864784,NA,NA,NA,FALSE,3.83538570322695,3.79309164713889,2.75975639962144,5.13721383478761,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","distribution_cell","student_t3",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,960,0.96,0.94824659864784,NA,NA,NA,FALSE,3.86113369105232,3.79309164713889,2.75975639962144,5.45776955178798,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","distribution_cell","student_t3",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,960,0.96,0.94824659864784,NA,NA,NA,FALSE,3.86113369105232,3.79309164713889,2.75975639962144,5.45776955178798,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","distribution_cell","student_t3",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,960,0.96,0.94824659864784,NA,NA,NA,FALSE,3.86113369105232,3.79309164713889,2.75975639962144,5.45776955178798,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","distribution_cell","student_t3",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,989,0.989,0.981858107759924,NA,NA,NA,TRUE,4.01200600781652,3.90339579389005,2.96091248457278,5.45776955178798,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","distribution_cell","two_piece_normal_1_12",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,920,0.92,0.904448933600222,NA,NA,NA,FALSE,3.3834782432545,3.36174442786896,2.77736610054781,4.04841683210111,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","distribution_cell","two_piece_normal_1_12",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,957,0.957,0.94489827338654,NA,NA,NA,FALSE,3.41160029432738,3.37444415456107,2.91435772451002,4.04841683210111,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","distribution_cell","two_piece_normal_1_12",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,968,0.968,0.957254500786603,NA,NA,NA,TRUE,3.54875966537925,3.53088942642773,2.91435772451002,4.23920468628884,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","distribution_cell","two_piece_normal_1_12",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,968,0.968,0.957254500786603,NA,NA,NA,TRUE,3.54875966537925,3.53088942642773,2.91435772451002,4.23920468628884,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","distribution_cell","two_piece_normal_1_12",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,968,0.968,0.957254500786603,NA,NA,NA,TRUE,3.54875966537925,3.53088942642773,2.91435772451002,4.23920468628884,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","distribution_cell","two_piece_normal_1_12",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,968,0.968,0.957254500786603,NA,NA,NA,TRUE,3.54875966537925,3.53088942642773,2.91435772451002,4.23920468628884,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","distribution_cell","two_piece_normal_1_12",100,0.9,0.95,"n0100_c0900_t0950",1,NA,1000,991,0.991,0.984347426250394,NA,NA,NA,TRUE,3.68323334807085,3.68759890636368,3.07896999110604,4.3230751446673,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","distribution_cell","asym_laplace_tau010",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,5.36141693390611,5.13272691456589,3.51034574230906,8.45976103208184,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","distribution_cell","asym_laplace_tau010",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,5.36141693390611,5.13272691456589,3.51034574230906,8.45976103208184,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","distribution_cell","asym_laplace_tau010",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,5.36141693391561,5.13272691456589,3.51034574230906,8.45976103208184,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","distribution_cell","asym_laplace_tau010",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,5.36141693393726,5.13272691456589,3.51034574230906,8.45976103252142,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","distribution_cell","asym_laplace_tau010",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,5.36141693393726,5.13272691456589,3.51034574230906,8.45976103252142,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","distribution_cell","asym_laplace_tau010",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,5.36141693393726,5.13272691456589,3.51034574230906,8.45976103252142,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","distribution_cell","asym_laplace_tau010",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,5.36141693393726,5.13272691456589,3.51034574230906,8.45976103252142,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","distribution_cell","beta18",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,959,0.959,0.947128884945982,NA,NA,NA,FALSE,4.69732003139539,4.65246443366043,3.43452151131275,6.24675920324345,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","distribution_cell","beta18",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,959,0.959,0.947128884945982,NA,NA,NA,FALSE,4.69732003139539,4.65246443366043,3.43452151131275,6.24675920324345,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","distribution_cell","beta18",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,959,0.959,0.947128884945982,NA,NA,NA,FALSE,4.69732003139795,4.65246443366043,3.43452151131275,6.24675920344734,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","distribution_cell","beta18",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,959,0.959,0.947128884945982,NA,NA,NA,FALSE,4.69732003139795,4.65246443366043,3.43452151131275,6.24675920344734,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","distribution_cell","beta18",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,959,0.959,0.947128884945982,NA,NA,NA,FALSE,4.69732003139795,4.65246443366043,3.43452151131275,6.24675920344734,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","distribution_cell","beta18",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,959,0.959,0.947128884945982,NA,NA,NA,FALSE,4.69732003139795,4.65246443366043,3.43452151131275,6.24675920344734,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","distribution_cell","beta18",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,959,0.959,0.947128884945982,NA,NA,NA,FALSE,4.69732003139795,4.65246443366043,3.43452151131275,6.24675920344734,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","distribution_cell","exponential",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,964,0.964,0.952734893354284,NA,NA,NA,TRUE,5.1040756578114,4.90745242520737,3.32920229978131,8.29576608463602,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","distribution_cell","exponential",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,964,0.964,0.952734893354284,NA,NA,NA,TRUE,5.10407565781262,4.90745242520737,3.32920229978131,8.29576608463602,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","distribution_cell","exponential",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,964,0.964,0.952734893354284,NA,NA,NA,TRUE,5.10407565785138,4.90745242520737,3.32920229978131,8.29576608463602,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","distribution_cell","exponential",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,964,0.964,0.952734893354284,NA,NA,NA,TRUE,5.10407565787263,4.90745242520737,3.32920229978131,8.29576608533486,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","distribution_cell","exponential",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,964,0.964,0.952734893354284,NA,NA,NA,TRUE,5.10407565787263,4.90745242520737,3.32920229978131,8.29576608533486,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","distribution_cell","exponential",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,964,0.964,0.952734893354284,NA,NA,NA,TRUE,5.10407565787263,4.90745242520737,3.32920229978131,8.29576608533486,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","distribution_cell","exponential",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,964,0.964,0.952734893354284,NA,NA,NA,TRUE,5.10407565787263,4.90745242520737,3.32920229978131,8.29576608533486,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","distribution_cell","gamma05",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,5.3743656523599,5.06456677768244,3.09223215415555,9.56355801222281,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","distribution_cell","gamma05",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,5.37436565250726,5.06456677803169,3.09223215415555,9.56355801222281,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","distribution_cell","gamma05",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,5.37436565268447,5.06456677803169,3.09223215415555,9.56355801282025,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","distribution_cell","gamma05",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,5.37436565269688,5.06456677803169,3.09223215415555,9.56355801282025,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","distribution_cell","gamma05",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,5.37436565269688,5.06456677803169,3.09223215415555,9.56355801282025,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","distribution_cell","gamma05",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,5.37436565269688,5.06456677803169,3.09223215415555,9.56355801282025,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","distribution_cell","gamma05",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,5.37436565269688,5.06456677803169,3.09223215415555,9.56355801282025,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","distribution_cell","lognormal_hard",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,6.3055122299142,5.01043908191208,2.19795169452998,17.7211532887745,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","distribution_cell","lognormal_hard",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,6.30551223006124,5.01043908258525,2.19795169452998,17.7211532887745,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","distribution_cell","lognormal_hard",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,6.30551223025462,5.01043908258525,2.19795169452998,17.72115328936,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","distribution_cell","lognormal_hard",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,6.30551223025462,5.01043908258525,2.19795169452998,17.72115328936,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","distribution_cell","lognormal_hard",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,6.30551223025462,5.01043908258525,2.19795169452998,17.72115328936,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","distribution_cell","lognormal_hard",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,6.30551223025462,5.01043908258525,2.19795169452998,17.72115328936,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","distribution_cell","lognormal_hard",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,956,0.956,0.943785270209138,NA,NA,NA,FALSE,6.30551223025462,5.01043908258525,2.19795169452998,17.72115328936,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","distribution_cell","normal",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,4.98509020579296,4.93939983736921,3.94737059850171,6.23082553498752,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","distribution_cell","normal",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,4.98509020579296,4.93939983736921,3.94737059850171,6.23082553498752,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p985","distribution_cell","normal",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,4.98509020579296,4.93939983736921,3.94737059850171,6.23082553498752,0.985,0.985,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9875","distribution_cell","normal",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,4.98509020579296,4.93939983736921,3.94737059850171,6.23082553498752,0.9875,0.9875,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p989","distribution_cell","normal",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,4.98509020579296,4.93939983736921,3.94737059850171,6.23082553498752,0.989,0.989,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9925","distribution_cell","normal",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,4.98509020579296,4.93939983736921,3.94737059850171,6.23082553498752,0.9925,0.9925,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p995","distribution_cell","normal",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,965,0.965,0.953861663906353,NA,NA,NA,TRUE,4.98509020579296,4.93939983736921,3.94737059850171,6.23082553498752,0.995,0.995,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p980","distribution_cell","student_t3",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,964,0.964,0.952734893354284,NA,NA,NA,TRUE,7.33264018925719,6.27834224923884,3.72385164906579,16.7273735228959,0.98,0.98,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
"mti_ecm_adaptive_screen_p9825","distribution_cell","student_t3",100,0.95,0.95,"n0100_c0950_t0950",1,NA,1000,964,0.964,0.952734893354284,NA,NA,NA,TRUE,7.33264018925719,6.27834224923884,3.72385164906579,16.7273735228959,0.9825,0.9825,"pooled-cell","clopper_pearson",0.95,0,"6c3403460dafd509706009451c5476008b6c10713972bed8a452112e49571609"
