"prefix_parity_pass","hard_integrity_pass","strict_diagnostics_pass","heterogeneity_pass","strict_pass","automatic_promotion_eligible","descriptive_review_required","disposition"
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"descriptive_review_required"
