"provider","family","target","estimand","n_chains","n_draws_per_chain","rhat","ess_bulk","ess_tail","mcse_mean","sd","mcse_over_sd","pass"
"posterior","dlm","SH","mean_lower_observed",5,12000,1.00036173471992,7423.82826608978,16236.8068277259,0.000801256907492543,0.0690209886483588,0.0116088877192807,TRUE
"posterior","dlm","SH","mean_upper_observed",5,12000,1.00067633796011,2303.09497927463,3498.00660401843,0.00219323712934975,0.102533671404056,0.0213904086269068,TRUE
"posterior","dlm","SH","mean_width_observed",5,12000,1.00058651715469,2549.51847919691,3872.0109838138,0.00248247891762788,0.123125394608791,0.0201622007021014,TRUE
"posterior","dlm","SH","mean_midpoint_observed",5,12000,1.00053488310357,3451.44205059751,5170.80390265117,0.001081648936572,0.0620367602587631,0.0174356128859777,TRUE
"posterior","dlm","SH","observed_mean_tilted_loss",5,12000,1.00041345920647,6839.71146443634,10803.6356473771,0.0266018425370603,2.13220248784606,0.0124762271354131,TRUE
"posterior","dlm","SH","lower_0001",5,12000,1.00037976847989,7488.87023732137,16315.3493519163,0.00197704621117845,0.170842600254428,0.0115723256859479,TRUE
"posterior","dlm","SH","upper_0001",5,12000,1.00152497802233,3851.95970507659,9154.14786302136,0.0032178857811752,0.200082201871201,0.0160828187169125,TRUE
"posterior","dlm","SH","width_0001",5,12000,1.00158499683914,3929.3859825395,9661.07562826976,0.00427605601568668,0.268026671965743,0.0159538451316264,TRUE
"posterior","dlm","SH","midpoint_0001",5,12000,1.00040230008816,6357.86037204032,14600.1942479759,0.00161802435241495,0.129036686885564,0.0125392583416985,TRUE
"posterior","dlm","SH","lower_0024",5,12000,1.00042556218819,7474.89960752027,16325.1200961564,0.0017897099088234,0.154282207524677,0.0116002352930888,TRUE
"posterior","dlm","SH","upper_0024",5,12000,1.00145469954981,3530.38107898515,6709.29814127153,0.00329569624993481,0.194490074440311,0.0169453184663481,TRUE
"posterior","dlm","SH","width_0024",5,12000,1.00139073004916,3776.7724707857,7968.71150930774,0.00409273199001337,0.250748790385554,0.0163220408111255,TRUE
"posterior","dlm","SH","midpoint_0024",5,12000,1.0005333071853,5347.91843826512,10194.0843779774,0.00168855688654677,0.122865598673054,0.0137431217914791,TRUE
"posterior","dlm","SH","lower_0061",5,12000,1.00012665948367,8709.1152516712,18752.8314522063,0.00143741616185721,0.134326936792053,0.0107008779935362,TRUE
"posterior","dlm","SH","upper_0061",5,12000,1.00118844200475,2806.71764480888,4376.00248273017,0.00393931409962893,0.203561290325349,0.0193519803953531,TRUE
"posterior","dlm","SH","width_0061",5,12000,1.00099603153827,3125.16966637925,4940.48067694053,0.00443660433731729,0.244330058800058,0.018158242007169,TRUE
"posterior","dlm","SH","midpoint_0061",5,12000,1.00060073922795,3975.93761337497,5979.44609389939,0.00197016215315588,0.121721682641667,0.0161857945963152,TRUE
"posterior","dlm","SH","lower_0063",5,12000,1.00009378095032,8819.97257004424,18824.1880786585,0.00142089802533609,0.133623065855715,0.0106336283802256,TRUE
"posterior","dlm","SH","upper_0063",5,12000,1.0011651192512,2783.10694151896,4319.02702352952,0.0039687441463317,0.204188919842909,0.0194366283409747,TRUE
"posterior","dlm","SH","width_0063",5,12000,1.00098063207914,3100.98169835701,4879.87309325976,0.00446025769082116,0.244533925158184,0.0182398319085415,TRUE
"posterior","dlm","SH","midpoint_0063",5,12000,1.0005862893332,3941.87604224497,5883.09228706883,0.00198018192707532,0.121757583826759,0.0162633148986661,TRUE
"posterior","dlm","SH","lower_0121",5,12000,1.00014972828992,9417.36431865661,16526.656239378,0.00142976864426307,0.138958359850726,0.0102891876803884,TRUE
"posterior","dlm","SH","upper_0121",5,12000,1.00058950805224,2701.63429275467,3979.75908705986,0.00420624988028864,0.212436235504284,0.0198000584519105,TRUE
"posterior","dlm","SH","width_0121",5,12000,1.00053011119576,2983.9101310664,4776.96515420232,0.00469987548387801,0.252562357556283,0.0186087726189784,TRUE
"posterior","dlm","SH","midpoint_0121",5,12000,1.00034082505825,3944.6746486822,5663.72572833698,0.00208331521288825,0.127563136721471,0.0163316398956,TRUE
"posterior","dlm","SH","lower_0174",5,12000,1.00049540197325,7270.43320893235,15403.4608011043,0.0019243514125948,0.16410167695001,0.011726579815397,TRUE
"posterior","dlm","SH","upper_0174",5,12000,1.00094652991297,2765.89469730993,4332.22828840924,0.00422867562031406,0.216544760070913,0.019527951721987,TRUE
"posterior","dlm","SH","width_0174",5,12000,1.00092520046139,3101.247702787,5030.419799758,0.00478747290243641,0.264020226742172,0.0181329777703418,TRUE
"posterior","dlm","SH","midpoint_0174",5,12000,1.00059391774657,4069.25179414023,6008.6642027221,0.00223539835752922,0.139584478770888,0.0160146627849531,TRUE
"posterior","dlm","SH","lower_0181",5,12000,1.00053046132272,7143.50260551599,15617.3702425637,0.00196512705345543,0.16610621116256,0.0118305452860655,TRUE
"posterior","dlm","SH","upper_0181",5,12000,1.00105022703686,2738.49342509315,4328.77692288604,0.00426746742166434,0.217335656548681,0.0196353764008736,TRUE
"posterior","dlm","SH","width_0181",5,12000,1.00105168487533,3065.13435661026,4979.46007948697,0.00484727228917633,0.265715517217474,0.0182423380461033,TRUE
"posterior","dlm","SH","midpoint_0181",5,12000,1.00063266402747,4043.96705090684,5922.85389291022,0.00225678119380966,0.14057683477222,0.0160537203548961,TRUE
