"provider","family","target","estimand","n_chains","n_draws_per_chain","rhat","ess_bulk","ess_tail","mcse_mean","sd","mcse_over_sd","pass"
"posterior","fixed_design","RQR","mean_lower_observed",4,6000,1.00129706342698,4003.79628389709,8006.7836423381,0.00127257244575002,0.0805007863436041,0.0158081989450172,TRUE
"posterior","fixed_design","RQR","mean_upper_observed",4,6000,1.00030680221518,4989.70515126488,10115.9937785856,0.000344122511526565,0.0242917712263214,0.0141662173713249,TRUE
"posterior","fixed_design","RQR","mean_width_observed",4,6000,1.00089969216893,3676.00399340312,7897.23550617735,0.00138927176463202,0.0842060525361513,0.0164984787053826,TRUE
"posterior","fixed_design","RQR","mean_midpoint_observed",4,6000,1.00152819181778,4567.13317394523,9080.37319467687,0.000621469412290526,0.0419829555259631,0.0148028980929224,TRUE
"posterior","fixed_design","RQR","observed_mean_tilted_loss",4,6000,1.00071672654361,7673.06820536976,12246.8284079724,0.0335607634638698,2.91654250131529,0.0115070373391558,TRUE
"posterior","fixed_design","RQR","lower_0001",4,6000,1.00141977246639,4072.01452258102,9123.57104365955,0.011304759335131,0.719674886053035,0.015708147601385,TRUE
"posterior","fixed_design","RQR","upper_0001",4,6000,1.00040952360864,5467.30524665916,7980.75156511382,0.00273327202033323,0.197241234459653,0.0138575081819027,TRUE
"posterior","fixed_design","RQR","width_0001",4,6000,1.0013491378259,3719.40676912105,8209.99156679625,0.0120731578871431,0.735040926795739,0.0164251505555937,TRUE
"posterior","fixed_design","RQR","midpoint_0001",4,6000,1.00132542087037,4666.48852312011,9895.88609769463,0.00556734608876154,0.378611584710669,0.0147046374532255,TRUE
"posterior","fixed_design","RQR","lower_0121",4,6000,1.00147909702774,3721.92955260599,6893.32386392661,0.00473521414019524,0.283666823794899,0.016692872563832,TRUE
"posterior","fixed_design","RQR","upper_0121",4,6000,1.00047905609429,4982.26688933095,8343.60268126048,0.00113363621066928,0.0797796650715209,0.0142095884916663,TRUE
"posterior","fixed_design","RQR","width_0121",4,6000,1.00139855117728,3500.99912512254,7261.61985869128,0.00501535884568266,0.291552528432982,0.0172022478166761,TRUE
"posterior","fixed_design","RQR","midpoint_0121",4,6000,1.00140972666363,4160.39894367039,7667.74808380752,0.00234438265780096,0.148879520859952,0.0157468444569101,TRUE
"posterior","fixed_design","RQR","lower_0241",4,6000,1.00096142152755,4380.45601801256,7902.81334321567,0.00378547751395366,0.249079913014641,0.0151978434075137,TRUE
"posterior","fixed_design","RQR","upper_0241",4,6000,1.00115276623615,4688.80233533362,9164.71962348508,0.00120087504913677,0.0821678265854084,0.0146149058462504,TRUE
"posterior","fixed_design","RQR","width_0241",4,6000,1.0008903561086,4038.78179635107,7817.65180026721,0.00414412423056023,0.262687061908871,0.0157758977562354,TRUE
"posterior","fixed_design","RQR","midpoint_0241",4,6000,1.00092069820516,4844.09726494422,8267.31536036194,0.00189292325086958,0.130939124302085,0.0144565137498742,TRUE
"posterior","fixed_design","RQR","lower_0361",4,6000,1.00023794000752,4857.37314587677,8381.00048381483,0.00264914978350303,0.184966298990844,0.0143223376255918,TRUE
"posterior","fixed_design","RQR","upper_0361",4,6000,1.00107822405415,4594.37956984655,8497.68853935685,0.00100126644264066,0.0678284945666847,0.0147617376596245,TRUE
"posterior","fixed_design","RQR","width_0361",4,6000,1.0004847282083,4338.81437876076,8170.10896880872,0.00298586891619297,0.196971023237973,0.0151589247347594,TRUE
"posterior","fixed_design","RQR","midpoint_0361",4,6000,1.00022337455986,5448.27706427946,9695.72912557442,0.0013353363767797,0.0985252364621527,0.0135532420395931,TRUE
"posterior","fixed_design","RQR","lower_0481",4,6000,1.00028396999035,4808.69343097081,8040.37548069109,0.00281454697672264,0.194514199815018,0.0144696221633139,TRUE
"posterior","fixed_design","RQR","upper_0481",4,6000,1.00110962487419,4707.4916337208,8265.86975755373,0.000960777630549978,0.0655815920670844,0.0146501114149102,TRUE
"posterior","fixed_design","RQR","width_0481",4,6000,1.00050313812643,4228.81865717958,7289.30723070818,0.00317125464379634,0.205659873715731,0.0154198997913406,TRUE
"posterior","fixed_design","RQR","midpoint_0481",4,6000,1.00021577104965,5418.11475209557,9340.09759306911,0.00139481176975002,0.102442001443121,0.0136156239638139,TRUE
"posterior","fixed_design","RQR","lower_0601",4,6000,1.00030971310449,4289.96278558149,7256.4570383112,0.00324166398694814,0.211613198478181,0.0153188175891703,TRUE
"posterior","fixed_design","RQR","upper_0601",4,6000,1.0006051093304,4855.36289718319,8356.33394606208,0.000918715725852932,0.0639480568895653,0.0143665933030538,TRUE
"posterior","fixed_design","RQR","width_0601",4,6000,1.00040020190946,3820.80794984999,6658.59848224466,0.0035997689422567,0.221755799219332,0.0162330318076429,TRUE
"posterior","fixed_design","RQR","midpoint_0601",4,6000,1.00026273382125,4880.45175895901,8369.28205971732,0.00158078338326756,0.110185485673964,0.0143465663703209,TRUE
"posterior","fixed_design","RQR","lower_0721",4,6000,1.0005281909362,4003.96425909842,7275.2009795242,0.00298620306224656,0.188558140888282,0.015837041286994,TRUE
"posterior","fixed_design","RQR","upper_0721",4,6000,1.00039614582183,5070.46662853323,8607.47720421223,0.00074220447433179,0.0529470888693198,0.0140178523537648,TRUE
"posterior","fixed_design","RQR","width_0721",4,6000,1.00083699131378,3639.10561206486,6643.88633493388,0.00325771133255739,0.196015746468388,0.0166196409791127,TRUE
"posterior","fixed_design","RQR","midpoint_0721",4,6000,1.0003883004061,4553.51189634594,8005.76798250284,0.00145180936149172,0.0978429360843216,0.0148381622587505,TRUE
"posterior","fixed_design","RQR","lower_0841",4,6000,1.00059203358777,4246.78176230753,8384.36026330322,0.00279503116599389,0.182313796170039,0.015330881286609,TRUE
"posterior","fixed_design","RQR","upper_0841",4,6000,1.00036806642696,5278.06333232766,9736.52063475074,0.000709370384588713,0.0515913068625686,0.0137498045257579,TRUE
"posterior","fixed_design","RQR","width_0841",4,6000,1.0006690835153,3927.51603053233,8074.49692175222,0.00300709023223316,0.188563003936527,0.0159474030931613,TRUE
"posterior","fixed_design","RQR","midpoint_0841",4,6000,1.00051882011939,4763.18905008153,9218.56692220518,0.00137856655175696,0.0951892325605549,0.0144823790955556,TRUE
"posterior","fixed_design","RQR","lower_0848",4,6000,1.00054871586108,4277.89322801762,8481.47072461094,0.00279526428773679,0.183009088528807,0.015273909674146,TRUE
"posterior","fixed_design","RQR","upper_0848",4,6000,1.00038760217149,5287.26295704011,9627.62355172582,0.000714035994880711,0.0519618968637328,0.013741530582558,TRUE
"posterior","fixed_design","RQR","width_0848",4,6000,1.00061884636422,3957.2571199125,8210.37478399181,0.00300718764279798,0.189283158235218,0.0158872435922746,TRUE
"posterior","fixed_design","RQR","midpoint_0848",4,6000,1.0004918478851,4790.02672677453,9219.18075630648,0.00138072365979397,0.0955989231478911,0.0144428787932893,TRUE
"posterior","fixed_design","RQR","lower_0961",4,6000,1.00043027023749,4664.69114256097,8219.10221138973,0.00285188434206619,0.194400236322217,0.0146701691110047,TRUE
"posterior","fixed_design","RQR","upper_0961",4,6000,1.00062898707011,5037.99651255379,9396.32778460666,0.000819283063208007,0.0578270682613293,0.0141678125459437,TRUE
"posterior","fixed_design","RQR","width_0961",4,6000,1.00068796280087,4323.39191123772,8207.84592563299,0.00306823485356852,0.201549677724358,0.015223218852102,TRUE
"posterior","fixed_design","RQR","midpoint_0961",4,6000,1.00019830876878,5094.48293964678,9389.15125384101,0.00143252031265322,0.102039907414791,0.0140388241125117,TRUE
"posterior","fixed_design","RQR","lower_1081",4,6000,1.00077056577309,4078.64302292527,7839.40252412575,0.00287414457080525,0.182947557921701,0.0157102100922022,TRUE
"posterior","fixed_design","RQR","upper_1081",4,6000,1.00065533011241,4792.73774547234,9345.22488529035,0.000770641784404347,0.0529593173562777,0.0145515807769942,TRUE
"posterior","fixed_design","RQR","width_1081",4,6000,1.00108545075372,3845.3650569329,7485.60040102734,0.00306699089474843,0.189888700047191,0.0161515187264236,TRUE
"posterior","fixed_design","RQR","midpoint_1081",4,6000,1.00043213292618,4455.94377270971,8232.17040679482,0.00143729770502542,0.0955134520409327,0.0150481180850783,TRUE
"posterior","fixed_design","RQR","lower_1200",4,6000,1.00145734588537,3246.73648343168,7045.72545245851,0.00327044069220169,0.186146089556682,0.0175692151255524,TRUE
"posterior","fixed_design","RQR","upper_1200",4,6000,1.0003525229525,4978.84645367834,10040.0208781213,0.000655137001588797,0.0461583707000142,0.0141932436447241,TRUE
"posterior","fixed_design","RQR","width_1200",4,6000,1.00155634129469,3146.04822198633,6286.37860806819,0.00343143937969493,0.192488339868177,0.0178267389185491,TRUE
