mode,runner_status,elapsed_seconds,available_bytes_at_start,minimum_free_bytes,max_sampled_rss_kib,max_sampled_threads,max_sampled_processes,max_sampled_r_processes,timeout_seconds,rss_limit_kib,thread_limit,process_limit,r_process_limit,timezone,timed_out,sampled_limit_triggered,signal_received,final_pgid_empty,telemetry_kind,pass
adjudication,0,8673,380408717312,21474836480,9959592,4,3,3,21600,12582912,8,7,3,UTC,FALSE,FALSE,NONE,TRUE,sampled_pgid_not_kernel_hard,TRUE
