"low_scale_endpoint_rmse_over_local_width","high_scale_endpoint_rmse_over_local_width","oracle_high_low_width_contrast","fitted_high_low_width_contrast","width_contrast_relative_error","seasonal_width_amplitude_ratio","seasonal_width_phase_error"
0.10049038769422,0.0793991235599761,2.19586388481948,1.75093235637813,0.202622544829516,0.754676383496282,0.224264893516451
