"endpoint_rmse_all","endpoint_rmse_over_oracle_width","mean_width_ratio","endpoint_summary_joint_inclusion","lower_bias_over_oracle_width","upper_bias_over_oracle_width","static_edge_center_rmse_ratio"
0.156999350910148,0.0783958685065095,1.01051400810701,0.879166666666667,0.0453188551951255,0.056430651347347,
