"family","target","provenance_pass","provenance_snapshots_pass","strict_diagnostics_pass","conditional_parity_pass","pathology_pass","computational_pass","recovery_pass","endpoint_summary_joint_inclusion_gate_applied","heterogeneity_pass","disposition","manuscript_illustration_evidence_eligible","n_chains","retained_draws","numerical_repair_count","endpoint_rmse","width_rmse","realized_coverage","mean_width","oracle_mean_width","n_observed","endpoint_rmse_all","endpoint_rmse_over_oracle_width","mean_width_ratio","endpoint_summary_joint_inclusion","lower_bias_over_oracle_width","upper_bias_over_oracle_width","static_edge_center_rmse_ratio","low_scale_endpoint_rmse_over_local_width","high_scale_endpoint_rmse_over_local_width","oracle_high_low_width_contrast","fitted_high_low_width_contrast","width_contrast_relative_error","seasonal_width_amplitude_ratio","seasonal_width_phase_error"
"dlm","SH",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"fail",FALSE,5,60000,0,0.158062650056376,0.181730529112262,0.955008488964346,2.02370413621018,2.00264827600082,1178,0.156999350910148,0.0783958685065095,1.01051400810701,0.879166666666667,0.0453188551951255,0.056430651347347,,0.10049038769422,0.0793991235599761,2.19586388481948,1.75093235637813,0.202622544829516,0.754676383496282,0.224264893516451
