"dgp_id","coverage_level","method_id","replication","chain","seed","execution_authorized"
"local_level_gaussian",0.9,"rqr_dlm_common_evolution_ablation",2,2,124239723,FALSE
"local_level_skewed",0.9,"rqr_dlm_common_evolution_ablation",2,2,1880871,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_common_evolution_ablation",2,2,154263628,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_common_evolution_ablation",2,2,260251004,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_common_evolution_ablation",2,2,73538903,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_common_evolution_ablation",2,2,53397683,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_frozen_component_discount",2,2,246364836,FALSE
"local_level_gaussian",0.8,"rqr_dlm_frozen_component_discount",2,2,139928510,FALSE
"local_level_skewed",0.8,"rqr_dlm_frozen_component_discount",2,2,247127193,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_frozen_component_discount",2,2,45881159,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_frozen_component_discount",2,2,152378078,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_frozen_component_discount",2,2,60265810,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_frozen_component_discount",2,2,248901722,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_frozen_component_discount",2,2,60422896,FALSE
"local_level_gaussian",0.9,"rqr_dlm_frozen_component_discount",2,2,102765243,FALSE
"local_level_skewed",0.9,"rqr_dlm_frozen_component_discount",2,2,144106575,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_frozen_component_discount",2,2,166591139,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_frozen_component_discount",2,2,164891659,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_frozen_component_discount",2,2,84548326,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_frozen_component_discount",2,2,254116531,FALSE
"static_gaussian_negative_control",0.8,"fixed_design_rqr",2,2,50729352,FALSE
"local_level_gaussian",0.8,"fixed_design_rqr",2,2,105396833,FALSE
"local_level_skewed",0.8,"fixed_design_rqr",2,2,168010917,FALSE
"trend_seasonal_gaussian",0.8,"fixed_design_rqr",2,2,263258714,FALSE
"trend_seasonal_skewed",0.8,"fixed_design_rqr",2,2,142969463,FALSE
"trend_regression_unequal_evolution",0.8,"fixed_design_rqr",2,2,75614812,FALSE
"structural_break_heavy_tail_stress",0.8,"fixed_design_rqr",2,2,67205503,FALSE
"static_gaussian_negative_control",0.9,"fixed_design_rqr",2,2,263634559,FALSE
"local_level_gaussian",0.9,"fixed_design_rqr",2,2,232745936,FALSE
"local_level_skewed",0.9,"fixed_design_rqr",2,2,241915428,FALSE
"trend_seasonal_gaussian",0.9,"fixed_design_rqr",2,2,165036468,FALSE
"trend_seasonal_skewed",0.9,"fixed_design_rqr",2,2,41875058,FALSE
"trend_regression_unequal_evolution",0.9,"fixed_design_rqr",2,2,143433491,FALSE
"structural_break_heavy_tail_stress",0.9,"fixed_design_rqr",2,2,194400257,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_component_scale_learned_rate",2,2,151190479,FALSE
"local_level_gaussian",0.8,"rqr_dlm_component_scale_learned_rate",2,2,140146104,FALSE
"local_level_skewed",0.8,"rqr_dlm_component_scale_learned_rate",2,2,28623505,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_component_scale_learned_rate",2,2,17975232,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_component_scale_learned_rate",2,2,116562721,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_component_scale_learned_rate",2,2,139213919,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_component_scale_learned_rate",2,2,68044988,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_component_scale_learned_rate",2,2,255214503,FALSE
"local_level_gaussian",0.9,"rqr_dlm_component_scale_learned_rate",2,2,72953685,FALSE
"local_level_skewed",0.9,"rqr_dlm_component_scale_learned_rate",2,2,234333421,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_component_scale_learned_rate",2,2,232018469,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_component_scale_learned_rate",2,2,93363863,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_component_scale_learned_rate",2,2,217031669,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_component_scale_learned_rate",2,2,74883705,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_component_scale_fixed_rate",1,3,219316677,FALSE
"local_level_gaussian",0.8,"rqr_dlm_component_scale_fixed_rate",1,3,107582854,FALSE
"local_level_skewed",0.8,"rqr_dlm_component_scale_fixed_rate",1,3,29981999,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_component_scale_fixed_rate",1,3,113225724,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_component_scale_fixed_rate",1,3,222137919,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_component_scale_fixed_rate",1,3,109993254,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_component_scale_fixed_rate",1,3,38721320,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_component_scale_fixed_rate",1,3,55319252,FALSE
"local_level_gaussian",0.9,"rqr_dlm_component_scale_fixed_rate",1,3,87519142,FALSE
"local_level_skewed",0.9,"rqr_dlm_component_scale_fixed_rate",1,3,120084030,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_component_scale_fixed_rate",1,3,113450093,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_component_scale_fixed_rate",1,3,41988740,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_component_scale_fixed_rate",1,3,34394,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_component_scale_fixed_rate",1,3,211832893,FALSE
"static_gaussian_negative_control",0.8,"dynamic_equal_tailed_quantile_interval",1,3,54748291,FALSE
"local_level_gaussian",0.8,"dynamic_equal_tailed_quantile_interval",1,3,121327060,FALSE
"local_level_skewed",0.8,"dynamic_equal_tailed_quantile_interval",1,3,200010323,FALSE
"trend_seasonal_gaussian",0.8,"dynamic_equal_tailed_quantile_interval",1,3,106058248,FALSE
"trend_seasonal_skewed",0.8,"dynamic_equal_tailed_quantile_interval",1,3,33973536,FALSE
"trend_regression_unequal_evolution",0.8,"dynamic_equal_tailed_quantile_interval",1,3,227231092,FALSE
"structural_break_heavy_tail_stress",0.8,"dynamic_equal_tailed_quantile_interval",1,3,143471914,FALSE
"static_gaussian_negative_control",0.9,"dynamic_equal_tailed_quantile_interval",1,3,4189617,FALSE
"local_level_gaussian",0.9,"dynamic_equal_tailed_quantile_interval",1,3,217284674,FALSE
"local_level_skewed",0.9,"dynamic_equal_tailed_quantile_interval",1,3,237921305,FALSE
"trend_seasonal_gaussian",0.9,"dynamic_equal_tailed_quantile_interval",1,3,75962160,FALSE
"trend_seasonal_skewed",0.9,"dynamic_equal_tailed_quantile_interval",1,3,33785929,FALSE
"trend_regression_unequal_evolution",0.9,"dynamic_equal_tailed_quantile_interval",1,3,166460878,FALSE
"structural_break_heavy_tail_stress",0.9,"dynamic_equal_tailed_quantile_interval",1,3,76579768,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_common_evolution_ablation",1,3,210363781,FALSE
"local_level_gaussian",0.8,"rqr_dlm_common_evolution_ablation",1,3,3002372,FALSE
"local_level_skewed",0.8,"rqr_dlm_common_evolution_ablation",1,3,100099846,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_common_evolution_ablation",1,3,235833373,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_common_evolution_ablation",1,3,4006553,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_common_evolution_ablation",1,3,246201387,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_common_evolution_ablation",1,3,108032631,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_common_evolution_ablation",1,3,240251431,FALSE
"local_level_gaussian",0.9,"rqr_dlm_common_evolution_ablation",1,3,220983176,FALSE
"local_level_skewed",0.9,"rqr_dlm_common_evolution_ablation",1,3,227086254,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_common_evolution_ablation",1,3,152776410,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_common_evolution_ablation",1,3,75509674,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_common_evolution_ablation",1,3,114788769,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_common_evolution_ablation",1,3,50984512,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_frozen_component_discount",1,3,142049262,FALSE
"local_level_gaussian",0.8,"rqr_dlm_frozen_component_discount",1,3,246328700,FALSE
"local_level_skewed",0.8,"rqr_dlm_frozen_component_discount",1,3,40735546,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_frozen_component_discount",1,3,121587051,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_frozen_component_discount",1,3,136290000,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_frozen_component_discount",1,3,248926917,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_frozen_component_discount",1,3,252299218,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_frozen_component_discount",1,3,233770362,FALSE
"local_level_gaussian",0.9,"rqr_dlm_frozen_component_discount",1,3,88221451,FALSE
"local_level_skewed",0.9,"rqr_dlm_frozen_component_discount",1,3,55229942,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_frozen_component_discount",1,3,188276618,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_frozen_component_discount",1,3,88541790,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_frozen_component_discount",1,3,136799577,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_frozen_component_discount",1,3,51418630,FALSE
"static_gaussian_negative_control",0.8,"fixed_design_rqr",1,3,141137135,FALSE
"local_level_gaussian",0.8,"fixed_design_rqr",1,3,191509342,FALSE
"local_level_skewed",0.8,"fixed_design_rqr",1,3,148715399,FALSE
"trend_seasonal_gaussian",0.8,"fixed_design_rqr",1,3,121485042,FALSE
"trend_seasonal_skewed",0.8,"fixed_design_rqr",1,3,258494597,FALSE
"trend_regression_unequal_evolution",0.8,"fixed_design_rqr",1,3,12629794,FALSE
"structural_break_heavy_tail_stress",0.8,"fixed_design_rqr",1,3,37578486,FALSE
"static_gaussian_negative_control",0.9,"fixed_design_rqr",1,3,69950474,FALSE
"local_level_gaussian",0.9,"fixed_design_rqr",1,3,71513611,FALSE
"local_level_skewed",0.9,"fixed_design_rqr",1,3,168086831,FALSE
"trend_seasonal_gaussian",0.9,"fixed_design_rqr",1,3,74704521,FALSE
"trend_seasonal_skewed",0.9,"fixed_design_rqr",1,3,81503342,FALSE
"trend_regression_unequal_evolution",0.9,"fixed_design_rqr",1,3,189108520,FALSE
"structural_break_heavy_tail_stress",0.9,"fixed_design_rqr",1,3,2548295,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_component_scale_learned_rate",1,3,112519276,FALSE
"local_level_gaussian",0.8,"rqr_dlm_component_scale_learned_rate",1,3,21016964,FALSE
"local_level_skewed",0.8,"rqr_dlm_component_scale_learned_rate",1,3,76146868,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_component_scale_learned_rate",1,3,61311376,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_component_scale_learned_rate",1,3,110894855,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_component_scale_learned_rate",1,3,151441100,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_component_scale_learned_rate",1,3,131130116,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_component_scale_learned_rate",1,3,75219346,FALSE
"local_level_gaussian",0.9,"rqr_dlm_component_scale_learned_rate",1,3,19664888,FALSE
"local_level_skewed",0.9,"rqr_dlm_component_scale_learned_rate",1,3,19648845,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_component_scale_learned_rate",1,3,3437738,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_component_scale_learned_rate",1,3,58807869,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_component_scale_learned_rate",1,3,242805253,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_component_scale_learned_rate",1,3,208513745,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_component_scale_fixed_rate",2,3,242698086,FALSE
"local_level_gaussian",0.8,"rqr_dlm_component_scale_fixed_rate",2,3,182318818,FALSE
"local_level_skewed",0.8,"rqr_dlm_component_scale_fixed_rate",2,3,258593676,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_component_scale_fixed_rate",2,3,177337113,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_component_scale_fixed_rate",2,3,2415257,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_component_scale_fixed_rate",2,3,135182285,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_component_scale_fixed_rate",2,3,185065170,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_component_scale_fixed_rate",2,3,131202570,FALSE
"local_level_gaussian",0.9,"rqr_dlm_component_scale_fixed_rate",2,3,231063399,FALSE
"local_level_skewed",0.9,"rqr_dlm_component_scale_fixed_rate",2,3,73045825,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_component_scale_fixed_rate",2,3,215483420,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_component_scale_fixed_rate",2,3,76023879,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_component_scale_fixed_rate",2,3,20007033,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_component_scale_fixed_rate",2,3,89842568,FALSE
"static_gaussian_negative_control",0.8,"dynamic_equal_tailed_quantile_interval",2,3,252275585,FALSE
"local_level_gaussian",0.8,"dynamic_equal_tailed_quantile_interval",2,3,211412980,FALSE
"local_level_skewed",0.8,"dynamic_equal_tailed_quantile_interval",2,3,97851091,FALSE
"trend_seasonal_gaussian",0.8,"dynamic_equal_tailed_quantile_interval",2,3,71329934,FALSE
"trend_seasonal_skewed",0.8,"dynamic_equal_tailed_quantile_interval",2,3,236055954,FALSE
"trend_regression_unequal_evolution",0.8,"dynamic_equal_tailed_quantile_interval",2,3,154547330,FALSE
"structural_break_heavy_tail_stress",0.8,"dynamic_equal_tailed_quantile_interval",2,3,191706016,FALSE
"static_gaussian_negative_control",0.9,"dynamic_equal_tailed_quantile_interval",2,3,59710427,FALSE
"local_level_gaussian",0.9,"dynamic_equal_tailed_quantile_interval",2,3,255640731,FALSE
"local_level_skewed",0.9,"dynamic_equal_tailed_quantile_interval",2,3,136327799,FALSE
"trend_seasonal_gaussian",0.9,"dynamic_equal_tailed_quantile_interval",2,3,74045932,FALSE
"trend_seasonal_skewed",0.9,"dynamic_equal_tailed_quantile_interval",2,3,249580417,FALSE
"trend_regression_unequal_evolution",0.9,"dynamic_equal_tailed_quantile_interval",2,3,203925832,FALSE
"structural_break_heavy_tail_stress",0.9,"dynamic_equal_tailed_quantile_interval",2,3,464760,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_common_evolution_ablation",2,3,251840773,FALSE
"local_level_gaussian",0.8,"rqr_dlm_common_evolution_ablation",2,3,83544942,FALSE
"local_level_skewed",0.8,"rqr_dlm_common_evolution_ablation",2,3,251496986,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_common_evolution_ablation",2,3,123165102,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_common_evolution_ablation",2,3,36997183,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_common_evolution_ablation",2,3,253738008,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_common_evolution_ablation",2,3,266572750,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_common_evolution_ablation",2,3,107921196,FALSE
"local_level_gaussian",0.9,"rqr_dlm_common_evolution_ablation",2,3,132692265,FALSE
"local_level_skewed",0.9,"rqr_dlm_common_evolution_ablation",2,3,59994496,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_common_evolution_ablation",2,3,174024283,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_common_evolution_ablation",2,3,149627037,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_common_evolution_ablation",2,3,16863935,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_common_evolution_ablation",2,3,192635445,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_frozen_component_discount",2,3,40422981,FALSE
"local_level_gaussian",0.8,"rqr_dlm_frozen_component_discount",2,3,7996046,FALSE
"local_level_skewed",0.8,"rqr_dlm_frozen_component_discount",2,3,7732848,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_frozen_component_discount",2,3,97589553,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_frozen_component_discount",2,3,13412082,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_frozen_component_discount",2,3,16547823,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_frozen_component_discount",2,3,28472022,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_frozen_component_discount",2,3,205502992,FALSE
"local_level_gaussian",0.9,"rqr_dlm_frozen_component_discount",2,3,138469545,FALSE
"local_level_skewed",0.9,"rqr_dlm_frozen_component_discount",2,3,43517770,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_frozen_component_discount",2,3,206134902,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_frozen_component_discount",2,3,178429937,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_frozen_component_discount",2,3,1740482,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_frozen_component_discount",2,3,51280049,FALSE
"static_gaussian_negative_control",0.8,"fixed_design_rqr",2,3,261959505,FALSE
"local_level_gaussian",0.8,"fixed_design_rqr",2,3,119699122,FALSE
"local_level_skewed",0.8,"fixed_design_rqr",2,3,143809944,FALSE
"trend_seasonal_gaussian",0.8,"fixed_design_rqr",2,3,231228136,FALSE
"trend_seasonal_skewed",0.8,"fixed_design_rqr",2,3,30024520,FALSE
"trend_regression_unequal_evolution",0.8,"fixed_design_rqr",2,3,136841062,FALSE
"structural_break_heavy_tail_stress",0.8,"fixed_design_rqr",2,3,104313210,FALSE
"static_gaussian_negative_control",0.9,"fixed_design_rqr",2,3,113690646,FALSE
"local_level_gaussian",0.9,"fixed_design_rqr",2,3,106698557,FALSE
"local_level_skewed",0.9,"fixed_design_rqr",2,3,162029158,FALSE
"trend_seasonal_gaussian",0.9,"fixed_design_rqr",2,3,49657139,FALSE
"trend_seasonal_skewed",0.9,"fixed_design_rqr",2,3,83824220,FALSE
"trend_regression_unequal_evolution",0.9,"fixed_design_rqr",2,3,238111870,FALSE
"structural_break_heavy_tail_stress",0.9,"fixed_design_rqr",2,3,45676986,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_component_scale_learned_rate",2,3,233853957,FALSE
"local_level_gaussian",0.8,"rqr_dlm_component_scale_learned_rate",2,3,14045706,FALSE
"local_level_skewed",0.8,"rqr_dlm_component_scale_learned_rate",2,3,42578656,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_component_scale_learned_rate",2,3,206031987,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_component_scale_learned_rate",2,3,167288412,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_component_scale_learned_rate",2,3,30302112,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_component_scale_learned_rate",2,3,103376436,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_component_scale_learned_rate",2,3,198744964,FALSE
"local_level_gaussian",0.9,"rqr_dlm_component_scale_learned_rate",2,3,258874138,FALSE
"local_level_skewed",0.9,"rqr_dlm_component_scale_learned_rate",2,3,117275737,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_component_scale_learned_rate",2,3,195069351,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_component_scale_learned_rate",2,3,17535342,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_component_scale_learned_rate",2,3,243299053,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_component_scale_learned_rate",2,3,10657972,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_component_scale_fixed_rate",1,4,162595274,FALSE
"local_level_gaussian",0.8,"rqr_dlm_component_scale_fixed_rate",1,4,88944867,FALSE
"local_level_skewed",0.8,"rqr_dlm_component_scale_fixed_rate",1,4,11511431,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_component_scale_fixed_rate",1,4,144489714,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_component_scale_fixed_rate",1,4,45907338,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_component_scale_fixed_rate",1,4,141664210,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_component_scale_fixed_rate",1,4,45491934,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_component_scale_fixed_rate",1,4,53291523,FALSE
"local_level_gaussian",0.9,"rqr_dlm_component_scale_fixed_rate",1,4,64543529,FALSE
"local_level_skewed",0.9,"rqr_dlm_component_scale_fixed_rate",1,4,204740900,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_component_scale_fixed_rate",1,4,251010069,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_component_scale_fixed_rate",1,4,233128988,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_component_scale_fixed_rate",1,4,244544561,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_component_scale_fixed_rate",1,4,267733594,FALSE
"static_gaussian_negative_control",0.8,"dynamic_equal_tailed_quantile_interval",1,4,176106871,FALSE
"local_level_gaussian",0.8,"dynamic_equal_tailed_quantile_interval",1,4,56274034,FALSE
"local_level_skewed",0.8,"dynamic_equal_tailed_quantile_interval",1,4,138676889,FALSE
"trend_seasonal_gaussian",0.8,"dynamic_equal_tailed_quantile_interval",1,4,33329704,FALSE
"trend_seasonal_skewed",0.8,"dynamic_equal_tailed_quantile_interval",1,4,100301084,FALSE
"trend_regression_unequal_evolution",0.8,"dynamic_equal_tailed_quantile_interval",1,4,100745575,FALSE
"structural_break_heavy_tail_stress",0.8,"dynamic_equal_tailed_quantile_interval",1,4,82412593,FALSE
"static_gaussian_negative_control",0.9,"dynamic_equal_tailed_quantile_interval",1,4,142882427,FALSE
"local_level_gaussian",0.9,"dynamic_equal_tailed_quantile_interval",1,4,146785003,FALSE
"local_level_skewed",0.9,"dynamic_equal_tailed_quantile_interval",1,4,168761179,FALSE
"trend_seasonal_gaussian",0.9,"dynamic_equal_tailed_quantile_interval",1,4,202770165,FALSE
"trend_seasonal_skewed",0.9,"dynamic_equal_tailed_quantile_interval",1,4,103885455,FALSE
"trend_regression_unequal_evolution",0.9,"dynamic_equal_tailed_quantile_interval",1,4,205185620,FALSE
"structural_break_heavy_tail_stress",0.9,"dynamic_equal_tailed_quantile_interval",1,4,24712577,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_common_evolution_ablation",1,4,59038840,FALSE
"local_level_gaussian",0.8,"rqr_dlm_common_evolution_ablation",1,4,24500354,FALSE
"local_level_skewed",0.8,"rqr_dlm_common_evolution_ablation",1,4,256393216,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_common_evolution_ablation",1,4,797464,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_common_evolution_ablation",1,4,102053351,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_common_evolution_ablation",1,4,244273967,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_common_evolution_ablation",1,4,130920401,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_common_evolution_ablation",1,4,215794212,FALSE
"local_level_gaussian",0.9,"rqr_dlm_common_evolution_ablation",1,4,177706879,FALSE
"local_level_skewed",0.9,"rqr_dlm_common_evolution_ablation",1,4,37588302,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_common_evolution_ablation",1,4,231999512,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_common_evolution_ablation",1,4,103830188,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_common_evolution_ablation",1,4,188186782,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_common_evolution_ablation",1,4,258017422,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_frozen_component_discount",1,4,152698733,FALSE
"local_level_gaussian",0.8,"rqr_dlm_frozen_component_discount",1,4,260088753,FALSE
"local_level_skewed",0.8,"rqr_dlm_frozen_component_discount",1,4,90804007,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_frozen_component_discount",1,4,21616537,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_frozen_component_discount",1,4,173374616,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_frozen_component_discount",1,4,15589671,FALSE
"structural_break_heavy_tail_stress",0.8,"rqr_dlm_frozen_component_discount",1,4,263203881,FALSE
"static_gaussian_negative_control",0.9,"rqr_dlm_frozen_component_discount",1,4,224254371,FALSE
"local_level_gaussian",0.9,"rqr_dlm_frozen_component_discount",1,4,216501070,FALSE
"local_level_skewed",0.9,"rqr_dlm_frozen_component_discount",1,4,181979134,FALSE
"trend_seasonal_gaussian",0.9,"rqr_dlm_frozen_component_discount",1,4,2076447,FALSE
"trend_seasonal_skewed",0.9,"rqr_dlm_frozen_component_discount",1,4,50161387,FALSE
"trend_regression_unequal_evolution",0.9,"rqr_dlm_frozen_component_discount",1,4,30699092,FALSE
"structural_break_heavy_tail_stress",0.9,"rqr_dlm_frozen_component_discount",1,4,122464295,FALSE
"static_gaussian_negative_control",0.8,"fixed_design_rqr",1,4,242368904,FALSE
"local_level_gaussian",0.8,"fixed_design_rqr",1,4,249083264,FALSE
"local_level_skewed",0.8,"fixed_design_rqr",1,4,4494399,FALSE
"trend_seasonal_gaussian",0.8,"fixed_design_rqr",1,4,154990873,FALSE
"trend_seasonal_skewed",0.8,"fixed_design_rqr",1,4,50403338,FALSE
"trend_regression_unequal_evolution",0.8,"fixed_design_rqr",1,4,249375189,FALSE
"structural_break_heavy_tail_stress",0.8,"fixed_design_rqr",1,4,182839822,FALSE
"static_gaussian_negative_control",0.9,"fixed_design_rqr",1,4,3584227,FALSE
"local_level_gaussian",0.9,"fixed_design_rqr",1,4,222391955,FALSE
"local_level_skewed",0.9,"fixed_design_rqr",1,4,24709776,FALSE
"trend_seasonal_gaussian",0.9,"fixed_design_rqr",1,4,143798668,FALSE
"trend_seasonal_skewed",0.9,"fixed_design_rqr",1,4,228765896,FALSE
"trend_regression_unequal_evolution",0.9,"fixed_design_rqr",1,4,244475865,FALSE
"structural_break_heavy_tail_stress",0.9,"fixed_design_rqr",1,4,72991639,FALSE
"static_gaussian_negative_control",0.8,"rqr_dlm_component_scale_learned_rate",1,4,75390806,FALSE
"local_level_gaussian",0.8,"rqr_dlm_component_scale_learned_rate",1,4,50289464,FALSE
"local_level_skewed",0.8,"rqr_dlm_component_scale_learned_rate",1,4,176134066,FALSE
"trend_seasonal_gaussian",0.8,"rqr_dlm_component_scale_learned_rate",1,4,173333613,FALSE
"trend_seasonal_skewed",0.8,"rqr_dlm_component_scale_learned_rate",1,4,99884311,FALSE
"trend_regression_unequal_evolution",0.8,"rqr_dlm_component_scale_learned_rate",1,4,121394112,FALSE
