"T","max_absolute_error","level_variance","level_slope_covariance","slope_variance"
100,1.33226762955019e-15,1.32,0.295000000000001,0.340000000000001
1200,1.28785870856518e-13,1.32000000000013,0.294999999999994,0.33999999999999
