"tau2","center_row_norm","maximum_row_norm","center_half_width","maximum_half_width","pass","selected"
0.1,2.11281836984922,7.19146247630755,1.30951432979437,4.45723271782008,FALSE,FALSE
0.15,2.11281836984922,7.19146247630755,1.60382095942944,5.45897291174893,FALSE,FALSE
0.2,2.11281836984922,7.19146247630755,1.85193292531711,6.30347896019424,FALSE,FALSE
0.25,2.11281836984922,7.19146247630755,2.07052395538955,7.04750372486701,TRUE,TRUE
0.3,2.11281836984922,7.19146247630755,2.26814535244335,7.72015352842268,FALSE,FALSE
0.4,2.11281836984922,7.19146247630755,2.61902865958873,8.91446543564015,FALSE,FALSE
0.5,2.11281836984922,7.19146247630755,2.92816305893028,9.96667534858183,FALSE,FALSE
