"raw_term","basis_01","basis_02","basis_03","basis_04","basis_05","basis_06","basis_07","basis_08"
"spline_01",5.89580302785215,-3.31564285013708,1.9833589793518,-1.15549307033399,0.64676422209206,-0.432225166157451,0.267940315009474,-0.131757553987617
"spline_02",8.50055717977947e-15,5.45293281989152,-4.31812437543983,2.71414618619533,-1.54805133871714,1.03936504772745,-0.645465053630657,0.317577288363546
"spline_03",-5.60296203651282e-15,1.21107302038149e-14,5.00873187109477,-4.13108377793401,2.49185779496606,-1.6953054272907,1.05811959412207,-0.521411655296866
"spline_04",2.77871816849282e-15,-6.79296209325521e-15,9.04193161124758e-15,4.21728420155194,-3.02247580213019,2.13101441171717,-1.34763321276546,0.666722438667291
"spline_05",-1.64768295023102e-15,4.15319976146262e-15,-5.759951174536e-15,-8.90334913071858e-16,3.98572532463899,-3.37729620085825,2.26519072016032,-1.13994628379535
"spline_06",1.29272078088868e-15,-3.28130747854962e-15,4.59140655752122e-15,8.78039388879309e-16,-7.24615508895799e-15,5.14358604938552,-4.50718528676746,2.4201145493597
"spline_07",-7.8834149644039e-16,2.00643146964984e-15,-2.81704191992275e-15,-5.81904416669219e-16,5.23237937331474e-15,9.49471323956989e-16,6.37348866209035,-4.37265701531076
"spline_08",3.27215514941325e-16,-8.33604894859337e-16,1.17179396605471e-15,2.48600818696542e-16,-2.28708378123284e-15,2.07812195947306e-17,7.96190045005825e-15,7.19146247630754
