"provider","family","target","estimand","n_chains","n_draws_per_chain","rhat","ess_bulk","ess_tail","mcse_mean","sd","mcse_over_sd","pass"
"posterior","fixed_design","RQR","width_0481",4,6000,1.00043790493193,4257.66862665065,7076.29393391223,0.00316669573060756,0.206020022061847,0.0153708154135472,TRUE
"posterior","fixed_design","RQR","midpoint_0481",4,6000,1.00023162391808,5363.04705284852,8882.69783443942,0.00140476115159665,0.102661305920166,0.0136834529719411,TRUE
"posterior","fixed_design","RQR","lower_0601",4,6000,1.00029938592422,4274.71807383254,7013.45356489402,0.00325216151450673,0.211977264091251,0.0153420298561206,TRUE
"posterior","fixed_design","RQR","upper_0601",4,6000,1.00064076687542,4880.42898375528,8180.46329267184,0.000916774077838061,0.0639372291907861,0.0143386582346639,TRUE
"posterior","fixed_design","RQR","width_0601",4,6000,1.00036010594434,3850.53794588769,6503.66937412346,0.00359112487209823,0.222113204206811,0.0161679936360493,TRUE
"posterior","fixed_design","RQR","midpoint_0601",4,6000,1.00028742973484,4840.40915849342,8130.41923063882,0.00158968480957371,0.110352145485937,0.0144055632319019,TRUE
"posterior","fixed_design","RQR","lower_0721",4,6000,1.00040165447421,4021.68104754644,6947.82078073176,0.00298442127875147,0.188909368738843,0.0157981644778945,TRUE
"posterior","fixed_design","RQR","upper_0721",4,6000,1.000324898523,5026.61472235917,8808.97788664547,0.00074636583871759,0.0529743845860096,0.0140891837545708,TRUE
"posterior","fixed_design","RQR","width_0721",4,6000,1.00051106624563,3681.97980114644,6513.62657104982,0.00324759973523058,0.19657767015308,0.0165206950143502,TRUE
"posterior","fixed_design","RQR","midpoint_0721",4,6000,1.00050266145411,4541.47555168775,7607.2936936989,0.00145439605568457,0.0979072132638039,0.0148548406925423,TRUE
"posterior","fixed_design","RQR","lower_0841",4,6000,1.00053476566925,4306.28660871882,8191.94041555199,0.00278137833713299,0.182732400348582,0.0152210463597436,TRUE
"posterior","fixed_design","RQR","upper_0841",4,6000,1.00033092287075,5262.04862032939,9096.51765208922,0.000712975561206708,0.0516438427428556,0.0138056256726818,TRUE
"posterior","fixed_design","RQR","width_0841",4,6000,1.00068897084002,4013.75980362711,7753.00407812319,0.0029844868414939,0.189147754159402,0.0157786004637346,TRUE
"posterior","fixed_design","RQR","midpoint_0841",4,6000,1.00050667996623,4780.39870994629,9426.39604726345,0.00137767264159853,0.0953146897876464,0.0144539382614356,TRUE
"posterior","fixed_design","RQR","lower_0848",4,6000,1.00053677354014,4341.49084607391,8186.77046537747,0.002780377457811,0.183433809306092,0.0151573882062899,TRUE
"posterior","fixed_design","RQR","upper_0848",4,6000,1.00034483590556,5271.96611870829,9102.53184341602,0.000717600281961977,0.0520147310775241,0.0137960971266476,TRUE
"posterior","fixed_design","RQR","width_0848",4,6000,1.0006177624781,4047.80262321124,7850.65914102791,0.00298265919550878,0.189860207609144,0.0157097647425364,TRUE
"posterior","fixed_design","RQR","midpoint_0848",4,6000,1.0004476145515,4806.64293033467,9637.87554652101,0.00138001097726345,0.0957341251302725,0.014415037222992,TRUE
"posterior","fixed_design","RQR","lower_0961",4,6000,1.00045109204681,4687.02239347578,8417.4823817878,0.00285134615659631,0.195003515283937,0.0146220243898915,TRUE
"posterior","fixed_design","RQR","upper_0961",4,6000,1.00056794441113,5227.27601125703,9181.85157913576,0.000809012372324569,0.0578742387566093,0.0139787993709408,TRUE
"posterior","fixed_design","RQR","width_0961",4,6000,1.00066143750943,4423.8271174146,8303.27572929721,0.00303909806484493,0.202073193189116,0.0150395904418687,TRUE
"posterior","fixed_design","RQR","midpoint_0961",4,6000,1.00025129356228,5072.40908196816,8979.36763378694,0.00143978628828883,0.102369455361272,0.0140646082682348,TRUE
"posterior","fixed_design","RQR","lower_1081",4,6000,1.00083142389574,4092.26786651253,7918.24756512578,0.00288083832245076,0.183983529727699,0.0156581316094679,TRUE
"posterior","fixed_design","RQR","upper_1081",4,6000,1.00064662012892,5060.11788735669,9000.90332279188,0.00075422823013657,0.0530195139460836,0.0142254836757568,TRUE
"posterior","fixed_design","RQR","width_1081",4,6000,1.00112030037559,3894.8141062269,7713.41302417796,0.00306036663557989,0.190837793901736,0.0160364808930651,TRUE
"posterior","fixed_design","RQR","midpoint_1081",4,6000,1.00050399071159,4442.18868015143,8200.0170372228,0.00144629536686695,0.0960507060866846,0.0150576234761011,TRUE
"posterior","fixed_design","RQR","lower_1200",4,6000,1.00130379095401,3274.04954933963,7089.38823861359,0.00328312184096853,0.187475459833155,0.0175122751739901,TRUE
"posterior","fixed_design","RQR","upper_1200",4,6000,1.00047094634324,4887.07149096735,9621.58240535598,0.000663145243416585,0.0463111927393009,0.0143193298248573,TRUE
"posterior","fixed_design","RQR","width_1200",4,6000,1.00147580132595,3165.59106066946,6530.77346947984,0.00344978110834507,0.19396396688915,0.0177856803182243,TRUE
"posterior","fixed_design","RQR","midpoint_1200",4,6000,1.00103093195191,3521.0075286658,7362.39911357746,0.00162512209329695,0.0961269067090524,0.0169060063299,TRUE
"posterior","fixed_design","RQR","lower_1320",4,6000,1.00148261305568,3233.67931677339,7653.8468123463,0.00394065180187589,0.223593770889966,0.0176241573555068,TRUE
"posterior","fixed_design","RQR","upper_1320",4,6000,1.00044907196126,4893.596493104,8539.84552277897,0.000734227916467872,0.0514346522393602,0.014274966088057,TRUE
"posterior","fixed_design","RQR","width_1320",4,6000,1.00143426730633,3093.34356303655,6636.91619329413,0.00415388286236818,0.230782947536667,0.0179990892165385,TRUE
"posterior","fixed_design","RQR","midpoint_1320",4,6000,1.00140634435118,3487.38512485428,8220.00366300814,0.00193654976637553,0.114037961650764,0.0169816238237063,TRUE
"posterior","fixed_design","RQR","lower_1440",4,6000,1.00163416350214,3471.44055253025,8079.02630160873,0.0040611485412373,0.238989149446757,0.0169930247906174,TRUE
"posterior","fixed_design","RQR","upper_1440",4,6000,1.00038915458416,4819.5011339547,8434.5021904479,0.00082854011460259,0.0576334176649077,0.0143760364762661,TRUE
"posterior","fixed_design","RQR","width_1440",4,6000,1.00147272959386,3278.57225946931,6637.8526578184,0.00430573339534916,0.246415616541789,0.0174734599039463,TRUE
"posterior","fixed_design","RQR","midpoint_1440",4,6000,1.0016314189668,3781.95539914761,8712.83449080514,0.00199691817888587,0.12263175842168,0.0162838583135967,TRUE
"posterior","fixed_design","RQR","lower_1560",4,6000,1.0018985878613,3558.88547417053,7904.45518572886,0.0034392246241472,0.204881192856482,0.0167864340118146,TRUE
"posterior","fixed_design","RQR","upper_1560",4,6000,1.00050346370682,4648.21509872866,9183.33306355165,0.000793673694573213,0.0541036948220354,0.0146694915603059,TRUE
"posterior","fixed_design","RQR","width_1560",4,6000,1.00170436028703,3349.70421389195,7117.50315198428,0.00364545886584244,0.210949315954545,0.0172812073333671,TRUE
"posterior","fixed_design","RQR","midpoint_1560",4,6000,1.00189915341232,3982.58724433666,8474.36693832736,0.00168974310518037,0.106427689134092,0.0158769124738902,TRUE
"posterior","fixed_design","RQR","lower_1680",4,6000,1.00151165654412,3380.18660140684,7881.0599403644,0.00325585793247568,0.189860212083881,0.0171487111319417,TRUE
"posterior","fixed_design","RQR","upper_1680",4,6000,1.0007822975574,4775.79536194105,9245.41991793436,0.000783816890080192,0.0541272025529698,0.0144810160715979,TRUE
"posterior","fixed_design","RQR","width_1680",4,6000,1.00131011904851,3106.55904102699,7707.66726900075,0.00350814056456601,0.195920240048015,0.0179059629760879,TRUE
"posterior","fixed_design","RQR","midpoint_1680",4,6000,1.00161485076165,4061.53236216681,8966.1968194627,0.00155553278363559,0.0994592478317396,0.0156399009398016,TRUE
