"family","target","index","x","y","mean_truth","oracle_lower","oracle_upper","fit_lower","fit_upper","fit_midpoint","fit_width","fit_lower_q025","fit_lower_q975","fit_upper_q025","fit_upper_q975","fit_midpoint_q025","fit_midpoint_q975","fit_width_q025","fit_width_q975","observed"
"fixed_design","RQR",1,-1,-0.174752855241139,-0.35,-1.61922215076757,0.0797497942313206,-2.02729577042055,0.148310535875243,-0.939492617272652,2.17560630629579,-3.54201624198583,-0.819046346255224,-0.143758308537697,0.64446019671443,-1.72908042974953,-0.286303137959758,0.886175925599915,3.68913011535437,TRUE
"fixed_design","RQR",2,-0.999166319299708,-0.247680311268216,-0.344692452211124,-1.61475540102731,0.0853420303926489,-2.01837838354801,0.153801209308933,-0.932288587119537,2.17217959285694,-3.51991785111661,-0.822387639571488,-0.134881557258437,0.645306053145857,-1.71451457844907,-0.285596886043591,0.895668568500425,3.6710132054802,TRUE
"fixed_design","RQR",3,-0.998332638599416,-0.1223459766952,-0.339399234755364,-1.61031383076453,0.0909236096657021,-2.00950853085365,0.159282096190423,-0.925113217331614,2.16879062704407,-3.49647015270751,-0.82580745361703,-0.126160895547544,0.646634871423872,-1.6996285903941,-0.284280172322471,0.904604725393289,3.65341250875699,TRUE
"fixed_design","RQR",4,-0.997498957899125,-0.111292011420406,-0.334120343105941,-1.6058974029451,0.0964945255704914,-2.00068669584994,0.164753765593674,-0.917966465128135,2.16544046144362,-3.47302415501641,-0.82744073653034,-0.117858368469192,0.647951326079365,-1.6863476100178,-0.283792472072024,0.912546896251962,3.63614478826056,TRUE
"fixed_design","RQR",5,-0.996665277198833,-0.158632106189999,-0.328855772736075,-1.60150608053487,0.102054771627028,-1.99191219754948,0.170215622092737,-0.910848287728373,2.16212781964222,-3.45140253165458,-0.831316264820194,-0.109546132783059,0.648242002258367,-1.67225663083049,-0.283597730839342,0.921702366653552,3.61921934982012,TRUE
"fixed_design","RQR",6,-0.995831596498541,-0.450105918434816,-0.323605519118989,-1.5971398264997,0.107604341355321,-1.98318420772879,0.175666923025636,-0.903758642351575,2.15885113075442,-3.42982502906981,-0.835393215229755,-0.101490380660374,0.648962873192904,-1.6586109996839,-0.282887017313526,0.932677641758416,3.60363177293162,TRUE
"fixed_design","RQR",7,-0.994997915798249,-0.244697362229762,-0.318369577727904,-1.59279860380543,0.113143228275382,-1.97450263403986,0.181107661605848,-0.896697486217006,2.15561029564571,-3.41013527982331,-0.838687215502537,-0.0933208444239666,0.64987805809143,-1.64434201249165,-0.2818329381239,0.940803912696611,3.58853766923819,TRUE
"fixed_design","RQR",8,-0.994164235097957,-0.623685270735605,-0.313147944036041,-1.58848237541793,0.118671425907222,-1.96586738413471,0.186537831046856,-0.889664776543927,2.15240521518156,-3.38798917982094,-0.842229610580318,-0.0849661565975435,0.651358797557014,-1.63026480912561,-0.281626973499555,0.951005749905889,3.57423126875025,TRUE
"fixed_design","RQR",9,-0.993330554397666,-0.0233491897525852,-0.30794061351662,-1.58419110430304,0.124188927770852,-1.95727836566533,0.19195742456214,-0.882660470551594,2.14923579022747,-3.36607777394419,-0.846048973992185,-0.0762594548384444,0.652405483378715,-1.61623057501449,-0.281051978771034,0.960178490289666,3.55742626712953,TRUE
"fixed_design","RQR",10,-0.992496873697374,-0.023732652230136,-0.302747581642864,-1.57992475342663,0.129695727386282,-1.94873548628372,0.197366435365181,-0.875684525459268,2.1461019216489,-3.34384398424375,-0.847666001918413,-0.0682493727986091,0.653254912190064,-1.60285830782317,-0.279774841042325,0.968939857534652,3.53948098008123,TRUE
"fixed_design","RQR",11,-0.991663192997082,-0.131848600591945,-0.297568843887993,-1.57568328575456,0.135191818273523,-1.94023865364187,0.202764856669459,-0.868736898486208,2.14300351031133,-3.32201820117879,-0.850026858515087,-0.0597190123889962,0.654596738451452,-1.58799554547157,-0.27901648166569,0.977617798987999,3.52412866934226,TRUE
"fixed_design","RQR",12,-0.99082951229679,-0.981574241994326,-0.292404395725228,-1.57146666425267,0.140677193952587,-1.9317877753918,0.208152681688457,-0.861817546851672,2.13994045708026,-3.30007945110844,-0.853511778811895,-0.051290448640582,0.655700751316572,-1.57455045431207,-0.278327946416194,0.984956255330577,3.5066143320134,TRUE
"fixed_design","RQR",13,-0.989995831596499,0.142704583905764,-0.287254232627791,-1.56727485188682,0.146151847943483,-1.9233827591855,0.213529903635654,-0.854926427774923,2.13691266282115,-3.27932585302002,-0.855900613658436,-0.0429584066427981,0.656986142581549,-1.56074050969623,-0.277771752631448,0.993302945188156,3.49019055565661,TRUE
"fixed_design","RQR",14,-0.989162150896207,0.0865460228673867,-0.282118350068903,-1.56310781162286,0.151615773766222,-1.91502351267497,0.218896515724531,-0.848063498475218,2.1339200283995,-3.25903676484316,-0.857838442039541,-0.0350854224561903,0.65763142683076,-1.54771768683076,-0.277470720586084,1.00125969602391,3.47765479838532,TRUE
"fixed_design","RQR",15,-0.988328470195915,0.0588622317054401,-0.276996743521786,-1.55896550642666,0.157068964940815,-1.9067099435122,0.224252511168569,-0.841228716171817,2.13096245468077,-3.23967823578804,-0.860657014629773,-0.0271025380480477,0.658103684902109,-1.53433242916657,-0.276902661485679,1.00955949510817,3.46256188157837,TRUE
"fixed_design","RQR",16,-0.987494789495623,-0.213352274064433,-0.27188940845966,-1.55484789926406,0.162511414987274,-1.89844195934921,0.229597883181248,-0.834422038083979,2.12803984253046,-3.21755378936617,-0.863450114870189,-0.0183866270893712,0.659444530851801,-1.52087003554208,-0.276216954079753,1.01897907350094,3.44826899552511,TRUE
"fixed_design","RQR",17,-0.986661108795331,-0.479124959863453,-0.266796340355746,-1.55075495310093,0.167943117425608,-1.89021946783798,0.23493262497605,-0.827643421430964,2.12515209281403,-3.19907200763333,-0.8662646575474,-0.0105367862335231,0.660217677389231,-1.50854174692541,-0.274650775006965,1.02833723033726,3.4313474412432,TRUE
"fixed_design","RQR",18,-0.98582742809504,0.0702998498637024,-0.261717534683266,-1.54668663090312,0.173364065775828,-1.88204237663052,0.240256729766455,-0.820892823432032,2.12229910639697,-3.17854018833527,-0.869693147692736,-0.0027871807135928,0.662009003263271,-1.49577162240525,-0.273193362314385,1.03610252599336,3.4159163012459,TRUE
"fixed_design","RQR",19,-0.984993747394748,-0.121035963525981,-0.25665298691544,-1.54264289563647,0.178774253557947,-1.87391059337882,0.245570190765945,-0.814170201306439,2.11948078414477,-3.15974572995442,-0.872782680381273,0.00508758070971657,0.663020344358537,-1.48338621765048,-0.272050738829536,1.04377109234965,3.40239563058627,TRUE
"fixed_design","RQR",20,-0.984160066694456,-0.0117477410961426,-0.251602692525491,-1.53862371026686,0.184173674291973,-1.8658240257349,0.250873001187999,-0.807475512273449,2.1166970269229,-3.1392926395534,-0.876092563283857,0.012912012662502,0.663851657320732,-1.47155610265646,-0.27171806454638,1.05122047863918,3.38841118082438,TRUE
"fixed_design","RQR",21,-0.983326385994164,-0.596935433992934,-0.246566646986639,-1.53462903776013,0.189562321497917,-1.85778258135074,0.256165154246098,-0.800808713552319,2.11394773559684,-3.11966429622684,-0.879248524290268,0.0210572522759029,0.665351560129003,-1.45911348620067,-0.269971912429655,1.05968081686638,3.37426814913291,TRUE
"fixed_design","RQR",22,-0.982492705293872,0.214985543157967,-0.241544845772106,-1.53065884108213,0.194940188695791,-1.84978616787834,0.261446643153724,-0.79416976236231,2.11123281103207,-3.10103391811284,-0.881727632464963,0.028561426947704,0.666720203888537,-1.44691734257133,-0.269274727381686,1.06889025222786,3.35996774904698,TRUE
"fixed_design","RQR",23,-0.981659024593581,-0.262587413475763,-0.236537284355113,-1.52671308319874,0.200307269405606,-1.84183469296972,0.266717461124357,-0.787558615922679,2.10855215409407,-3.08003734917439,-0.884288775455514,0.0363504427348987,0.668361842334451,-1.43437489131496,-0.268401656903537,1.07784452419345,3.345586519608,TRUE
"fixed_design","RQR",24,-0.980825343893289,0.102529777368393,-0.23154395820888,-1.52279172707579,0.205663557147371,-1.83392806427685,0.271977601371478,-0.780975231452687,2.10590566564833,-3.06210430612891,-0.885615547255614,0.0441294390534197,0.670012875077613,-1.42198438453425,-0.267104671716436,1.08577988638303,3.33300809738325,TRUE
"fixed_design","RQR",25,-0.979991663192997,-0.192720835777753,-0.22656486280663,-1.51889473567914,0.211009045441098,-1.82606618945175,0.277227057108567,-0.774419566171594,2.10329324656032,-3.04270684339834,-0.887898725388265,0.0520052237072021,0.671795065829246,-1.40983354188163,-0.266245942061983,1.09319664773197,3.31882281872369,TRUE
"fixed_design","RQR",26,-0.979157982492705,0.00231068658326203,-0.221599993621583,-1.51502207197466,0.216343727806799,-1.81824897614642,0.282465821549106,-0.767891577298657,2.10071479769553,-3.02354511469639,-0.890090081325799,0.0596004642674744,0.673447317803418,-1.39765608023765,-0.263929545354289,1.10169582534321,3.30465938874695,TRUE
"fixed_design","RQR",27,-0.978324301792413,-0.258413764614456,-0.21664934612696,-1.51117369892819,0.221667597764482,-1.81047633201285,0.287693887906576,-0.761391222053138,2.09817021991943,-3.006742806436,-0.890544296633759,0.0672159206298284,0.675187922409417,-1.38554780412014,-0.263297654798222,1.10825820174913,3.29231426257508,TRUE
"fixed_design","RQR",28,-0.977490621092122,-0.439537538362615,-0.211712915795983,-1.50734957950559,0.226980648834159,-1.80274816470305,0.292911249394455,-0.754918457654296,2.0956594140975,-2.98673832507377,-0.891770046019436,0.0748346531709203,0.676785252113676,-1.37350870346847,-0.261707967182418,1.11747281305265,3.27939340403818,TRUE
"fixed_design","RQR",29,-0.97665694039183,-0.381394343835644,-0.206790698101873,-1.50354967667272,0.232282874535841,-1.79506438186901,0.298117899226227,-0.748473241321389,2.09318228109523,-2.96923545874454,-0.893787670307046,0.0825894407931316,0.678627664648314,-1.36101655627699,-0.259873389942173,1.12494483600758,3.26539897363104,TRUE
"fixed_design","RQR",30,-0.975823259691538,-0.180226279809857,-0.201882688517852,-1.49977395339543,0.237574268389538,-1.78742489116273,0.303313830615371,-0.742055530273678,2.0907387217781,-2.95214985938918,-0.895519416418913,0.0899434278774821,0.679761741456004,-1.34961753544969,-0.258677114976085,1.13253580424102,3.2511501717691,TRUE
"fixed_design","RQR",31,-0.974989578991246,-0.931318117285556,-0.196988882517139,-1.49602237263957,0.242854823915262,-1.77982960023621,0.308499036775368,-0.735665281730422,2.08832863701158,-2.93281177118185,-0.896545224524341,0.0970992350410202,0.68092938037214,-1.33764384275172,-0.256247479823474,1.13895782796158,3.23999307474442,TRUE
"fixed_design","RQR",32,-0.974155898290955,0.10322684508267,-0.192109275572957,-1.49229489737101,0.248124534633024,-1.77227841674146,0.313673510919699,-0.72930245291088,2.08595192766116,-2.91304139072287,-0.89981477083052,0.104388205508527,0.682666155673497,-1.32591241101718,-0.254294437316677,1.14640787684218,3.22744440214444,TRUE
"fixed_design","RQR",33,-0.973322217590663,0.00541251373310581,-0.187243863158527,-1.4885914905556,0.253383394062833,-1.76477124833047,0.318837246261846,-0.722967001034311,2.08360849459231,-2.89371674406228,-0.901014254271742,0.111806400529974,0.6844940709247,-1.31395156647505,-0.252638385629805,1.15441865175107,3.21595115371841,TRUE
"fixed_design","RQR",34,-0.972488536890371,0.434579592289409,-0.182392640747069,-1.48491211515918,0.258631395724701,-1.75730800265524,0.323990236015287,-0.716658883319976,2.08129823867053,-2.87488730561573,-0.903873943493027,0.119092878691913,0.686301050723798,-1.30152702266915,-0.250700521254244,1.16185242496532,3.20366793951856,TRUE
"fixed_design","RQR",35,-0.971654856190079,0.166336441105996,-0.177555603811806,-1.48125673414763,0.263868533138638,-1.74988858736777,0.329132473393505,-0.710378056987133,2.07902106076128,-2.85894997507298,-0.906049383292073,0.126157347291526,0.687376890655491,-1.28934310534132,-0.248521069946447,1.16690905681895,3.18970918354859,TRUE
"fixed_design","RQR",36,-0.970821175489787,-0.528406517154795,-0.172732747825958,-1.47762531048678,0.269094799824655,-1.74251291012006,0.33426395160998,-0.704124479255042,2.07677686173004,-2.84170006138843,-0.907595063228333,0.133045679285378,0.689038754738548,-1.27811606895935,-0.246532968307696,1.17461183783644,3.17629902773016,TRUE
"fixed_design","RQR",37,-0.969987494789496,0.0675646382332192,-0.167924068262747,-1.47401780714251,0.274310189302763,-1.73518087856412,0.339384663878193,-0.697898107342963,2.07456554244231,-2.82440857652878,-0.909856061991695,0.140043636871416,0.69028473424153,-1.26708638232007,-0.244159963392075,1.18107290540703,3.1659125843987,TRUE
"fixed_design","RQR",38,-0.969153814089204,0.179028380651017,-0.163129560595393,-1.47043418708066,0.279514695092973,-1.72789240035193,0.344494603411624,-0.691698898470154,2.07238700376356,-2.80809462131722,-0.910277764548074,0.146968268130115,0.691699955556316,-1.25576868318081,-0.241875046749226,1.18762627750698,3.15422977202516,TRUE
"fixed_design","RQR",39,-0.968320133388912,-2.64844717234246,-0.158349220297119,-1.46687441326709,0.284708310715295,-1.72064738313551,0.349593763423755,-0.685526809855876,2.07024114655926,-2.79002329058657,-0.910327228085877,0.154056069994937,0.693423675857756,-1.24487345250272,-0.240032054504482,1.1941883022554,3.14243324553611,TRUE
"fixed_design","RQR",40,-0.96748645268862,0.172707943426668,-0.153583042841143,-1.46333844866765,0.289891029689741,-1.71344573456684,0.354682137128067,-0.679381798719386,2.06812787169491,-2.77245960036831,-0.910358885794667,0.161188611807045,0.695092382495822,-1.23370528704994,-0.238094603592506,1.20205600789663,3.13054860234481,TRUE
"fixed_design","RQR",41,-0.966652771988328,-0.0305374348180358,-0.14883102370069,-1.4598262562482,0.295062845536321,-1.70628736229793,0.359759717738038,-0.673263822279946,2.06604708003597,-2.75553845044574,-0.910799094047943,0.168220692128022,0.696783621197171,-1.22243541133663,-0.236101889683709,1.20910539756831,3.11892971307764,TRUE
"fixed_design","RQR",42,-0.965819091288037,-0.794713699839494,-0.144093158348979,-1.4563377989746,0.300223751775045,-1.69917217398078,0.364826498467152,-0.667172837756815,2.06399867244793,-2.74001411389095,-0.908740479549495,0.175225244927274,0.698548594378557,-1.21150310168305,-0.234764491103694,1.21518331903166,3.10719637398148,TRUE
"fixed_design","RQR",43,-0.964985410587745,0.0695232683675923,-0.139369442259232,-1.4528730398127,0.305373741925924,-1.69210007726739,0.369882472528888,-0.661108802369252,2.06198254979628,-2.72398507355353,-0.909427965867279,0.181887343085314,0.700705933329418,-1.20018557945604,-0.233491328701104,1.2216800802404,3.09469301988379,TRUE
