"T","delta","time_min","time_max","n_missing","n_observed","missing_indices"
1200,0.000833333333333333,0.000833333333333333,1,22,1178,"414;415;416;417;418;419;420;421;422;423;424;834;835;836;837;838;839;840;841;842;843;844"
