"endpoint_rmse_all","endpoint_rmse_over_oracle_width","mean_width_ratio","endpoint_summary_joint_inclusion","lower_bias_over_oracle_width","upper_bias_over_oracle_width","static_edge_center_rmse_ratio"
0.176676726322966,0.0604770117811562,0.974506662635506,0.8575,0.034286755764257,0.00879341839976317,0.565399831136261
0.184975841080238,0.0750509615215506,0.950873644496556,0.925833333333333,0.0617010135494206,0.0130155416184367,
0.171861986640084,0.0680243785396511,0.974943315170807,0.7925,0.0374271839552023,0.0123704991260091,0.354585317205945
0.168566765994806,0.0790836998566388,0.955931545139934,0.805,0.0695891537829707,0.026108407611698,
0.171099437886006,0.0720798098711735,1.00129642590941,0.792916666666667,0.040684226246305,0.0419806521557194,0.695210011386482
0.178399210530399,0.0890816488687931,1.02202713082611,0.830833333333333,0.0531550821988646,0.0757703247605318,
