"schema_version","phase","family","target","chain","pid","recorded_at_utc","git_commit","expected_git_commit","git_dirty","runtime_package_path","runtime_package_version","runtime_attestation","runtime_attestation_schema","source_tree_digest","runtime_package_tree_digest","failed_gates","snapshot_pass","git_commit_available","git_status_available","expected_git_commit_match","provenance_complete","reproducibility_eligible","runtime_package_available","runtime_attestation_available","runtime_attestation_match","source_archive_verified","source_archive_tree_match","source_package_verified","source_package_archive_match","build_evidence_verified","install_evidence_verified","runtime_lineage_marker_match","runtime_install_receipt_match","source_archive_isolated_from_source","source_checkout_unchanged","runtime_isolated_from_source","runtime_source_match","runtime_provenance_complete"
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","fixed_design","RQR",1,527271,"2026-08-10 19:49:21 UTC","24065941c44a836d2f385b9fe4cf28fcd18d08bd","24065941c44a836d2f385b9fe4cf28fcd18d08bd",FALSE,"/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/library/rqrgibbs","0.1.0.9035","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/attestations/rqrgibbs_24065941c44a836d2f385b9fe4cf28fcd18d08bd.rds","rqrgibbs_runtime_attestation/5.0.0","f28532942d1f237d2c88bcd324239a8f408cfd2f","20ca720b6d0874b11cdab342fcdfddd9be3c271fe81c5724ea6c3ca43a9c3614",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","fixed_design","RQR",1,527271,"2026-08-10 19:51:10 UTC","24065941c44a836d2f385b9fe4cf28fcd18d08bd","24065941c44a836d2f385b9fe4cf28fcd18d08bd",FALSE,"/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/library/rqrgibbs","0.1.0.9035","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/attestations/rqrgibbs_24065941c44a836d2f385b9fe4cf28fcd18d08bd.rds","rqrgibbs_runtime_attestation/5.0.0","f28532942d1f237d2c88bcd324239a8f408cfd2f","20ca720b6d0874b11cdab342fcdfddd9be3c271fe81c5724ea6c3ca43a9c3614",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","fixed_design","RQR",1,527271,"2026-08-10 19:51:16 UTC","24065941c44a836d2f385b9fe4cf28fcd18d08bd","24065941c44a836d2f385b9fe4cf28fcd18d08bd",FALSE,"/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/library/rqrgibbs","0.1.0.9035","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/attestations/rqrgibbs_24065941c44a836d2f385b9fe4cf28fcd18d08bd.rds","rqrgibbs_runtime_attestation/5.0.0","f28532942d1f237d2c88bcd324239a8f408cfd2f","20ca720b6d0874b11cdab342fcdfddd9be3c271fe81c5724ea6c3ca43a9c3614",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","fixed_design","RQR",2,527272,"2026-08-10 19:49:21 UTC","24065941c44a836d2f385b9fe4cf28fcd18d08bd","24065941c44a836d2f385b9fe4cf28fcd18d08bd",FALSE,"/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/library/rqrgibbs","0.1.0.9035","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/attestations/rqrgibbs_24065941c44a836d2f385b9fe4cf28fcd18d08bd.rds","rqrgibbs_runtime_attestation/5.0.0","f28532942d1f237d2c88bcd324239a8f408cfd2f","20ca720b6d0874b11cdab342fcdfddd9be3c271fe81c5724ea6c3ca43a9c3614",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","fixed_design","RQR",2,527272,"2026-08-10 19:51:04 UTC","24065941c44a836d2f385b9fe4cf28fcd18d08bd","24065941c44a836d2f385b9fe4cf28fcd18d08bd",FALSE,"/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/library/rqrgibbs","0.1.0.9035","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/attestations/rqrgibbs_24065941c44a836d2f385b9fe4cf28fcd18d08bd.rds","rqrgibbs_runtime_attestation/5.0.0","f28532942d1f237d2c88bcd324239a8f408cfd2f","20ca720b6d0874b11cdab342fcdfddd9be3c271fe81c5724ea6c3ca43a9c3614",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","fixed_design","RQR",2,527272,"2026-08-10 19:51:10 UTC","24065941c44a836d2f385b9fe4cf28fcd18d08bd","24065941c44a836d2f385b9fe4cf28fcd18d08bd",FALSE,"/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/library/rqrgibbs","0.1.0.9035","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/attestations/rqrgibbs_24065941c44a836d2f385b9fe4cf28fcd18d08bd.rds","rqrgibbs_runtime_attestation/5.0.0","f28532942d1f237d2c88bcd324239a8f408cfd2f","20ca720b6d0874b11cdab342fcdfddd9be3c271fe81c5724ea6c3ca43a9c3614",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","fixed_design","RQR",3,543778,"2026-08-10 19:51:25 UTC","24065941c44a836d2f385b9fe4cf28fcd18d08bd","24065941c44a836d2f385b9fe4cf28fcd18d08bd",FALSE,"/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/library/rqrgibbs","0.1.0.9035","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/attestations/rqrgibbs_24065941c44a836d2f385b9fe4cf28fcd18d08bd.rds","rqrgibbs_runtime_attestation/5.0.0","f28532942d1f237d2c88bcd324239a8f408cfd2f","20ca720b6d0874b11cdab342fcdfddd9be3c271fe81c5724ea6c3ca43a9c3614",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","fit_recorded","fixed_design","RQR",3,543778,"2026-08-10 19:53:14 UTC","24065941c44a836d2f385b9fe4cf28fcd18d08bd","24065941c44a836d2f385b9fe4cf28fcd18d08bd",FALSE,"/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/library/rqrgibbs","0.1.0.9035","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/attestations/rqrgibbs_24065941c44a836d2f385b9fe4cf28fcd18d08bd.rds","rqrgibbs_runtime_attestation/5.0.0","f28532942d1f237d2c88bcd324239a8f408cfd2f","20ca720b6d0874b11cdab342fcdfddd9be3c271fe81c5724ea6c3ca43a9c3614",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_exit","fixed_design","RQR",3,543778,"2026-08-10 19:53:20 UTC","24065941c44a836d2f385b9fe4cf28fcd18d08bd","24065941c44a836d2f385b9fe4cf28fcd18d08bd",FALSE,"/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/library/rqrgibbs","0.1.0.9035","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/attestations/rqrgibbs_24065941c44a836d2f385b9fe4cf28fcd18d08bd.rds","rqrgibbs_runtime_attestation/5.0.0","f28532942d1f237d2c88bcd324239a8f408cfd2f","20ca720b6d0874b11cdab342fcdfddd9be3c271fe81c5724ea6c3ca43a9c3614",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"rqrgibbs_oracle_tilt_publication_provenance_audit/1.0.0","worker_entry","fixed_design","RQR",4,543779,"2026-08-10 19:51:25 UTC","24065941c44a836d2f385b9fe4cf28fcd18d08bd","24065941c44a836d2f385b9fe4cf28fcd18d08bd",FALSE,"/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/library/rqrgibbs","0.1.0.9035","/data/muscat_data/jaguir26/RQR-GIBBS/application/cache/exact_v5_runtime_24065941c44a/24065941c44a836d2f385b9fe4cf28fcd18d08bd/attestations/rqrgibbs_24065941c44a836d2f385b9fe4cf28fcd18d08bd.rds","rqrgibbs_runtime_attestation/5.0.0","f28532942d1f237d2c88bcd324239a8f408cfd2f","20ca720b6d0874b11cdab342fcdfddd9be3c271fe81c5724ea6c3ca43a9c3614",,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
