schema_version,relative_path,byte_count,sha256
rqrgibbs_ordinary_v1_posthardening_hashes/1.0.0,docs/audits/ordinary_rqr_v1_posthardening_reconciliation_20260727.md,9556,811feab9413174eac80cad8440d55fff69e924a95a91d6ac2d66674ae1d91ece
rqrgibbs_ordinary_v1_posthardening_hashes/1.0.0,docs/audits/ordinary_rqr_v1_posthardening_evidence_20260727/integration_risk_register.csv,1542,32562baced3bf2163e2075270b81d7e2f490a25c815ddfd517e72490c640ad1a
rqrgibbs_ordinary_v1_posthardening_hashes/1.0.0,docs/audits/ordinary_rqr_v1_posthardening_evidence_20260727/protected_repo_guards.csv,467,490ab400f91ef683efc469bc40028e72d7a499cd81d517905f444c3f4518756f
rqrgibbs_ordinary_v1_posthardening_hashes/1.0.0,docs/audits/ordinary_rqr_v1_posthardening_evidence_20260727/validation_matrix.csv,2612,a02466108fdd68bb4f0ebde794617bf79b0f4ddb2c626e8741ac4beb60e64ffc
