mode,runner_status,elapsed_seconds,available_bytes_at_start,available_memory_bytes_at_start,logical_cpus,load_one,estimated_idle_cpus,minimum_free_bytes,minimum_available_memory_bytes,minimum_idle_cpus,max_sampled_rss_kib,max_sampled_threads,max_sampled_processes,max_sampled_r_processes,timeout_seconds,rss_limit_kib,thread_limit,process_limit,r_process_limit,timezone,timed_out,sampled_limit_triggered,signal_received,final_pgid_empty,telemetry_kind,pass
preflight,0,6,413464506368,520279846912,64,8.06,55,53687091200,107374182400,24,143064,1,1,1,1800,100663296,64,64,19,UTC,FALSE,FALSE,NONE,TRUE,sampled_pgid_not_kernel_hard,TRUE
