"lock_present","owner_pid","owner_host","owner_alive","stale_lock_preserved_as_input_evidence","coordinator_closeout_present","final_audit_present"
TRUE,3096061,"jerez.be.ucsc.edu",FALSE,TRUE,FALSE,FALSE
