"canonical_wave_index","wave_id","phase","batch_group","task_count","workers_used","decision","all_workers_passed","source_commit","runtime_tree_digest","completion_sha256","artifact_manifest_sha256"
1,"static_gaussian_T200__target0200__sentinel","sentinel","static_gaussian_T200",20,8,"passed",TRUE,"868a5a0039fa37a2ed6a235d26035907f89e9ef3","1d7309a27fd0064a7ef389400b58371508ff93ff14cd63ec83b275b161757fcb","e764885f1805505b08bf58c57b27383543ccce2a930461e4dbe0befefebdf663","6d64c8bed98241b69d8aceccfa800e0d3dd3bec6eb08e586e56508fbfabc392e"
2,"local_level_gaussian_T200__target0200__sentinel","sentinel","local_level_gaussian_T200",25,8,"failed",FALSE,"868a5a0039fa37a2ed6a235d26035907f89e9ef3","1d7309a27fd0064a7ef389400b58371508ff93ff14cd63ec83b275b161757fcb","e827dca56dbf054cb1873dda55e78abdbc4b0bec570c6a46d297169562c41b5a","736f3d377339fb78a9d03d850f7d9a8d5a1d3c2b1537b28a01a41590a31ff38f"
