"canonical_wave_index","wave_id","phase","batch_group","task_count","workers_used","decision","all_workers_passed","source_commit","runtime_tree_digest","completion_sha256","artifact_manifest_sha256"
1,"static_gaussian_T200__target0200__sentinel","sentinel","static_gaussian_T200",20,8,"passed",TRUE,"031595bbbca5c59673faed10087faaf450c15a5a","89a650024735aac6e6536a502d500e6ff14ca2f3189547d222649d9d6e160ac6","18383822edc57dca51de1df11a1cd115f74eb435bb9f5762a31e605ee4aa8417","efaebb3c8e6a7cb20c28d2bfad28945bbb465437baca54609d9446283f83da13"
2,"local_level_gaussian_T200__target0200__sentinel","sentinel","local_level_gaussian_T200",25,8,"passed",TRUE,"031595bbbca5c59673faed10087faaf450c15a5a","89a650024735aac6e6536a502d500e6ff14ca2f3189547d222649d9d6e160ac6","8b3ff651749860bf4445e0f8090e0f1d475998986b9525413af8ae4801002be8","e5d0fac9629f95bea37d01358d896085323d11b4d6d1526d1e657c871a096052"
3,"local_level_skewed_T200__target0200__sentinel","sentinel","local_level_skewed_T200",35,8,"passed",TRUE,"031595bbbca5c59673faed10087faaf450c15a5a","89a650024735aac6e6536a502d500e6ff14ca2f3189547d222649d9d6e160ac6","36c34c18b4fad5c5baf488aee4272392b5c0a5350dd0b3b60bde05bbf30d749a","f30b8c20e39afc88632ef2d7191a3dfbdb41789e191a64dd65dcfec071967609"
4,"trend_seasonal_gaussian_T200__target0200__sentinel","sentinel","trend_seasonal_gaussian_T200",15,8,"failed",FALSE,"031595bbbca5c59673faed10087faaf450c15a5a","89a650024735aac6e6536a502d500e6ff14ca2f3189547d222649d9d6e160ac6","d2a35a538097f540a6fb49fbbe5266faeb391fea258598544b78918be4aa43af","eb8a9a86218db5c41452263617d2f0ca1d6b4f89c641b922c6eeb726f736588c"
