"estimand","chains","rhat","ess_bulk","ess_tail","mcse_mean","mcse_over_sd","pass","DGP","replication","method","sentinel","wave_id"
"training_t0050_lower",1,NA,65.3460615836866,4102.26304484994,0.0565485874916345,0.120237555409282,FALSE,"S05",186,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0050_upper",1,NA,55.5093300485676,3371.47973382568,0.0779391927864228,0.125507448558217,FALSE,"S05",186,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0050_width",1,NA,23.0733222032135,148.040790706386,0.168188876593786,0.209360105532452,FALSE,"S05",186,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"log_q_1",1,NA,187.492568516702,1119.06559012011,0.0155732951233582,0.0734248122400601,FALSE,"S05",186,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_upper",1,NA,144.039463032263,183.120602767401,0.0113634435989226,0.0846177700166167,FALSE,"S05",122,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_width",1,NA,114.407306884223,146.31478094743,0.0145117740182938,0.0963982374044426,FALSE,"S05",122,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"log_q_1",1,NA,107.301711954204,236.206142891423,0.0301914447080214,0.0947647725103703,FALSE,"S05",122,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_upper",1,NA,3.39905907897499,25.218562287308,0.108879247959264,0.541502250381646,FALSE,"S05",58,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_midpoint",1,NA,4.13494543775906,36.8780182386893,0.0524148332184723,0.491100918967518,FALSE,"S05",58,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_width",1,NA,3.26881204079153,22.1742503940339,0.113071699896295,0.551077410224564,FALSE,"S05",58,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"observed_loss",1,NA,11.3170562924082,911.201236669769,1.28418651208609,0.296959318051081,FALSE,"S05",58,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0001_upper",1,NA,16.0248779155125,3056.5523854205,0.242624943002697,0.252155560057342,FALSE,"S05",58,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0001_midpoint",1,NA,15.5840773591864,1887.09169963942,0.140829872264389,0.254748316366366,FALSE,"S05",58,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0001_width",1,NA,27.6473419726188,2912.20033718857,0.190496266168144,0.190825469990474,FALSE,"S05",58,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"log_q_1",1,NA,3.28512073487853,27.7480170462498,0.179507969437182,0.552101402090864,FALSE,"S05",58,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0001_lower",1,NA,132.410907232183,1568.73156595745,0.10104096737705,0.0877783126984352,FALSE,"S07",17,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0001_width",1,NA,125.874005319798,1440.31165417536,0.107715622697223,0.0865796193137456,FALSE,"S07",17,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"log_q_2",1,NA,13.9658415103079,530.192651777694,0.121838116441261,0.271038948369357,FALSE,"S07",17,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"mean_lower",1,NA,93.909280388667,1506.59147241706,0.0135036038468891,0.1047538586224,FALSE,"S07",145,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0100_lower",1,NA,35.216211277002,1657.26492237615,0.137893925399375,0.175574510021966,FALSE,"S07",145,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0100_midpoint",1,NA,158.294957206026,4387.13728493757,0.0354677778497954,0.0823294895113351,FALSE,"S07",145,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0100_width",1,NA,36.8007291018817,1923.86853536815,0.154508143938771,0.163886631619006,FALSE,"S07",145,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"mean_lower",4,1.20968207631072,4.36246517654424,13.8532434875314,0.240518600912285,0.629093932241191,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"mean_upper",4,1.1928431630611,4.00405024651423,14.9352866215307,0.117323917535964,0.578809839955706,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"mean_midpoint",4,1.20234722708461,4.21520986268366,14.6608087253983,0.177642418180873,0.633205604823058,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"mean_width",4,1.16980799050934,4.48376364177471,15.0353189592718,0.129221566908176,0.528878630713794,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"observed_loss",4,1.19138483731039,4.23796487834586,13.8820924253041,3.08288218026729,0.60276846607172,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0001_lower",4,1.2105450057884,3.85429664496556,17.526635337983,0.237443767966653,0.602082482177628,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0001_upper",4,1.22836926992619,4.35083618712094,17.7280080000185,0.707777309661877,0.633662051201723,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0001_midpoint",4,1.22286790956004,4.30088199737517,16.3868923119676,0.240047705665544,0.603178591096558,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0001_width",4,1.21569545540103,4.25406320158685,18.5023631743889,0.940113184037144,0.637786881564239,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0050_lower",4,1.20210574207002,4.0666665126982,14.0725849629877,0.275892670405648,0.63238613045991,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0050_upper",4,1.15918142252072,4.80954237791105,17.8382622227795,0.146002695738848,0.503484664641674,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0050_midpoint",4,1.21428600219335,4.32078085669514,15.1986270303971,0.20876683901185,0.623244407630006,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0050_width",4,1.12613519145908,5.67515108557371,16.5961387257086,0.139998745957306,0.442636512740645,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0100_lower",4,1.20971047482777,4.3851882278603,14.1153498315748,0.765437401588278,0.65496440330399,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0100_upper",4,1.20082815907934,3.76561858030964,13.11324545792,0.413199186261584,0.655684227797311,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0100_midpoint",4,1.20172193605862,4.21690740847628,14.6608087253983,0.17794069873857,0.633217568059213,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0100_width",4,1.21511289889156,4.2937981801024,12.9287282827644,1.17745884789025,0.65719682293091,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0150_lower",4,1.20687754614894,4.50925350650115,15.1976568996175,0.209474920600282,0.600501448539121,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0150_upper",4,1.10094451963204,7.34426272783858,15.7343447472185,0.0912121863547443,0.42562669779464,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0150_midpoint",4,1.20038241334382,4.06995846193055,13.5715051858534,0.149327921364667,0.610883296041527,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0150_width",4,1.10521559567569,7.42264424059179,24.7334683170608,0.122408894270623,0.394654042781394,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0186_lower",4,1.22388007331335,3.45242487921969,13.4038644471971,0.228273397963155,0.623160923923789,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0186_upper",4,1.22269838558314,3.45795815742779,14.5101716460754,0.479167606022008,0.64387025298925,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0186_midpoint",4,1.17686667456517,4.28351956257564,14.0638415355528,0.12983224660677,0.555611151529713,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0186_width",4,1.2327974784315,3.3061610708961,14.5337018941282,0.703046488749143,0.653432165979725,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0187_lower",4,1.2242341124545,3.44849567669508,13.4011939807555,0.240073213287851,0.627085781244312,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0187_upper",4,1.22278222060087,3.45684308180924,14.5101716460754,0.489867583605016,0.644496809389876,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0187_midpoint",4,1.17592931803846,4.30353528994775,14.0069285821539,0.129273667125069,0.553419824779475,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0187_width",4,1.23281850454324,3.30564594390118,14.639679639277,0.725566123356219,0.654138565432348,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0188_lower",4,1.22445255440577,3.44620713086516,13.3479755473689,0.251877826114301,0.630491786140681,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0188_upper",4,1.22289151894021,3.45529386965344,14.4897354871103,0.500568979581279,0.645086565484289,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0188_midpoint",4,1.17494516538003,4.32473372757141,13.984046200355,0.128714316904441,0.551195338818733,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0188_width",4,1.23277713280107,3.30593827456904,14.5696713749047,0.748092275149078,0.654778869730914,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0200_lower",4,1.22436538044751,3.45180970400322,13.603238697937,0.393670896187938,0.650114981424682,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0200_upper",4,1.22344265069069,3.44781800406163,14.4423669480181,0.629089457199152,0.650127808991251,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0200_midpoint",4,1.16144015103435,4.6441272603214,14.7230929409796,0.121896704898293,0.521839927996283,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0200_width",4,1.2327439415435,3.30817905225432,14.5127033074638,1.01876283705138,0.659292772478612,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h01_lower",4,1.22436351883947,3.45196428817597,13.6139882000009,0.405514948245199,0.650877826259892,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h01_upper",4,1.22348190265981,3.44711567955862,14.4489379505989,0.639806446254323,0.650426378114456,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h01_midpoint",4,1.16017373306462,4.67664687921492,14.6804906378504,0.12131799117914,0.519175744528729,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h01_width",4,1.2327142199296,3.30893629584861,14.4440079792371,1.04133485075209,0.659504085291517,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h05_lower",4,1.22421445674368,3.4547549997522,13.697551198384,0.452923853073448,0.653327780932686,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h05_upper",4,1.22356871122926,3.44589364573917,14.4562579491403,0.682682840919758,0.651494598234077,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h05_midpoint",4,1.15496086797399,4.81814517165145,14.5673860158676,0.118983248463629,0.508193587504113,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h05_width",4,1.2326051051542,3.31110890080487,14.4987457131378,1.13165019769616,0.660214889592294,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h10_lower",4,1.22408001630213,3.45747012531684,13.8302394736294,0.512244623483733,0.655437865770178,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h10_upper",4,1.22375413752426,3.44308776772982,14.6174811995179,0.736295028309521,0.652596960573666,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h10_midpoint",4,1.14809146167186,5.02283869339835,14.8283435003334,0.116013509354121,0.493744500833309,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h10_width",4,1.23263380350917,3.31191398494694,14.637160619542,1.24459533304166,0.660873984249046,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h20_lower",4,1.22380883173494,3.46174251103118,14.0456068427812,0.631026420749085,0.657912836118983,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h20_upper",4,1.22397386854378,3.44014093563028,14.8701697609664,0.843527591234561,0.654224355350905,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h20_midpoint",4,1.13345713034488,5.54085846337765,15.7055027392693,0.109869567446407,0.462571844112776,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"future_h20_width",4,1.23250761693534,3.31512800811883,15.1461565981181,1.47060867210025,0.661719205411522,FALSE,"S07",32,"M03",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"mean_lower",1,NA,74.2360307030029,1945.74818347185,0.0137605162065842,0.116233358361402,FALSE,"S07",166,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"mean_width",1,NA,168.837665566437,3469.30686885657,0.0126334652143938,0.0728258341636191,FALSE,"S07",166,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0001_width",1,NA,154.303066879706,517.800352658646,0.0849443528430994,0.0803292370818555,FALSE,"S07",166,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0050_lower",1,NA,21.7147936904901,1550.54125819922,0.111322978486491,0.210283559364488,FALSE,"S07",166,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0050_upper",1,NA,26.9151807949198,1049.42250826149,0.102348164956422,0.192227380672063,FALSE,"S07",166,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0050_width",1,NA,10.8939079262996,150.488894032007,0.237715593586764,0.301407705259782,FALSE,"S07",166,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"mean_width",4,1.00968866602005,305.708265003358,3497.69561473086,0.0102831961921549,0.056152973687544,FALSE,"S07",50,"M01",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0150_upper",4,1.01034636546617,235.86779409033,3692.37492860653,0.030741057786198,0.0630865787215445,FALSE,"S07",50,"M01",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0150_width",4,1.01541007628294,144.393622494132,1531.28072082144,0.0683151894364266,0.0806259620160086,FALSE,"S07",50,"M01",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"log_q_1",4,1.01320746014291,288.509843003457,2415.62063204324,0.0185993587488961,0.058272575232403,FALSE,"S07",50,"M01",TRUE,"trend_seasonal_gaussian_T200__target0200__sentinel"
"training_t0050_upper",1,NA,81.7316166849133,650.621873196751,0.0589622648350234,0.103699605043764,FALSE,"S07",56,"M01",FALSE,"trend_seasonal_gaussian_T200__target0200__sentinel"
