"estimand","chains","rhat","ess_bulk","ess_tail","mcse_mean","mcse_over_sd","pass","DGP","replication","method","sentinel","wave_id"
"mean_upper",1,NA,119.030250457836,199.600809442252,0.0123264850107795,0.0916133298951844,FALSE,"S05",2,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_width",1,NA,98.9552232438426,191.290187607919,0.015258035636011,0.103016935112592,FALSE,"S05",2,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0150_lower",1,NA,175.345256069373,197.86465230426,0.0236708576940453,0.0744358762440532,FALSE,"S05",2,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0150_upper",1,NA,71.0845796171069,76.1705671514882,0.0431414475217184,0.114218189220022,FALSE,"S05",2,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0150_width",1,NA,55.3504250276041,40.6188791777084,0.0719897983891987,0.146935114060916,FALSE,"S05",2,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"log_q_1",1,NA,89.3962637752444,205.360737381613,0.0412451665337191,0.108523230552671,FALSE,"S05",2,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_upper",1,NA,159.331554155749,799.652062128188,0.0173668829039681,0.0790871658484091,FALSE,"S05",81,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_midpoint",1,NA,196.342108852246,937.188510967572,0.00860422066742508,0.071564797334305,FALSE,"S05",81,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_width",1,NA,157.447231612702,678.013051642637,0.0174838779460192,0.0799029305940523,FALSE,"S05",81,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"log_q_1",1,NA,172.814611363733,693.775692053126,0.0200937849464226,0.0763941940778508,FALSE,"S05",81,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_lower",1,NA,31.0023693304376,2043.11666696969,0.0109468744522861,0.179087364185059,FALSE,"S05",39,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_upper",1,NA,10.2515648235681,613.773073410721,0.0417582220614299,0.312401805608489,FALSE,"S05",39,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_midpoint",1,NA,37.2811646252374,2168.78460913238,0.0119577365647288,0.163610950015759,FALSE,"S05",39,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_width",1,NA,6.43184163692091,812.367728109505,0.0582913803253698,0.394431090009286,FALSE,"S05",39,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"observed_loss",1,NA,10.1156352823215,663.133534689859,1.67430309165284,0.314473299638811,FALSE,"S05",39,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0100_upper",1,NA,28.9213903695335,540.55192372831,0.102698093567214,0.183605432583345,FALSE,"S05",39,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0100_midpoint",1,NA,26.6123887680702,1059.80070644185,0.0612890676776054,0.195104704067729,FALSE,"S05",39,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0100_width",1,NA,152.407491220787,962.071918361009,0.0519878735356057,0.0838691318880833,FALSE,"S05",39,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0150_lower",1,NA,97.6661411374208,1747.63700066743,0.0378011030156005,0.100510593038244,FALSE,"S05",39,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0150_upper",1,NA,84.7759593388343,700.843411385201,0.0397729846909668,0.114620913061147,FALSE,"S05",39,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"training_t0150_width",1,NA,36.2261416739791,472.513251060753,0.101940563552532,0.182307237282987,FALSE,"S05",39,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"log_q_1",1,NA,5.10082601577764,158.723994242203,0.212497912007425,0.433394227067997,FALSE,"S05",39,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_upper",1,NA,7.70943362796054,51.1328452409408,0.0509185447392366,0.360872789729282,FALSE,"S05",41,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_midpoint",1,NA,15.2992135758177,1378.6969390915,0.0201331179662067,0.256293265046402,FALSE,"S05",41,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_width",1,NA,6.72230409533529,39.54079960001,0.0601880709189549,0.386138634070591,FALSE,"S05",41,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"observed_loss",1,NA,67.8173410691256,739.225341335488,0.599644113446357,0.132023255783761,FALSE,"S05",41,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"log_q_1",1,NA,6.36299519473382,43.5832954326943,0.110140140014326,0.395803012600269,FALSE,"S05",41,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_upper",1,NA,90.5707719044654,246.724072649673,0.036385348933868,0.111978579810185,FALSE,"S05",113,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_midpoint",1,NA,102.369170151169,270.411202928518,0.0181229557420591,0.103230502391073,FALSE,"S05",113,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_width",1,NA,83.0186663724623,312.426835401691,0.0363943427033361,0.117142480077857,FALSE,"S05",113,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"log_q_1",1,NA,83.6583599574655,266.061116751428,0.0340590064714362,0.112376189747921,FALSE,"S05",113,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
"mean_width",1,NA,82.5332364094034,1243.4657122928,0.0166740997048002,0.108894782227728,FALSE,"S05",186,"M10",FALSE,"local_level_skewed_T200__target0200__sentinel"
