"schema_version","dgp_id","design_role","state_structure","error_family","error_parameters","initial_state_law","predictor_law","innovation_covariance","seasonal_period","seasonal_amplitude","seasonal_phase","scale_formula","scale_floor","break_component","break_fraction","break_magnitude_sd","mixture_parameters","training_transition","future_transition","minimum_root_separation","reference_coverage","shared_response_law_across_coverages","matched_pair_id","claim_scope","core_T","core_H"
"rqrgibbs_dlm_main_simulation_scenario/1.0.0","static_gaussian_negative_control","core_negative_control","static_intercept_and_regression","standard_normal","mean=0;sd=1","intercept=0.5;regression=0.75","x_t~N(0,1) independently by replication","zero","0","0","0","1","0.10","none","NA","NA","none","static","static","0.10","0.80","TRUE","none","symmetric static negative control","200","20"
"rqrgibbs_dlm_main_simulation_scenario/1.0.0","local_level_gaussian","core_dynamic_negative_control","local_level","standard_normal","mean=0;sd=1","mu_0~N(0,1)","mu_t=mu_{t-1}+eta_t","q_level=0.02","0","0","0","1","0.10","none","NA","NA","none","same local-level transition","same local-level transition with independent future innovations","0.10","0.80","TRUE","local_level_error_pair","dynamic tracking without asymmetry","200","20"
"rqrgibbs_dlm_main_simulation_scenario/1.0.0","local_level_skewed","core_rqr_signal","local_level","centered_standardized_lognormal","logmean=0;logsd=0.75","mu_0~N(0,1)","mu_t=mu_{t-1}+eta_t","q_level=0.02","0","0","0","1","0.10","none","NA","NA","none","same local-level transition","same local-level transition with independent future innovations","0.10","0.80","TRUE","local_level_error_pair","asymmetric interval-root signal","200","20"
"rqrgibbs_dlm_main_simulation_scenario/1.0.0","trend_seasonal_gaussian","core_multicomponent_control","local_linear_trend_plus_seasonal","standard_normal","mean=0;sd=1","level_0~N(0,1);slope_0~N(0,0.1);seasonal_phase_fixed","mu_t=level_t+seasonal_location_t","q_level=0.005;q_slope=0.0005;q_seasonal=0.002","12","0.60","0","max(0.35;1+0.30*sin(2*pi*t/12))","0.35","none","NA","NA","none","matched trend-seasonal transition","matched trend-seasonal transition with independent future innovations","0.10","0.80","TRUE","trend_seasonal_error_pair","multicomponent and time-varying-scale control","200","20"
"rqrgibbs_dlm_main_simulation_scenario/1.0.0","trend_seasonal_skewed","core_multicomponent_signal","local_linear_trend_plus_seasonal","centered_standardized_lognormal","logmean=0;logsd=0.75","level_0~N(0,1);slope_0~N(0,0.1);seasonal_phase_fixed","mu_t=level_t+seasonal_location_t","q_level=0.005;q_slope=0.0005;q_seasonal=0.002","12","0.60","0","max(0.35;1+0.30*sin(2*pi*t/12))","0.35","none","NA","NA","none","matched trend-seasonal transition","matched trend-seasonal transition with independent future innovations","0.10","0.80","TRUE","trend_seasonal_error_pair","multicomponent dynamics under asymmetry","200","20"
"rqrgibbs_dlm_main_simulation_scenario/1.0.0","trend_regression_unequal_evolution","core_component_scale","local_linear_trend_plus_dynamic_regression","centered_standardized_lognormal","logmean=0;logsd=0.75","level_0~N(0,1);slope_0~N(0,0.1);beta_0~N(0.5,0.25)","mu_t=level_t+beta_t*x_t;x_t=0.7*x_{t-1}+e_t;e_t~N(0,0.51)","q_level=0.005;q_slope=0.0005;q_regression=0.05","0","0","0","1","0.10","none","NA","NA","none","trend and regression random walks with unequal innovations","same transitions and predictor law with independent future innovations","0.10","0.80","TRUE","none","component-specific versus common evolution","200","20"
"rqrgibbs_dlm_main_simulation_scenario/1.0.0","structural_break_heavy_tail_stress","core_misspecification_stress","local_level_plus_regression_with_one_break","standardized_skewed_normal_t_mixture","normal_weight=0.90;t_weight=0.10;t_df=3;t_shift=2;t_scale=1","mu_0~N(0,1);beta_0=0.5","mu_t=level_t+beta_t*x_t;x_t~N(0,1)","q_level=0.02;q_regression=0.01","0","0","0","1","0.10","regression_coefficient","0.70","1.50","weights=0.90|0.10;shifts=0|2;scales=1|1;df=Inf|3","smooth transition plus one frozen break","smooth transition after the frozen break with independent future innovations","0.10","0.80","TRUE","none","composite break-and-heavy-tail stress only","200","20"
"rqrgibbs_dlm_main_simulation_scenario/1.0.0","heteroscedastic_known_scale_covariate","sensitivity","local_level_plus_known_scale_covariate","standardized_student_t_5","df=5;variance_standardized=TRUE","mu_0~N(0,1)","mu_t=mu_{t-1}+eta_t;z_t=0.8*z_{t-1}+e_t","q_level=0.02;q_z=0.36","0","0","0","max(0.25;exp(0.25*z_t))","0.25","none","NA","NA","none","same local-level and observed-scale transition","same transitions with independent future innovations","0.10","0.80","TRUE","none","known heteroscedastic scale sensitivity","200","20"
"rqrgibbs_dlm_main_simulation_scenario/1.0.0","independent_root_prior_alignment","sensitivity","two_independent_root_state_paths_mapped_to_one_response_law","centered_standardized_lognormal","logmean=0;logsd=0.75","L_0=-1.5;U_0=1.5","ordered root random walks at reference coverage then mu and scale recovered","q_lower=0.01;q_upper=0.01","0","0","0","s_t=(U_t-L_t)/(b_ref-a_ref)","0.10","none","NA","NA","none","recover mu_t and s_t once at reference coverage 0.80","propagate same response law then derive every coverage root","0.10","0.80","TRUE","none","prior-path alignment sensitivity for one shared response process","200","20"
