"estimand","chains","rhat","ess_bulk","ess_tail","mcse_mean","mcse_over_sd","pass","candidate_id","transition_multiplier","method","DGP","replication","case_role","diagnostic_role","elapsed_seconds_group","bulk_effective_draws_per_second","tail_effective_draws_per_second"
"future_h01_width",1,,566.290432651062,905.915128606181,0.015523717396914,0.0435950425313297,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.37539746469012,5.39974446329011
"future_h05_lower",1,,1600.31209577484,2417.27096628527,0.00191480316135799,0.0252100864386537,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,9.53872620715766,14.4082432275453
"future_h05_midpoint",1,,568.923043908601,832.680138684942,0.00768142757344905,0.0434491341585636,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.3910892525994,4.96322428732754
"future_h05_upper",1,,547.711743869364,853.708369783992,0.0153406792822683,0.0442587276085853,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.26465842444635,5.08856392551703
"future_h05_width",1,,566.290432651062,905.915128606181,0.015523717396914,0.0435950425313297,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.37539746469012,5.39974446329011
"future_h10_lower",1,,1600.31209577484,2417.27096628527,0.00191480316135799,0.0252100864386537,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,9.53872620715766,14.4082432275453
"future_h10_midpoint",1,,568.923043908601,832.680138684942,0.00768142757344905,0.0434491341585636,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.3910892525994,4.96322428732754
"future_h10_upper",1,,547.711743869364,853.708369783992,0.0153406792822683,0.0442587276085853,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.26465842444635,5.08856392551703
"future_h10_width",1,,566.290432651062,905.915128606181,0.015523717396914,0.0435950425313297,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.37539746469012,5.39974446329011
"future_h20_lower",1,,1600.31209577484,2417.27096628527,0.00191480316135799,0.0252100864386537,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,9.53872620715766,14.4082432275453
"future_h20_midpoint",1,,568.923043908601,832.680138684942,0.00768142757344905,0.0434491341585636,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.3910892525994,4.96322428732754
"future_h20_upper",1,,547.711743869364,853.708369783992,0.0153406792822683,0.0442587276085853,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.26465842444635,5.08856392551703
"future_h20_width",1,,566.290432651062,905.915128606181,0.015523717396914,0.0435950425313297,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.37539746469012,5.39974446329011
"mean_lower",1,,678.982468896379,1297.86978668726,0.00177281586962233,0.0384486071545427,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,4.04710299157405,7.73600635803338
"mean_midpoint",1,,419.905419275906,604.165411013814,0.00448420756051675,0.049622712446014,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,2.50286355889555,3.60115283431969
"mean_upper",1,,385.685774420277,558.020833368418,0.00915801087139989,0.0525490263738946,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,2.29889595529759,3.32610617731667
"mean_width",1,,369.839001782453,579.928155867451,0.00971912813063215,0.0540519999473361,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,2.20444061383116,3.45668567602939
"observed_loss",1,,472.282578767377,743.346064958527,0.312127153883021,0.0469006735853386,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,2.81505977688131,4.430744858786
"terminal_lower",1,,1600.31209577484,2417.27096628527,0.00191480316135799,0.0252100864386537,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,9.53872620715766,14.4082432275453
"terminal_midpoint",1,,568.923043908601,832.680138684942,0.00768142757344905,0.0434491341585636,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.3910892525994,4.96322428732754
"terminal_upper",1,,547.711743869364,853.708369783992,0.0153406792822683,0.0442587276085853,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.26465842444635,5.08856392551703
"terminal_width",1,,566.290432651062,905.915128606181,0.015523717396914,0.0435950425313297,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.37539746469012,5.39974446329011
"training_t0001_lower",1,,2216.30593609759,3069.84236919961,0.00381999640407482,0.0212489353737555,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,13.2103828819073,18.2979219717447
"training_t0001_midpoint",1,,1520.7514273379,2675.2922051695,0.00534820245990723,0.0257325094244779,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,9.06450156367587,15.9461894568129
"training_t0001_upper",1,,1473.36774649747,1966.34522401459,0.00987646714066336,0.0266024175275742,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,8.78206918100656,11.7204817548703
"training_t0001_width",1,,1565.20431296472,2130.69430985637,0.0106093570175576,0.0259211685044025,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,9.32946482067545,12.7000912550299
"training_t0050_lower",1,,824.739970695642,1914.44795086698,0.00282064289745899,0.0349309793970978,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,4.91589658875628,11.4111459192167
"training_t0050_midpoint",1,,1072.01305543625,2124.74884303395,0.00305448739608402,0.0310055654100584,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,6.38977800224265,12.6646530549797
"training_t0050_upper",1,,1070.48296954944,2121.01421738765,0.00568279945179367,0.0313714536435305,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,6.38065786224855,12.6423926648844
"training_t0050_width",1,,902.937430566265,2072.2081923815,0.00677392415339687,0.0339341245684181,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,5.38199577139098,12.3514823411903
"training_t0100_lower",1,,915.093443639101,1690.08694896151,0.00215497778388123,0.0330495948672532,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,5.45445218834774,10.0738329198397
"training_t0100_midpoint",1,,661.992982057895,1058.83687585312,0.00488222520411653,0.0391876280947502,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.94583645501517,6.31124084075294
"training_t0100_upper",1,,635.924110623492,1105.94954995457,0.00959285685347863,0.0400747125853124,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.79045187234602,6.59205787658443
"training_t0100_width",1,,639.501163201415,1100.02791509365,0.00986568059860451,0.0399394818563462,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.81177304167262,6.55676172792305
"training_t0150_lower",1,,1652.55168891421,2443.85795872475,0.00116496978462797,0.0246882583466015,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,9.85010245523163,14.5667160918206
"training_t0150_midpoint",1,,487.878501191215,668.763973434235,0.00691871466660702,0.0466952658425063,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,2.90801991530795,3.98619522819476
"training_t0150_upper",1,,475.971180947583,700.101485652273,0.0138981636954125,0.047423906816512,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,2.83704584221007,4.17298376141308
"training_t0150_width",1,,482.731106032429,693.934025534956,0.014187477934492,0.0477149205839492,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,2.87733865430309,4.13622236117873
"training_t0200_lower",1,,1600.31209577484,2417.27096628527,0.00191480316135799,0.0252100864386537,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,9.53872620715766,14.4082432275453
"training_t0200_midpoint",1,,568.923043908601,832.680138684942,0.00768142757344905,0.0434491341585636,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.3910892525994,4.96322428732754
"training_t0200_upper",1,,547.711743869364,853.708369783992,0.0153406792822683,0.0442587276085853,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.26465842444635,5.08856392551703
"training_t0200_width",1,,566.290432651062,905.915128606181,0.015523717396914,0.0435950425313297,TRUE,"whole_scan_x2",2,"M02","S06",194,"hard","one_chain_standard",167.77,3.37539746469012,5.39974446329011
"future_h01_lower",4,0.999996239116392,8032.33445423925,12620.8373597957,0.00149900172947999,0.0111735795608638,TRUE,"whole_scan_x4",4,"M02","S06",41,"guard","four_chain_sentinel",1339.037,5.99859037072109,9.42530890467979
"future_h01_midpoint",4,1.00000634307312,8128.48156093558,11965.6077572448,0.00126162156856479,0.0111287883629978,TRUE,"whole_scan_x4",4,"M02","S06",41,"guard","four_chain_sentinel",1339.037,6.07039354471578,8.93597992978895
"future_h01_upper",4,0.999960695949085,8802.44980019357,11228.0098527043,0.0019840554607866,0.010776175536973,TRUE,"whole_scan_x4",4,"M02","S06",41,"guard","four_chain_sentinel",1339.037,6.57371663381488,8.38513786602186
"future_h01_width",4,0.999998003441261,8536.12780801666,11862.3121078112,0.00247569239521768,0.0108166343866617,TRUE,"whole_scan_x4",4,"M02","S06",41,"guard","four_chain_sentinel",1339.037,6.37482594432915,8.85883818580906
"future_h05_lower",4,0.999996239116392,8032.33445423925,12620.8373597957,0.00149900172947999,0.0111735795608638,TRUE,"whole_scan_x4",4,"M02","S06",41,"guard","four_chain_sentinel",1339.037,5.99859037072109,9.42530890467979
"future_h05_midpoint",4,1.00000634307312,8128.48156093558,11965.6077572448,0.00126162156856479,0.0111287883629978,TRUE,"whole_scan_x4",4,"M02","S06",41,"guard","four_chain_sentinel",1339.037,6.07039354471578,8.93597992978895
"future_h05_upper",4,0.999960695949085,8802.44980019357,11228.0098527043,0.0019840554607866,0.010776175536973,TRUE,"whole_scan_x4",4,"M02","S06",41,"guard","four_chain_sentinel",1339.037,6.57371663381488,8.38513786602186
"future_h05_width",4,0.999998003441261,8536.12780801666,11862.3121078112,0.00247569239521768,0.0108166343866617,TRUE,"whole_scan_x4",4,"M02","S06",41,"guard","four_chain_sentinel",1339.037,6.37482594432915,8.85883818580906
