"estimand","chains","rhat","ess_bulk","ess_tail","mcse_mean","mcse_over_sd","pass","candidate_id","transition_multiplier","method","DGP","replication","case_role","diagnostic_role","elapsed_seconds_group","bulk_effective_draws_per_second","tail_effective_draws_per_second"
"terminal_width",4,0.999963475112525,13242.3248249949,19335.4185666671,0.00545548349439418,0.0086891495908384,TRUE,"whole_scan_x2",2,"M01","S05",188,"guard","four_chain_sentinel",19824.605,0.667974208060887,0.975324278424064
"training_t0001_lower",4,0.999975483271642,20118.8730471409,20904.3264885183,0.00194452655844501,0.00705799443813301,TRUE,"whole_scan_x2",2,"M01","S05",188,"guard","four_chain_sentinel",19824.605,1.01484357681482,1.05446370752498
"training_t0001_midpoint",4,1.00012226843796,18225.6004461887,21111.9153814368,0.00206382842546915,0.00741198027060326,TRUE,"whole_scan_x2",2,"M01","S05",188,"guard","four_chain_sentinel",19824.605,0.919342425545866,1.06493498263581
"training_t0001_upper",4,1.00010821291222,16553.4156426781,19717.6855589242,0.00383718016577703,0.00778560180704453,TRUE,"whole_scan_x2",2,"M01","S05",188,"guard","four_chain_sentinel",19824.605,0.834993466083087,0.994606730319429
"training_t0001_width",4,1.00003418933711,16385.5093554912,20126.7420082459,0.00447665438020231,0.00782259244176459,TRUE,"whole_scan_x2",2,"M01","S05",188,"guard","four_chain_sentinel",19824.605,0.826523875532007,1.01524050583837
"training_t0050_lower",4,1.00023629302723,18124.7946402044,22222.7286508385,0.00148709173470759,0.00742699625732863,TRUE,"whole_scan_x2",2,"M01","S05",188,"guard","four_chain_sentinel",19824.605,0.914257542089963,1.12096703318117
"training_t0050_midpoint",4,0.999963864358699,12109.2924874197,17684.764964884,0.00203644946298521,0.00910002844775691,TRUE,"whole_scan_x2",2,"M01","S05",188,"guard","four_chain_sentinel",19824.605,0.610821375125492,0.892061403739646
"training_t0050_upper",4,0.999967728961662,9737.28306232429,16386.4816519654,0.00430859525653294,0.0101489096728745,TRUE,"whole_scan_x2",2,"M01","S05",188,"guard","four_chain_sentinel",19824.605,0.49117160530181,0.82657292046754
"training_t0050_width",4,1.00000784613495,9728.92958750428,16510.1762139831,0.00497025632882628,0.0101385637268059,TRUE,"whole_scan_x2",2,"M01","S05",188,"guard","four_chain_sentinel",19824.605,0.490750236259652,0.832812366954252
"training_t0100_lower",4,1.00013936328398,21084.4366569573,22243.1370944739,0.00139841272518888,0.00687560716916386,TRUE,"whole_scan_x2",2,"M01","S05",188,"guard","four_chain_sentinel",19824.605,1.06354889073237,1.12199648338385
