"candidate_id","method","DGP","replication","case_role","diagnostic_role","chain","estimand","mean","sd","first_half_mean","second_half_mean","split_shift_in_sd"
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",1,"log_q_1",-2.70806478864948,0.315995825492343,-2.71155110834943,-2.70457846894953,0.0220656060536019
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",1,"mean_width",2.56611980911258,0.150763207662026,2.56675420678875,2.56548541143641,-0.00841581558274501
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",1,"mean_midpoint",1.25015331032236,0.0763824964856928,1.25069177491164,1.24961484573308,-0.0140991618251281
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",1,"mean_upper",2.53321321487865,0.140106419237687,2.53406887830602,2.53235755145128,-0.012214478565962
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",1,"observed_loss",54.4053632902659,4.3255378852217,54.3668945455583,54.4438320349735,0.0177868028108305
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",2,"log_q_1",-2.64403414629858,0.318454710712182,-2.74011917155257,-2.54794912104459,0.603445463495298
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",2,"mean_width",2.53817793579467,0.158539036794842,2.58782576302099,2.48853010856835,-0.626316751130112
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",2,"mean_midpoint",1.24070498596712,0.0778485769334947,1.2583984222858,1.22301154964845,-0.454560301951076
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",2,"mean_upper",2.50979395386446,0.145655363458645,2.55231130379629,2.46727660393262,-0.583807542987014
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",2,"observed_loss",54.081704762483,4.26780652517033,54.7600884577715,53.4033210671946,-0.317907426818683
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",3,"log_q_1",-2.70831379954254,0.319474577173309,-2.69785158363769,-2.71877601544738,-0.0654963909642675
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",3,"mean_width",2.56629020642795,0.15405359421487,2.56490394043876,2.56767647241713,0.0179971911236947
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",3,"mean_midpoint",1.25160828820787,0.0771390765482049,1.25103379524006,1.25218278117568,0.0148949920978428
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",3,"mean_upper",2.53475339142184,0.142959098857744,2.53348576545944,2.53602101738424,0.0177341067834528
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",3,"observed_loss",54.5521392468329,4.26090898132412,54.4774411887671,54.6268373048987,0.0350620294370096
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",4,"log_q_1",-2.73296556006175,0.31333321286558,-2.72624548528273,-2.73968563484077,-0.042894110825738
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",4,"mean_width",2.57382965236603,0.150445018021149,2.57134075141396,2.57631855331809,0.0330871834082506
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",4,"mean_midpoint",1.25389787954404,0.076379310899243,1.25261902716543,1.25517673192266,0.0334868791969548
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",4,"mean_upper",2.54081270572706,0.140703890852744,2.53828940287241,2.5433360085817,0.0358668525703592
"whole_scan_x2","M10","S05",129,"guard","four_chain_sentinel",4,"observed_loss",54.6679421835828,4.21193705258198,54.5894382269109,54.7464461402547,0.037276889797671
"whole_scan_x2","M10","S05",104,"hard","one_chain_standard",1,"log_q_1",-2.15204524857075,0.277147785619636,-2.10950153964714,-2.19458895749437,-0.307010996522998
