evidence,source_commit,path,sha256,promotion_evidence
M03_replica_exchange,c2d560d761aae35554cadfe417e11a65ef540043,application/cache/rqr_dlm_wave2_m03_rex_candidates_c2d560d_execute_20260731/candidate_decisions.csv,353303e490a5d62db9456ee8b19be4c53578c0c36dcd98f39eb34d0f0b3f8ae6,FALSE
M03_replica_exchange,c2d560d761aae35554cadfe417e11a65ef540043,application/cache/rqr_dlm_wave2_m03_rex_candidates_c2d560d_execute_20260731/diagnostics.csv,dc8ed9b1329b762f9ef1c90be4f513729ae4ef63e02d4605bc426dcc2a1f0c6c,FALSE
M03_replica_exchange,c2d560d761aae35554cadfe417e11a65ef540043,application/cache/rqr_dlm_wave2_m03_rex_candidates_c2d560d_execute_20260731/job_summary.csv,b302567285d3efc525f2f6e32a541a3c6078d948b54b02e8e777e750e4d8d70c,FALSE
M03_replica_exchange,c2d560d761aae35554cadfe417e11a65ef540043,application/cache/rqr_dlm_wave2_m03_rex_candidates_c2d560d_execute_20260731/replica_exchange.csv,292b28bfc22c2095e9791e7467e45e05364c3ec032fd4161b90c6737219d5eed,FALSE
M08_uniform_schedule,c2d560d761aae35554cadfe417e11a65ef540043,application/cache/rqr_dlm_wave2_m08_candidates_c2d560d_execute_20260731/candidate_decisions.csv,91149af192adf1558ef3e7f7fef0dd7ba59ef4fce7522432200104fed5ab8057,FALSE
M08_uniform_schedule,c2d560d761aae35554cadfe417e11a65ef540043,application/cache/rqr_dlm_wave2_m08_candidates_c2d560d_execute_20260731/diagnostics.csv,32a1a20e6b40816ea14139a7a0ab15d3dbd4127d7c65eabaf5073b9a6589514a,FALSE
M08_uniform_schedule,c2d560d761aae35554cadfe417e11a65ef540043,application/cache/rqr_dlm_wave2_m08_candidates_c2d560d_execute_20260731/job_summary.csv,5db9cb2f01a5f82294de8e4801ed09f48439e6741772c06df4afae0395be410d,FALSE
