"estimand","chains","rhat","ess_bulk","ess_tail","mcse_mean","mcse_over_sd","pass","candidate_id","candidate_order","transition_multiplier","method","DGP","replication","case_role","diagnostic_role","elapsed_seconds_group","bulk_effective_draws_per_second","tail_effective_draws_per_second"
"training_t0150_width",4,1.00016326203048,16081.4735480828,20194.1710648666,0.00407674942607299,0.00789846939636586,TRUE,"joint_ess2_x2",3,2,"M10","S05",129,"guard","four_chain_sentinel",28422.735,0.565796132852197,0.710493591305221
"training_t0200_lower",4,1.00002595332283,19756.202184,22040.0961845024,0.00303994313237405,0.00714386474304554,TRUE,"joint_ess2_x2",3,2,"M10","S05",129,"guard","four_chain_sentinel",28422.735,0.695084487259935,0.775438964072331
"training_t0200_midpoint",4,0.99998247409508,20564.4614682639,22152.9242274755,0.00272468237491483,0.00697470080031134,TRUE,"joint_ess2_x2",3,2,"M10","S05",129,"guard","four_chain_sentinel",28422.735,0.723521556537888,0.779408604677752
"training_t0200_upper",4,0.999997760343179,17439.3372109999,19347.5060697845,0.00499217589938817,0.00757328105323767,TRUE,"joint_ess2_x2",3,2,"M10","S05",129,"guard","four_chain_sentinel",28422.735,0.613569989341276,0.680705289965392
"training_t0200_width",4,1.00000140033773,16034.7517547796,19468.4926565527,0.00622794241023485,0.00790463856191593,TRUE,"joint_ess2_x2",3,2,"M10","S05",129,"guard","four_chain_sentinel",28422.735,0.564152315207513,0.68496197345374
"future_h01_lower",1,,5062.70326386981,5137.75071497775,0.00326116559583586,0.0141522753087119,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.716734757468085,0.72735934158154
"future_h01_midpoint",1,,5356.02373757393,5223.87074121623,0.00536353762232505,0.0136892955964972,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.75826059211083,0.739551487338864
"future_h01_upper",1,,5306.71129004874,5056.77012956936,0.0101627792448941,0.013755329938988,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.751279352390668,0.715894794438016
"future_h01_width",1,,5166.68286580489,5070.68550327659,0.0106569727305289,0.0139467363372074,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.731455311071616,0.717864815487898
"future_h05_lower",1,,5062.70326386981,5137.75071497775,0.00326116559583586,0.0141522753087119,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.716734757468085,0.72735934158154
"future_h05_midpoint",1,,5356.02373757393,5223.87074121623,0.00536353762232505,0.0136892955964972,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.75826059211083,0.739551487338864
"future_h05_upper",1,,5306.71129004874,5056.77012956936,0.0101627792448941,0.013755329938988,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.751279352390668,0.715894794438016
"future_h05_width",1,,5166.68286580489,5070.68550327659,0.0106569727305289,0.0139467363372074,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.731455311071616,0.717864815487898
"future_h10_lower",1,,5062.70326386981,5137.75071497775,0.00326116559583586,0.0141522753087119,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.716734757468085,0.72735934158154
"future_h10_midpoint",1,,5356.02373757393,5223.87074121623,0.00536353762232505,0.0136892955964972,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.75826059211083,0.739551487338864
"future_h10_upper",1,,5306.71129004874,5056.77012956936,0.0101627792448941,0.013755329938988,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.751279352390668,0.715894794438016
"future_h10_width",1,,5166.68286580489,5070.68550327659,0.0106569727305289,0.0139467363372074,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.731455311071616,0.717864815487898
"future_h20_lower",1,,5062.70326386981,5137.75071497775,0.00326116559583586,0.0141522753087119,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.716734757468085,0.72735934158154
"future_h20_midpoint",1,,5356.02373757393,5223.87074121623,0.00536353762232505,0.0136892955964972,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.75826059211083,0.739551487338864
"future_h20_upper",1,,5306.71129004874,5056.77012956936,0.0101627792448941,0.013755329938988,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.751279352390668,0.715894794438016
"future_h20_width",1,,5166.68286580489,5070.68550327659,0.0106569727305289,0.0139467363372074,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.731455311071616,0.717864815487898
"log_q_1",1,,841.27708885026,1516.72571931484,0.00884130445045821,0.03477376389829,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.119100902978787,0.214725213768066
"mean_lower",1,,4283.29830933062,4986.4970028117,0.000926212242093606,0.0152696129569521,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.606393188558105,0.705946118831721
"mean_midpoint",1,,2244.76766536086,4130.45784735965,0.00154355141491498,0.0211548874614152,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.317795241859545,0.584755327176054
"mean_upper",1,,1422.96876460987,2212.9797097674,0.00343124451267764,0.0265086007288062,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.201451896196605,0.313294971657007
"mean_width",1,,1011.59538546439,1775.9812232495,0.00446916765854852,0.0319452001939222,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.143213128533717,0.251428417777862
"observed_loss",1,,3559.29653942479,4929.80108497105,0.0723619292497523,0.0167740903791841,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.503895134472417,0.697919589761184
"terminal_lower",1,,5062.70326386981,5137.75071497775,0.00326116559583586,0.0141522753087119,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.716734757468085,0.72735934158154
"terminal_midpoint",1,,5356.02373757393,5223.87074121623,0.00536353762232505,0.0136892955964972,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.75826059211083,0.739551487338864
"terminal_upper",1,,5306.71129004874,5056.77012956936,0.0101627792448941,0.013755329938988,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.751279352390668,0.715894794438016
"terminal_width",1,,5166.68286580489,5070.68550327659,0.0106569727305289,0.0139467363372074,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.731455311071616,0.717864815487898
"training_t0001_lower",1,,5439.54328389654,5130.62271443312,0.00645390300199086,0.013555732314713,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.770084583890989,0.726350219483066
"training_t0001_midpoint",1,,5204.43397938969,5682.70865262925,0.005729445517737,0.0139641823410123,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.736799794804733,0.804509882491259
"training_t0001_upper",1,,4196.37480781049,5262.91560257946,0.0103584429073627,0.0154714981178018,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.594087293558309,0.745079128952637
"training_t0001_width",1,,4163.75957268358,4978.00533096136,0.0127589963585136,0.0155127293709221,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.589469904108432,0.704743939670325
"training_t0050_lower",1,,4978.55790928917,5513.68511053835,0.00381069889590689,0.0141816072725297,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.704822169041695,0.780580957343408
"training_t0050_midpoint",1,,3878.88259010891,4857.24201146227,0.00590188334859265,0.0160982029839919,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.549139427607657,0.687647289125956
"training_t0050_upper",1,,3486.74190986095,4453.12867350943,0.0113881537368772,0.0169711018946049,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.493623462973369,0.630436336760983
"training_t0050_width",1,,3421.0609489492,4356.09506002063,0.0121934500178721,0.0171189219792627,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.484324907412092,0.616699137520713
"training_t0100_lower",1,,5534.86002846361,5622.44933811326,0.00558105961770385,0.0134277422909189,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.78357872333374,0.795978877823646
"training_t0100_midpoint",1,,5302.56509951277,5646.69096160504,0.00482738897069379,0.0137453404520263,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.750692369762351,0.799410802080003
"training_t0100_upper",1,,3800.90454675659,4731.25715861268,0.00859193609470364,0.0160974416704834,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.538099955002415,0.669811418002278
"training_t0100_width",1,,3584.20656267265,4901.86058176755,0.0108361317346893,0.0166827267145111,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.507421685119478,0.693964009364045
"training_t0150_lower",1,,4767.10764452899,5237.88976600067,0.00522866511808598,0.0145280574753279,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.674886826926936,0.741536182432594
"training_t0150_midpoint",1,,4773.17233458489,4744.90446267112,0.00539847992158054,0.0145708695175851,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.675745414509455,0.671743488015985
"training_t0150_upper",1,,4110.07286291078,4190.05756078772,0.00964298718972923,0.0157040965733814,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.581869393293809,0.593192951094068
"training_t0150_width",1,,3882.86726858731,4262.35195043543,0.0109517766590671,0.0160763871525172,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.549703544723346,0.603427780024343
"training_t0200_lower",1,,5062.70326386981,5137.75071497775,0.00326116559583586,0.0141522753087119,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.716734757468085,0.72735934158154
"training_t0200_midpoint",1,,5356.02373757393,5223.87074121623,0.00536353762232505,0.0136892955964972,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.75826059211083,0.739551487338864
"training_t0200_upper",1,,5306.71129004874,5056.77012956936,0.0101627792448941,0.013755329938988,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.751279352390668,0.715894794438016
"training_t0200_width",1,,5166.68286580489,5070.68550327659,0.0106569727305289,0.0139467363372074,TRUE,"joint_ess2_x2",3,2,"M10","S05",104,"hard","one_chain_standard",7063.566,0.731455311071616,0.717864815487898
"future_h01_lower",4,0.999961343368237,20557.1111844086,21478.6060093395,0.00299238562437184,0.00702497539860238,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.777080993250905,0.811914492345659
"future_h01_midpoint",4,1.00002589653433,19003.0665644835,20982.2848004271,0.00285210478758211,0.00726481437796654,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.718336429096213,0.793153014892268
"future_h01_upper",4,1.00015815698683,16542.7239621714,20885.2472757973,0.0051534710826578,0.00777713650747368,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.625332822899236,0.789484891713603
"future_h01_width",4,0.999990615059911,16762.0560050784,20633.6925730084,0.00610905251566808,0.00773005883356497,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.633623810880232,0.779975852406154
"future_h05_lower",4,0.999961343368237,20557.1111844086,21478.6060093395,0.00299238562437184,0.00702497539860238,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.777080993250905,0.811914492345659
"future_h05_midpoint",4,1.00002589653433,19003.0665644835,20982.2848004271,0.00285210478758211,0.00726481437796654,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.718336429096213,0.793153014892268
"future_h05_upper",4,1.00015815698683,16542.7239621714,20885.2472757973,0.0051534710826578,0.00777713650747368,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.625332822899236,0.789484891713603
"future_h05_width",4,0.999990615059911,16762.0560050784,20633.6925730084,0.00610905251566808,0.00773005883356497,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.633623810880232,0.779975852406154
"future_h10_lower",4,0.999961343368237,20557.1111844086,21478.6060093395,0.00299238562437184,0.00702497539860238,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.777080993250905,0.811914492345659
"future_h10_midpoint",4,1.00002589653433,19003.0665644835,20982.2848004271,0.00285210478758211,0.00726481437796654,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.718336429096213,0.793153014892268
"future_h10_upper",4,1.00015815698683,16542.7239621714,20885.2472757973,0.0051534710826578,0.00777713650747368,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.625332822899236,0.789484891713603
"future_h10_width",4,0.999990615059911,16762.0560050784,20633.6925730084,0.00610905251566808,0.00773005883356497,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.633623810880232,0.779975852406154
"future_h20_lower",4,0.999961343368237,20557.1111844086,21478.6060093395,0.00299238562437184,0.00702497539860238,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.777080993250905,0.811914492345659
"future_h20_midpoint",4,1.00002589653433,19003.0665644835,20982.2848004271,0.00285210478758211,0.00726481437796654,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.718336429096213,0.793153014892268
"future_h20_upper",4,1.00015815698683,16542.7239621714,20885.2472757973,0.0051534710826578,0.00777713650747368,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.625332822899236,0.789484891713603
"future_h20_width",4,0.999990615059911,16762.0560050784,20633.6925730084,0.00610905251566808,0.00773005883356497,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.633623810880232,0.779975852406154
"log_q_1",4,1.00235259285625,167.803831014734,5694.90110097274,0.0246627150710311,0.0768513150759516,FALSE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.00634316594907242,0.215273409007292
"mean_lower",4,1.0001766341038,8884.21645289358,16046.0459457059,0.000607921625332361,0.0105262675927807,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.335832972032893,0.60655785773518
"mean_midpoint",4,1.00107335700135,526.164695570351,10131.6681565131,0.00342944385485704,0.0436763777225113,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.0198895934637681,0.382987992997921
"mean_upper",4,1.00167821630558,250.424173011852,5512.97648803373,0.00930905411631113,0.0633183514424486,FALSE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.00946630406152005,0.208396462258731
"mean_width",4,1.00185389415688,209.453349299874,5451.21122523799,0.011014505180102,0.0693308923835513,FALSE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.00791756269903918,0.206061668652218
"observed_loss",4,1.00038651631376,2578.79829142109,13946.7197791706,0.0830131925690642,0.0195367570617584,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.0974813591129043,0.52720106251163
"terminal_lower",4,0.999961343368237,20557.1111844086,21478.6060093395,0.00299238562437184,0.00702497539860238,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.777080993250905,0.811914492345659
"terminal_midpoint",4,1.00002589653433,19003.0665644835,20982.2848004271,0.00285210478758211,0.00726481437796654,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.718336429096213,0.793153014892268
"terminal_upper",4,1.00015815698683,16542.7239621714,20885.2472757973,0.0051534710826578,0.00777713650747368,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.625332822899236,0.789484891713603
"terminal_width",4,0.999990615059911,16762.0560050784,20633.6925730084,0.00610905251566808,0.00773005883356497,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.633623810880232,0.779975852406154
"training_t0001_lower",4,1.00006289778134,21411.4954728565,22340.1765275077,0.00258469327685376,0.00687619879579338,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.809377641623785,0.844482787959181
"training_t0001_midpoint",4,0.99996514466653,19620.2700057287,22538.9244228487,0.00222799435353308,0.00718675624486455,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.741667385418736,0.851995672942517
"training_t0001_upper",4,0.999961035605626,17273.8596554197,16861.7101618278,0.00418807477071741,0.00774449104666544,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.652970541332237,0.637390845577555
"training_t0001_width",4,0.999972220327396,17808.861641673,18288.395130566,0.00529835083665627,0.00762340510073657,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.67319419392328,0.691321077438346
"training_t0050_lower",4,1.00019503052337,15373.7709088611,17905.285660809,0.00307708623948028,0.00793811199796928,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.581145135651672,0.676839125932028
"training_t0050_midpoint",4,0.999967088169309,22924.9368745338,22567.0903485157,0.0017383953454707,0.00660588563037372,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.866587360299356,0.853060375336584
"training_t0050_upper",4,1.0000000561142,5366.86433316171,11398.1925662118,0.00538461575380298,0.0137954010378328,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.202873265083045,0.430863982840873
"training_t0050_width",4,1.00006563325161,4528.54881431345,4677.81771811183,0.0095962761442219,0.016750459738713,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.171184033546547,0.176826559239218
"training_t0100_lower",4,1.00005800835272,18022.9908720525,21960.5312152546,0.00161261317183126,0.00744407827249404,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.681288509974533,0.830131785345912
"training_t0100_midpoint",4,1.00002727231621,19532.7685097303,22500.4335362985,0.00161576416412638,0.00715140975667689,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.738359734416053,0.850540675881732
"training_t0100_upper",4,1.00008128364909,19509.7307312393,21945.4451004564,0.00279972447175118,0.0071557869168418,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.737488881520844,0.829561513921756
"training_t0100_width",4,0.99997619575917,18916.5654590541,22367.6279974241,0.00321672169312049,0.00726905356187568,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.715066593936915,0.845520483154652
"training_t0150_lower",4,1.00024876421894,17502.2913482776,20114.5333747379,0.00285419442722699,0.00753639882037311,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.661605505904041,0.760351074302441
"training_t0150_midpoint",4,1.00021117170003,16614.901278309,20290.6899715492,0.00189992395480988,0.0077413809851673,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.628061203361416,0.76700998381506
"training_t0150_upper",4,0.999987645304005,15130.4564445602,21075.2150389292,0.00272414776523878,0.00819033506272388,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.571947586254038,0.796665878221675
"training_t0150_width",4,1.00005127550048,15984.9609040809,20077.6750246755,0.0040833309034882,0.00789974552233371,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.60424877722319,0.758957788883145
"training_t0200_lower",4,0.999961343368237,20557.1111844086,21478.6060093395,0.00299238562437184,0.00702497539860238,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.777080993250905,0.811914492345659
"training_t0200_midpoint",4,1.00002589653433,19003.0665644835,20982.2848004271,0.00285210478758211,0.00726481437796654,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.718336429096213,0.793153014892268
"training_t0200_upper",4,1.00015815698683,16542.7239621714,20885.2472757973,0.0051534710826578,0.00777713650747368,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.625332822899236,0.789484891713603
"training_t0200_width",4,0.999990615059911,16762.0560050784,20633.6925730084,0.00610905251566808,0.00773005883356497,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",129,"guard","four_chain_sentinel",26454.271,0.633623810880232,0.779975852406154
"future_h01_lower",1,,4989.11264847524,5136.31797137281,0.00320490192938075,0.0142190845595884,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.770426400842654,0.793158071802121
"future_h01_midpoint",1,,5375.72014769142,5492.1299649206,0.00531270961587722,0.0136600918021204,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.830126921786178,0.848103103690597
"future_h01_upper",1,,5237.46768329927,5223.69538688682,0.0101092860784108,0.0138306585742774,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.808777764921215,0.806651025858784
"future_h01_width",1,,5062.59694960241,5499.95356861182,0.0105820949342639,0.0140770823984966,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.781773958940614,0.84931123653067
"future_h05_lower",1,,4989.11264847524,5136.31797137281,0.00320490192938075,0.0142190845595884,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.770426400842654,0.793158071802121
"future_h05_midpoint",1,,5375.72014769142,5492.1299649206,0.00531270961587722,0.0136600918021204,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.830126921786178,0.848103103690597
"future_h05_upper",1,,5237.46768329927,5223.69538688682,0.0101092860784108,0.0138306585742774,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.808777764921215,0.806651025858784
"future_h05_width",1,,5062.59694960241,5499.95356861182,0.0105820949342639,0.0140770823984966,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.781773958940614,0.84931123653067
"future_h10_lower",1,,4989.11264847524,5136.31797137281,0.00320490192938075,0.0142190845595884,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.770426400842654,0.793158071802121
"future_h10_midpoint",1,,5375.72014769142,5492.1299649206,0.00531270961587722,0.0136600918021204,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.830126921786178,0.848103103690597
"future_h10_upper",1,,5237.46768329927,5223.69538688682,0.0101092860784108,0.0138306585742774,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.808777764921215,0.806651025858784
"future_h10_width",1,,5062.59694960241,5499.95356861182,0.0105820949342639,0.0140770823984966,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.781773958940614,0.84931123653067
"future_h20_lower",1,,4989.11264847524,5136.31797137281,0.00320490192938075,0.0142190845595884,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.770426400842654,0.793158071802121
"future_h20_midpoint",1,,5375.72014769142,5492.1299649206,0.00531270961587722,0.0136600918021204,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.830126921786178,0.848103103690597
"future_h20_upper",1,,5237.46768329927,5223.69538688682,0.0101092860784108,0.0138306585742774,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.808777764921215,0.806651025858784
"future_h20_width",1,,5062.59694960241,5499.95356861182,0.0105820949342639,0.0140770823984966,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.781773958940614,0.84931123653067
"log_q_1",1,,283.197478616235,596.261518659499,0.0162247846107933,0.0607283953818484,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.0437317875042771,0.0920756150739963
"mean_lower",1,,2314.64678950704,3579.63982419819,0.00121932098550001,0.0204401427868946,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.357431295083487,0.552773452993267
"mean_midpoint",1,,888.051601336009,2245.3413459991,0.002471149733847,0.0338160095673991,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.137134285630723,0.34672904256631
"mean_upper",1,,380.822525102603,1846.43685160939,0.00680769861056708,0.0512809364476013,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.0588071963987978,0.285129600832608
"mean_width",1,,302.363550823018,1078.99054353947,0.00838189083703455,0.0578362097872009,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.0466914416690462,0.166619368928546
"observed_loss",1,,2615.63502587364,4903.14077382157,0.0828596449771137,0.0194252411856005,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.403910358592059,0.757150492553959
"terminal_lower",1,,4989.11264847524,5136.31797137281,0.00320490192938075,0.0142190845595884,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.770426400842654,0.793158071802121
"terminal_midpoint",1,,5375.72014769142,5492.1299649206,0.00531270961587722,0.0136600918021204,TRUE,"joint_ess1_reverse_x2",4,2,"M10","S05",104,"hard","one_chain_standard",6475.781,0.830126921786178,0.848103103690597
