"artifact","first_sha256","repeated_sha256","byte_identical"
"tiny_results.csv","c234d8a1533e16d6e089a53fc51886ec54a766221730796ae308ea3a6e6fe7de","c234d8a1533e16d6e089a53fc51886ec54a766221730796ae308ea3a6e6fe7de",TRUE
