"estimand","chains","rhat","ess_bulk","ess_tail","mcse_mean","mcse_over_sd","pass","DGP","replication"
"future_h10_upper",1,NA,588.856227518528,997.233228508089,0.00818025202917817,0.0411897317129498,TRUE,"S01",180
"future_h10_midpoint",1,NA,490.702334915298,911.196562929487,0.00729652738394352,0.0452992504504088,TRUE,"S01",180
"future_h10_width",1,NA,504.49311818758,1152.65639702658,0.0141856112341584,0.0445202789143713,TRUE,"S01",180
"future_h20_lower",1,NA,461.091318580929,1039.88874987325,0.0125956079455708,0.0469579764085324,TRUE,"S01",180
"future_h20_upper",1,NA,592.972720263145,1032.54458198274,0.00869084192370137,0.0410372352151271,TRUE,"S01",180
"future_h20_midpoint",1,NA,494.514900295338,906.848572306175,0.00774955338601207,0.045115479672267,TRUE,"S01",180
"future_h20_width",1,NA,508.539338799487,1190.31755141976,0.0150744164135197,0.0443412132225334,TRUE,"S01",180
"mean_lower",1,NA,349.413360979972,800.082119179963,0.00764536184187363,0.0536657343474904,TRUE,"S01",92
"mean_upper",1,NA,560.257270034041,935.830525645352,0.00391214607894569,0.042356752352499,TRUE,"S01",92
"mean_midpoint",1,NA,432.162427589956,876.753236203548,0.00403274420272958,0.0481893814683285,TRUE,"S01",92
"mean_width",1,NA,358.513944255404,784.403295227303,0.00908877108857378,0.0527920419603519,TRUE,"S01",92
"observed_loss",1,NA,1048.41400327788,1644.48861256421,0.053491506109973,0.0304073855830077,TRUE,"S01",92
"training_t0001_lower",1,NA,340.781478165186,698.466171008167,0.023142131025545,0.0546148973352637,TRUE,"S01",92
"training_t0001_upper",1,NA,659.375522115037,1099.2965278337,0.00858231512366267,0.0387670564488427,TRUE,"S01",92
"training_t0001_midpoint",1,NA,396.594432126067,879.344039852959,0.012417572626453,0.0503455049161285,TRUE,"S01",92
"training_t0001_width",1,NA,356.897260600245,702.2081089564,0.0245036693340366,0.0529965830070337,TRUE,"S01",92
"training_t0050_lower",1,NA,380.835261535461,693.379364147127,0.012658000721023,0.0515295110781183,TRUE,"S01",92
"training_t0050_upper",1,NA,545.113615470515,809.498072032137,0.00600146636730431,0.043402893843435,TRUE,"S01",92
"training_t0050_midpoint",1,NA,451.94562919326,963.686071566816,0.00654181159763701,0.0472137772463281,TRUE,"S01",92
"training_t0050_width",1,NA,372.81999615133,929.130819535686,0.0148889914630602,0.0519533847231912,TRUE,"S01",92
"training_t0100_lower",1,NA,480.383976012732,935.778538436214,0.00943637528507113,0.0454830331552798,TRUE,"S01",92
"training_t0100_upper",1,NA,493.32905649064,755.210042067861,0.00942120531861907,0.0453485254118746,TRUE,"S01",92
"training_t0100_midpoint",1,NA,580.263810783166,1161.16859987465,0.00591489646085793,0.0415907342434389,TRUE,"S01",92
"training_t0100_width",1,NA,424.386984849749,774.507664356288,0.0146848152408929,0.0485447847693592,TRUE,"S01",92
"training_t0150_lower",1,NA,482.587317255596,849.535284195603,0.00765007377115042,0.0455413047064182,TRUE,"S01",92
"training_t0150_upper",1,NA,743.723030487051,1392.9063134844,0.00368882630158707,0.0368537990369842,TRUE,"S01",92
"training_t0150_midpoint",1,NA,550.645764465666,856.711053743077,0.00417371050071371,0.0426180584550561,TRUE,"S01",92
"training_t0150_width",1,NA,524.826872223273,971.59028305471,0.00852007593000772,0.0436443823621215,TRUE,"S01",92
"training_t0200_lower",1,NA,457.700391638593,849.282824143368,0.0116456459103423,0.0467644047071497,TRUE,"S01",92
"training_t0200_upper",1,NA,605.16772008687,1197.81363237184,0.00666337148319063,0.0407155598021803,TRUE,"S01",92
"training_t0200_midpoint",1,NA,518.872328011822,1010.97864151871,0.00661812393639872,0.0439370552448548,TRUE,"S01",92
"training_t0200_width",1,NA,496.941698751175,1006.86984997219,0.0132410607334827,0.0449321080048718,TRUE,"S01",92
"future_h01_lower",1,NA,459.889883674064,852.661527767443,0.0117447571136039,0.0466407748538652,TRUE,"S01",92
"future_h01_upper",1,NA,613.721043347264,1277.85651700413,0.00654154340716914,0.0404296372303415,TRUE,"S01",92
"future_h01_midpoint",1,NA,519.856841495089,1016.55512902509,0.00663839867465198,0.0438848830667385,TRUE,"S01",92
"future_h01_width",1,NA,500.706164193003,989.039472221978,0.0132514867248315,0.0447598535779399,TRUE,"S01",92
"future_h05_lower",1,NA,458.204570257656,860.713818070803,0.0122130401097515,0.0467171970233885,TRUE,"S01",92
"future_h05_upper",1,NA,616.206393313634,1325.2302398824,0.00669786257665419,0.0403421460531425,TRUE,"S01",92
"future_h05_midpoint",1,NA,518.006161805056,1037.27258557375,0.00688561003753869,0.0439694242671549,TRUE,"S01",92
"future_h05_width",1,NA,499.262453590847,1002.95537209306,0.0137254993398129,0.044834143088271,TRUE,"S01",92
"future_h10_lower",1,NA,456.28365289007,881.971676461296,0.0128077768972776,0.0468121525055575,TRUE,"S01",92
"future_h10_upper",1,NA,619.411551202301,1317.06577610896,0.00689569537598013,0.0402383641776001,TRUE,"S01",92
"future_h10_midpoint",1,NA,515.405657378437,941.471510778498,0.00719935706311497,0.0440726742815949,TRUE,"S01",92
"future_h10_width",1,NA,496.896572550659,979.585872160055,0.0143296317905938,0.0449308561633688,TRUE,"S01",92
"future_h20_lower",1,NA,453.123156815075,862.960885013616,0.0140234611912884,0.0469958835998466,TRUE,"S01",92
"future_h20_upper",1,NA,624.975267044336,1333.83580631192,0.00729834143405504,0.04004668245258,TRUE,"S01",92
"future_h20_midpoint",1,NA,510.554033885783,979.534644640401,0.0078402166119545,0.0442686302820129,TRUE,"S01",92
"future_h20_width",1,NA,492.542647454407,1015.95502476127,0.0155708733838487,0.0451293610470031,TRUE,"S01",92
"mean_lower",1,NA,422.886754530083,872.757037885913,0.00528287403353519,0.0487370310804382,TRUE,"S01",114
"mean_upper",1,NA,490.551215360578,993.963623484656,0.0050559440340048,0.045395985642904,TRUE,"S01",114
"mean_midpoint",1,NA,489.989452114479,995.546516519286,0.00354839823254287,0.045125493829912,TRUE,"S01",114
"mean_width",1,NA,411.357623338116,755.572137810902,0.00756973273559337,0.0493015263048579,TRUE,"S01",114
"observed_loss",1,NA,911.355067959754,1629.12030355384,0.059646225247167,0.0328956631606229,TRUE,"S01",114
"training_t0001_lower",1,NA,316.190785682598,743.433973304206,0.0174641394173212,0.057376225265044,TRUE,"S01",114
"training_t0001_upper",1,NA,480.134908230894,780.052362190294,0.0115608194745171,0.0467363484843599,TRUE,"S01",114
"training_t0001_midpoint",1,NA,454.263290466147,860.551371362496,0.00941127717169893,0.0467814739372166,TRUE,"S01",114
"training_t0001_width",1,NA,326.527660942776,599.46557119913,0.0213541202399405,0.0559276740297648,TRUE,"S01",114
"training_t0050_lower",1,NA,492.758886204049,849.821729533788,0.00807493776867059,0.0452889429821598,TRUE,"S01",114
"training_t0050_upper",1,NA,497.307176581566,902.49098724224,0.00772354257136221,0.0453166594750972,TRUE,"S01",114
"training_t0050_midpoint",1,NA,602.009776501275,1236.89593242687,0.00486592909620294,0.0407482166036397,TRUE,"S01",114
"training_t0050_width",1,NA,409.897412947249,573.511593178709,0.0125726231560538,0.0494520367727908,TRUE,"S01",114
"training_t0100_lower",1,NA,386.286196834458,969.604029263411,0.00615168015107104,0.0510330413781034,TRUE,"S01",114
"training_t0100_upper",1,NA,498.76702374436,890.396568524971,0.00539860562275289,0.0451606282156135,TRUE,"S01",114
"training_t0100_midpoint",1,NA,465.734409509818,889.949380276432,0.00404556172410923,0.0463020766162147,TRUE,"S01",114
"training_t0100_width",1,NA,398.079395341606,777.07645483559,0.0082612462884708,0.0501782444194324,TRUE,"S01",114
"training_t0150_lower",1,NA,470.6339801316,1210.48008076252,0.0104834346049101,0.0461947172015898,TRUE,"S01",114
"training_t0150_upper",1,NA,657.016461001042,1233.16308776997,0.00808612851601103,0.0389485809359191,TRUE,"S01",114
"training_t0150_midpoint",1,NA,572.963012986083,1237.84455472284,0.00653671399443615,0.0416827130689092,TRUE,"S01",114
"training_t0150_width",1,NA,522.880365467061,1169.5087428349,0.0131655424126528,0.0436825433906683,TRUE,"S01",114
"training_t0200_lower",1,NA,337.146561680397,729.756190487321,0.0133992062287136,0.0543219886678807,TRUE,"S01",114
"training_t0200_upper",1,NA,696.531486892046,1181.67072002701,0.00697417478448673,0.0381324591042721,TRUE,"S01",114
"training_t0200_midpoint",1,NA,512.390351251072,1102.14182692781,0.00692235625180556,0.0442453416490408,TRUE,"S01",114
"training_t0200_width",1,NA,371.634180659212,617.710183787677,0.015772050303218,0.0523778480886991,TRUE,"S01",114
"future_h01_lower",1,NA,352.824071953752,703.068936794658,0.0116760003503876,0.0532009762400929,TRUE,"S01",114
"future_h01_upper",1,NA,782.335250168981,1032.8227482035,0.00578326103765491,0.0364860017484206,TRUE,"S01",114
"future_h01_midpoint",1,NA,557.086127467975,1181.53693157095,0.00565925776789283,0.0422138437962247,TRUE,"S01",114
"future_h01_width",1,NA,345.220123873175,671.350194218801,0.0148012199838209,0.0541576416284051,TRUE,"S01",114
"future_h05_lower",1,NA,349.653190031377,712.759619875411,0.0121545618251243,0.0534397250258885,TRUE,"S01",114
"future_h05_upper",1,NA,777.314380703795,1000.99958623071,0.00598518150283419,0.0366210823753299,TRUE,"S01",114
"future_h05_midpoint",1,NA,552.801509021626,1202.21450065691,0.00588202764853104,0.0424161781905143,TRUE,"S01",114
"future_h05_width",1,NA,341.409462766005,633.600194530366,0.0154062124616033,0.0544821221829845,TRUE,"S01",114
"future_h10_lower",1,NA,345.553194842164,718.002107487579,0.0127584387455908,0.0537155636455616,TRUE,"S01",114
"future_h10_upper",1,NA,770.078515935495,995.208880466199,0.00624627379124672,0.0367989308567603,TRUE,"S01",114
"future_h10_midpoint",1,NA,547.268147316956,1175.04266961102,0.00616560057872427,0.0426598509689787,TRUE,"S01",114
"future_h10_width",1,NA,336.138496941753,627.343805453581,0.0161602348200402,0.0548201942983657,TRUE,"S01",114
"future_h20_lower",1,NA,339.308393232082,722.854674710073,0.0139819950625654,0.0542007016276115,TRUE,"S01",114
"future_h20_upper",1,NA,753.14909880715,1000.90710269975,0.00679315502509382,0.0371683443928039,TRUE,"S01",114
"future_h20_midpoint",1,NA,536.899535678472,1152.75675511428,0.00674704491235019,0.0431133041486844,TRUE,"S01",114
"future_h20_width",1,NA,332.090918702432,600.831690952667,0.0176578164264901,0.0553055390832034,TRUE,"S01",114
