"rank","maximum_gram_absolute_error","maximum_reconstruction_error","minimum_row_norm","center_row_norm","maximum_row_norm"
8,6.66133814775094e-16,1.15463194561016e-14,2.11281836984922,2.11281836984922,7.19146247630755
