"response_sd","oracle_mean_width","maximum_endpoint_over_response_sd","median_maximum_width_over_oracle_width","maximum_width_over_oracle_width","remote_draw_fraction"
0.710443985567149,2.46466983664177,4.53701428205533,1.37953982982842,1.89602892106356,0
0.710443985567149,2.46466983664177,4.59541223456285,1.38575804134905,1.94458089722165,0
0.710443985567149,2.46466983664177,4.50152178329573,1.37305044117109,1.8606779549307,0
0.710443985567149,2.46466983664177,4.65152556102657,1.38851264921358,1.89706339693287,0
0.710443985567149,2.46466983664177,4.44084329742927,1.38982454501587,1.81148226789232,0
0.710443985567149,2.13149822656729,3.73103309224272,1.35493755970433,1.72230041389897,0
0.710443985567149,2.13149822656729,3.55579847489958,1.36173416728768,1.76948827883927,0
0.710443985567149,2.13149822656729,3.64262234690101,1.35663268663313,1.70493697375841,0
0.710443985567149,2.13149822656729,3.46440389160765,1.35090267122605,1.7160549724233,0
0.710443985567149,2.13149822656729,3.36153243639916,1.35295132062422,1.77641303435007,0
0.710443985567149,2.00264827600082,4.94282406588803,1.40835268789541,1.95002100224991,0
0.710443985567149,2.00264827600082,4.58699647154375,1.40704916710721,1.91383028000444,0
0.710443985567149,2.00264827600082,4.42827907803014,1.41248307333572,1.88494962166455,0
0.710443985567149,2.00264827600082,4.44213834757409,1.41634885862339,1.90527710874813,0
0.710443985567149,2.00264827600082,4.83519806450347,1.40845311463735,1.92543772115069,0
