"family","target","endpoint","error","density","q025","median","q975","mean_error","rmse"
"fixed_design","RQR","lower",-3.97436568982257,4.51383314213898e-08,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.96256434195006,3.03147415709662e-07,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.95076299407755,6.60248360138014e-07,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.93896164620505,4.621479598019e-07,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.92716029833254,4.57354668743897e-07,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.91535895046003,8.23949570240942e-07,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.90355760258753,1.11857200290348e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.89175625471502,9.90510450823556e-07,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.87995490684251,8.93710345746664e-07,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.86815355897001,1.09594679236401e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.8563522110975,1.07073547121891e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.84455086322499,8.75510737260067e-07,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.83274951535249,1.04260564588108e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.82094816747998,1.14248218071234e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.80914681960747,9.00223327261535e-07,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.79734547173497,1.01741457237536e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.78554412386246,1.13709725830813e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.77374277598995,9.15909216966529e-07,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.76194142811745,1.04715296690826e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.75014008024494,1.09899740665617e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.73833873237243,9.05641471310348e-07,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.72653738449993,1.24662975295362e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.71473603662742,1.61220102973546e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.70293468875491,1.46631146909699e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.69113334088241,1.6035366503866e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.6793319930099,1.86986434516164e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.6675306451374,2.01521940268573e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.65572929726489,2.19433585936903e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.64392794939238,2.02708331818705e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.63212660151988,2.38545600396447e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.62032525364737,2.90056757062802e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.60852390577486,2.34596454462097e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.59672255790236,2.49371730428986e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.58492121002985,3.0158407451299e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.57311986215734,2.33018367899489e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.56131851428484,2.52506362366562e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.54951716641233,2.987000622905e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.53771581853982,2.34039305404538e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.52591447066732,2.62534265912364e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.51411312279481,2.86518241340169e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.5023117749223,2.43230576716185e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.4905104270498,2.70895778871658e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.47870907917729,2.89740252788392e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.46690773130478,3.14073301066032e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.45510638343228,3.33296427888482e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.44330503555977,3.12120591383006e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.43150368768726,3.66443387235723e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.41970233981476,3.25308969192132e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.40790099194225,3.10008852713815e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.39609964406974,3.56874898631512e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.38429829619724,3.26447695827074e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.37249694832473,3.24057539574042e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.36069560045223,3.85373410801976e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.34889425257972,3.73005275302435e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.33709290470721,4.08988597560441e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.32529155683471,4.90538617463024e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
"fixed_design","RQR","lower",-3.3134902089622,4.32279377523829e-06,-0.566440991561684,0.11569918607152,0.682950084574442,0.0998895422710756,0.344065118017461
