"estimand","chains","rhat","ess_bulk","ess_tail","mcse_mean","mcse_over_sd","pass","DGP","replication","sentinel"
"mean_lower",4,1.00055674589644,3241.9258990165,6130.12654158409,0.000940770300345115,0.0175983577202214,TRUE,"S01",39,TRUE
"mean_upper",4,1.00039198201189,2418.33417175871,3742.71226630692,0.001348552732985,0.0203074873827898,TRUE,"S01",39,TRUE
"mean_midpoint",4,1.00003435129063,2486.97121918396,4812.75845328175,0.000858664098590538,0.0200068063408148,TRUE,"S01",39,TRUE
"mean_width",4,1.00038463085468,2793.66895282703,5004.47537360641,0.00160414000907313,0.018948244707474,TRUE,"S01",39,TRUE
"observed_loss",4,1.00021873926629,6772.31058021547,10934.812555704,0.0202832552790699,0.0122312688005816,TRUE,"S01",39,TRUE
"training_t0001_lower",4,1.00018022875569,7614.59806200787,11803.4008826079,0.00291980172130671,0.0114103774504398,TRUE,"S01",39,TRUE
"training_t0001_upper",4,0.999944704810684,7853.45387306935,12630.017383086,0.00373579150401411,0.0112497036106949,TRUE,"S01",39,TRUE
"training_t0001_midpoint",4,0.999986201220206,7959.08929798529,11278.6744266224,0.0023437442818574,0.011209959889866,TRUE,"S01",39,TRUE
"training_t0001_width",4,0.99995423539924,7643.41433352373,11079.2004359712,0.00479156431495117,0.011400095354063,TRUE,"S01",39,TRUE
"training_t0050_lower",4,1.00040636706205,4568.6801884816,9329.26252883378,0.00133190182996419,0.0147553921931982,TRUE,"S01",39,TRUE
"training_t0050_upper",4,1.00009240304633,3841.26441671694,6690.70315065609,0.0019574154557901,0.016188243488247,TRUE,"S01",39,TRUE
"training_t0050_midpoint",4,0.999977202114694,3911.45707657238,7559.25259632538,0.00120787179197179,0.0160205694437727,TRUE,"S01",39,TRUE
"training_t0050_width",4,1.00016294211622,4074.4249589513,7763.62011442032,0.00236701826826473,0.0156761923494598,TRUE,"S01",39,TRUE
"training_t0100_lower",4,1.00234351828795,4333.30501613509,8812.04914557986,0.00151381943460182,0.0152313078412775,TRUE,"S01",39,TRUE
"training_t0100_upper",4,1.00053970293526,3415.67863976857,6710.3804074091,0.00255708616205729,0.017184296206575,TRUE,"S01",39,TRUE
"training_t0100_midpoint",4,1.0004772167649,3950.08603726551,7067.90423391505,0.00141852885988038,0.0159631594846021,TRUE,"S01",39,TRUE
"training_t0100_width",4,1.00097187534287,3429.38720659406,7115.73393359643,0.00308792927079381,0.0171406250755762,TRUE,"S01",39,TRUE
"training_t0150_lower",4,0.999953439033705,4351.79430963465,8893.71040747085,0.00283820716096296,0.0151751550739509,TRUE,"S01",39,TRUE
"training_t0150_upper",4,0.999967616731103,3702.80625825316,5808.61976132375,0.00302814200121681,0.0166382952816216,TRUE,"S01",39,TRUE
"training_t0150_midpoint",4,0.999960053827327,3990.84320828252,8176.34982138933,0.00204556074148053,0.0158224444302367,TRUE,"S01",39,TRUE
"training_t0150_width",4,0.999949025669963,4041.7939217658,7283.41923922784,0.0041553563903365,0.0157790253944366,TRUE,"S01",39,TRUE
"training_t0200_lower",4,1.00011333655403,6620.020202443,10904.4786482445,0.00216106402784612,0.0122603712224809,TRUE,"S01",39,TRUE
"training_t0200_upper",4,1.00038258799636,4583.94101524177,7990.22692391722,0.00289750426281142,0.0147743338404073,TRUE,"S01",39,TRUE
"training_t0200_midpoint",4,0.999989062259015,5224.89407243679,8857.15810393221,0.00183211108076089,0.0138458057083767,TRUE,"S01",39,TRUE
"training_t0200_width",4,1.0005429191449,5634.51144366649,9653.68032072429,0.0034990482834908,0.0133182115930539,TRUE,"S01",39,TRUE
"terminal_lower",4,1.00011333655403,6620.020202443,10904.4786482445,0.00216106402784612,0.0122603712224809,TRUE,"S01",39,TRUE
"terminal_upper",4,1.00038258799636,4583.94101524177,7990.22692391722,0.00289750426281142,0.0147743338404073,TRUE,"S01",39,TRUE
"terminal_midpoint",4,0.999989062259015,5224.89407243679,8857.15810393221,0.00183211108076089,0.0138458057083767,TRUE,"S01",39,TRUE
"terminal_width",4,1.0005429191449,5634.51144366649,9653.68032072429,0.0034990482834908,0.0133182115930539,TRUE,"S01",39,TRUE
"future_h01_lower",4,1.00012243324737,5819.09986935245,10360.8172585241,0.00159483851655593,0.013109033585982,TRUE,"S01",39,TRUE
"future_h01_upper",4,1.00074093436981,4518.07060779376,7846.51022663471,0.00200580214905144,0.0148851408423263,TRUE,"S01",39,TRUE
"future_h01_midpoint",4,1.0000808299054,4557.21364225879,8417.47175876002,0.001340374611009,0.0148020574821449,TRUE,"S01",39,TRUE
"future_h01_width",4,1.00087065652453,5602.62210904434,9605.30833701315,0.00242918257089983,0.013348227777925,TRUE,"S01",39,TRUE
"future_h05_lower",4,1.00012243324737,5819.09986935245,10360.8172585241,0.00159483851655593,0.013109033585982,TRUE,"S01",39,TRUE
"future_h05_upper",4,1.00074093436981,4518.07060779376,7846.51022663471,0.00200580214905144,0.0148851408423263,TRUE,"S01",39,TRUE
"future_h05_midpoint",4,1.0000808299054,4557.21364225879,8417.47175876002,0.001340374611009,0.0148020574821449,TRUE,"S01",39,TRUE
"future_h05_width",4,1.00087065652453,5602.62210904434,9605.30833701315,0.00242918257089983,0.013348227777925,TRUE,"S01",39,TRUE
"future_h10_lower",4,1.00012243324737,5819.09986935245,10360.8172585241,0.00159483851655593,0.013109033585982,TRUE,"S01",39,TRUE
"future_h10_upper",4,1.00074093436981,4518.07060779376,7846.51022663471,0.00200580214905144,0.0148851408423263,TRUE,"S01",39,TRUE
"future_h10_midpoint",4,1.0000808299054,4557.21364225879,8417.47175876002,0.001340374611009,0.0148020574821449,TRUE,"S01",39,TRUE
"future_h10_width",4,1.00087065652453,5602.62210904434,9605.30833701315,0.00242918257089983,0.013348227777925,TRUE,"S01",39,TRUE
"future_h20_lower",4,1.00012243324737,5819.09986935245,10360.8172585241,0.00159483851655593,0.013109033585982,TRUE,"S01",39,TRUE
"future_h20_upper",4,1.00074093436981,4518.07060779376,7846.51022663471,0.00200580214905144,0.0148851408423263,TRUE,"S01",39,TRUE
"future_h20_midpoint",4,1.0000808299054,4557.21364225879,8417.47175876002,0.001340374611009,0.0148020574821449,TRUE,"S01",39,TRUE
"future_h20_width",4,1.00087065652453,5602.62210904434,9605.30833701315,0.00242918257089983,0.013348227777925,TRUE,"S01",39,TRUE
"mean_lower",4,1.00073481765215,1817.84409667972,3577.4242326081,0.00192929644914461,0.0234385817146275,TRUE,"S01",147,TRUE
"mean_upper",4,1.00136708086899,2199.38213779384,4412.74532524999,0.00169840145863983,0.0213130762952373,TRUE,"S01",147,TRUE
"mean_midpoint",4,1.00212478091528,2005.76248591969,4253.22245821738,0.00127326162879458,0.0223207204940256,TRUE,"S01",147,TRUE
"mean_width",4,1.0001551415761,2054.97636294805,3932.25363825092,0.00253970521981524,0.0220758813781473,TRUE,"S01",147,TRUE
"observed_loss",4,1.0001622246798,5400.95317317583,9718.67240792083,0.0304013294710929,0.0136509799165641,TRUE,"S01",147,TRUE
"training_t0001_lower",4,1.00011620297747,6120.18190730053,11366.9785261295,0.00301398762367423,0.0126800064001692,TRUE,"S01",147,TRUE
"training_t0001_upper",4,1.00005874020482,7401.00098561637,11841.4037290617,0.00481987956382076,0.0116595865695104,TRUE,"S01",147,TRUE
"training_t0001_midpoint",4,1.00019876645822,7119.33508598213,11755.1131326349,0.00283229072755362,0.0118650716150141,TRUE,"S01",147,TRUE
"training_t0001_width",4,0.99999564754498,6941.77028361273,12084.6214090781,0.00571298184226192,0.0119949718987963,TRUE,"S01",147,TRUE
"training_t0050_lower",4,0.999941793704499,3183.51127989621,6091.42947228048,0.00216962533980199,0.0177275109233745,TRUE,"S01",147,TRUE
"training_t0050_upper",4,1.00017278765591,4482.84270167833,7523.56125941865,0.00160582920720042,0.0148949225651768,TRUE,"S01",147,TRUE
"training_t0050_midpoint",4,1.00012110524825,3590.92017307563,7644.76907975722,0.00135564523901778,0.0166835963938454,TRUE,"S01",147,TRUE
"training_t0050_width",4,1.00001725492823,3676.62910003886,6615.01943543446,0.00269818103845771,0.016483813061884,TRUE,"S01",147,TRUE
"training_t0100_lower",4,1.0005482039105,4421.60520717131,6547.02370018199,0.0034212502942031,0.0152077525673326,TRUE,"S01",147,TRUE
"training_t0100_upper",4,0.999938449156792,6641.21482317894,10020.2722238325,0.00287075786397246,0.0123313927264834,TRUE,"S01",147,TRUE
"training_t0100_midpoint",4,0.999970004743685,5380.59281566979,8835.47023800303,0.00219559544606564,0.0136451932172269,TRUE,"S01",147,TRUE
"training_t0100_width",4,1.0002408752142,5467.99242910807,8855.89277723376,0.004431321528715,0.0136074855302457,TRUE,"S01",147,TRUE
"training_t0150_lower",4,1.00093958956817,3065.20552448528,4675.07771191039,0.00238414374748201,0.0181077966499939,TRUE,"S01",147,TRUE
"training_t0150_upper",4,1.0017130432129,3298.36498042026,7063.85294369978,0.00246605856730692,0.0175128192607092,TRUE,"S01",147,TRUE
"training_t0150_midpoint",4,1.00270838086958,3219.78904472552,6752.20791707562,0.00168104640339122,0.0176122527609043,TRUE,"S01",147,TRUE
"training_t0150_width",4,1.00000979664245,3103.21279192542,5856.4786960882,0.00349179099589219,0.0179391363599737,TRUE,"S01",147,TRUE
