"DGP","replication","task_status","any_method_failure","response_mean","response_sd","response_skewness","response_excess_kurtosis","response_min","response_max","response_max_abs_z","latent_range","latent_increment_sd","latent_max_abs_increment","oracle_mean_width"
"S05",2,"completed_with_fit_failure",TRUE,0.349016301040142,1.15014243759896,0.434606837759802,0.193184392524228,-2.1356877843745,4.6624806680332,3.75037406323157,3.31594671368691,0.140540461787849,0.414042925772229,2.80659012586749
"S05",18,"completed_with_fit_failure",TRUE,-2.78765065434302,1.4552077594861,2.7067432092958,16.2079141893388,-5.00045654247879,8.36651458284229,7.66499846119866,3.54535697963254,0.153491386643881,0.44432564190908,2.80659012586749
"S05",39,"completed_with_fit_failure",TRUE,0.826018396358777,0.973520486937481,1.23296688593923,2.89170628808941,-1.02181619480627,5.27895814603855,4.57405859396746,1.93144455423301,0.143922151874162,0.387874818083807,2.80659012586749
"S05",41,"completed",FALSE,-1.36996425594555,1.08961734667241,1.50580173571744,4.32654620480035,-3.53351202054401,4.05724195193739,4.98083682721929,2.55333627826364,0.152229902188158,0.437776528626113,2.80659012586749
"S05",51,"completed_with_fit_failure",TRUE,-0.605023285394141,0.986962122509084,0.873989386892978,3.5936730384006,-2.5295299439016,4.82799386444316,5.50478790009218,2.6881020384109,0.145849009406468,0.520082317561314,2.80659012586749
"S05",58,"completed_with_fit_failure",TRUE,2.13421576332341,1.13326042266022,2.31751459832646,11.52385286562,-0.128419125736391,9.86169407491461,6.81880188972952,2.55941211527484,0.149263023513948,0.435111091113793,2.80659012586749
"S05",74,"cell_stop_failure",TRUE,2.45612962607196,1.57359396463931,0.152414538870743,-0.718301496012359,-0.399697559293761,6.81443236339888,2.76964886448703,4.94691804899642,0.142258994075877,0.410032163527703,2.80659012586749
"S05",77,"completed_with_fit_failure",TRUE,-1.30016576049994,1.45736495491184,2.90811193495667,14.0306192167166,-3.2553564474286,8.33117522879161,6.60873651231318,2.22822090812209,0.135133124428129,0.417332142446715,2.80659012586749
"S05",81,"completed_with_fit_failure",TRUE,-0.233377362275144,1.32247036341096,2.10239420051838,7.87000446176588,-2.40313670164269,7.7983109964803,6.07324638870535,2.56881640968644,0.135489748187853,0.375543475443531,2.80659012586749
"S05",99,"completed",FALSE,1.71599811375476,1.16552459295405,0.958024441219965,1.43885224578725,-0.700152948856039,5.97687666757886,3.65576031564019,2.67317028459312,0.134847183430957,0.350275791740837,2.80659012586749
"S05",104,"completed_with_fit_failure",TRUE,-0.00642316201552711,1.27545494140183,1.28054531047928,4.45363215932161,-2.38844222518366,7.04584821270459,5.5292203164536,3.49512783307082,0.148418219832545,0.396435922861085,2.80659012586749
"S05",113,"completed_with_fit_failure",TRUE,-0.538781199378013,1.52508929083818,1.99502596020971,5.86844005622591,-2.57342327491383,7.14198438544277,5.03627271594013,3.12881389165566,0.14239447173669,0.402842795965249,2.80659012586749
"S05",122,"completed_with_fit_failure",TRUE,-0.81861412206014,1.12051942217278,0.796620065714989,0.942386212049603,-2.82858286835359,3.71431189106895,4.04537924415391,2.76453395969602,0.147411977477129,0.451322366036029,2.80659012586749
"S05",129,"completed",FALSE,0.724576359548486,1.0353506680317,1.73926362715589,5.9874551744336,-1.19397647386375,6.53199968772448,5.60913660220691,2.16041043638254,0.144103556298802,0.398323596990524,2.80659012586749
"S05",133,"not_run_cell_stop",FALSE,-1.08573091528555,1.04777756468786,0.851687181024633,1.08900213070726,-3.24687983855274,3.17556645516714,4.06698665257465,2.41942973412716,0.137887521557155,0.461211495051439,2.80659012586749
"S05",139,"completed_with_fit_failure",TRUE,-0.406356318063211,1.38260334089181,0.635142369592373,1.50157063357358,-3.17820979884358,5.57303868824511,4.32473640809482,2.97515531000289,0.13407448222516,0.453705334216454,2.80659012586749
"S05",172,"completed_with_fit_failure",TRUE,0.145780994502254,1.15502197782739,1.27052749873019,3.20104784090143,-1.80674323049227,5.99639850502295,5.06537332001749,2.66510419393938,0.143229629377447,0.490904181832196,2.80659012586749
"S05",181,"completed",FALSE,0.440472663767022,1.03118414319028,1.76032374621664,8.09421689731385,-1.41303577930396,7.14264908743667,6.49949523363932,2.06653104021067,0.136313961748724,0.356504553554699,2.80659012586749
"S05",183,"completed",FALSE,-0.791876236733259,1.29938309465445,0.57602428712813,0.456142736401302,-3.42033154576229,3.31720963456808,3.16233594865577,3.34462275242732,0.155119014855203,0.441720935498405,2.80659012586749
"S05",186,"completed_with_fit_failure",TRUE,0.0810101146246657,1.15989868710784,2.75074932966512,15.8009732657607,-1.8794370870637,8.70206852923764,7.43259606242787,2.11818999426161,0.132467809757813,0.450552622514703,2.80659012586749
"S05",188,"completed",FALSE,-0.534188433613964,1.10525050983327,0.927462822537317,1.38080946270444,-2.47708446449374,3.51498597141293,3.66358067153277,2.53127390932172,0.137088103599246,0.411784907775912,2.80659012586749
"S05",190,"completed",FALSE,0.38633186599884,1.56396234156088,0.633470086093421,1.941681528814,-2.29534152022799,8.02030062307452,4.8811717227518,3.99013522003433,0.141099454482642,0.399626134497831,2.80659012586749
"S05",198,"not_run_cell_stop",FALSE,-1.36436350347103,1.41983357122544,1.04996692001272,1.14619796367982,-3.6845385186396,4.82627484957204,4.36011549417022,3.80390819067053,0.148519594133997,0.404347003410821,2.80659012586749
"S06",20,"completed",FALSE,2.88197434223302,1.57829992702395,1.03278971075088,1.05251541900125,0.0262500252394611,8.72557436974175,3.70246486580498,4.68248106412086,0.141159606901645,0.393101741755037,3.99004582842309
"S06",24,"completed",FALSE,0.927985186024137,1.08906969007924,1.31770887207016,2.05353152709545,-0.745998534204561,5.34718454843481,4.05777463340213,1.67169607035495,0.143553120172433,0.458182846526269,3.99004582842309
"S06",41,"completed",FALSE,-1.36996425594555,1.08961734667241,1.50580173571744,4.32654620480035,-3.53351202054401,4.05724195193739,4.98083682721929,2.55333627826364,0.152229902188158,0.437776528626113,3.99004582842309
"S06",68,"completed_with_fit_failure",TRUE,-1.42599565200686,1.26870340235709,2.07431485103566,6.81533668019395,-3.10613919098963,5.74492433958401,5.65216423181983,2.26671413857368,0.142839278505499,0.399345494659243,3.99004582842309
"S06",76,"completed",FALSE,-0.202773911762853,0.960114542922711,2.03640806909449,8.33991361024342,-1.85771393900426,5.79513131740878,6.24707257418812,1.71380251409856,0.139433030926007,0.42195514497704,3.99004582842309
"S06",99,"completed_with_fit_failure",TRUE,1.71599811375476,1.16552459295405,0.958024441219965,1.43885224578725,-0.700152948856039,5.97687666757886,3.65576031564019,2.67317028459312,0.134847183430957,0.350275791740837,3.99004582842309
"S06",104,"completed",FALSE,-0.00642316201552711,1.27545494140183,1.28054531047928,4.45363215932161,-2.38844222518366,7.04584821270459,5.5292203164536,3.49512783307082,0.148418219832545,0.396435922861085,3.99004582842309
"S06",132,"completed",FALSE,-0.222288987747676,1.34795158622717,0.579674179892287,2.28702039777862,-3.03651366621407,6.31061503474036,4.84654203403049,3.49876040115427,0.141031708156135,0.374501448805787,3.99004582842309
"S06",134,"completed",FALSE,1.98694045786667,1.09232842004167,0.210877978285838,-0.271196824172614,-0.171655974990516,5.15349712886039,2.89890532269857,3.41722872195056,0.152684198047049,0.656846939794227,3.99004582842309
"S06",149,"completed",FALSE,-0.377209543146776,1.08843782243723,1.03991186197481,2.67414965247702,-2.59496347392082,5.23658409459186,5.15766130321366,3.18222151320598,0.142780160918327,0.429989138598274,3.99004582842309
"S06",194,"completed_with_fit_failure",TRUE,-0.786596312245655,1.26438643064749,3.86826813724804,23.7930997747883,-2.45908437567825,9.54858121244917,8.17406551840503,1.81663725919632,0.142921299095171,0.410879155262627,3.99004582842309
"S06",196,"completed_with_fit_failure",TRUE,0.925500880679279,1.20977326227827,1.82842556909563,5.60214603704473,-1.2638792415841,6.93475356342508,4.96725532801827,2.57196916044933,0.1483916519919,0.409377627977011,3.99004582842309
