"DGP","replication","method","profile","variable","draws","mean","sd","q05","q50","q95","acf_lag01","acf_lag05","acf_lag10","acf_lag25","acf_lag50","ess_bulk","ess_tail","approximate_ess_bulk_per_second","elapsed_seconds_per_chain_estimate","diagnostic_pass"
"S05",2,"M02","A","mean_midpoint",4000,0.351997114925477,0.0603623442304183,0.251481416874123,0.35428330162146,0.445895855733831,0.78083076491942,0.294040014603578,0.0731303459735708,-0.00738192518911963,-0.0228604954577232,487.053721272243,1022.18200440154,NA,NA,TRUE
"S05",2,"M02","A","mean_width",4000,1.96368144246544,0.121443598660421,1.77727566671517,1.95946300893061,2.16363329032245,0.77895264944585,0.321858009514526,0.102997887053326,0.00642205039591717,0.0250531167954337,451.858920469562,1022.44949036366,NA,NA,TRUE
"S05",2,"M02","A","observed_loss",4000,71.3552262402783,3.87444415913669,66.1230551171686,70.8391622129256,78.517793634485,0.687035497486334,0.14934458906721,-0.020911890201631,-0.00980514132332089,0.00908038182982295,807.198824180749,1041.10065448927,NA,NA,TRUE
"S05",2,"M02","A","terminal_midpoint",4000,0.92825452389928,0.100370847364097,0.759733383415723,0.929078775243714,1.08642812173134,0.559956743705281,0.171352281104173,0.0264631868720945,-0.0222627373896112,0.0111508728998691,787.066797714104,1193.38779175046,NA,NA,TRUE
"S05",2,"M02","A","terminal_width",4000,2.06542992823298,0.201977170497672,1.74182981904895,2.06067695474664,2.40816242699094,0.55700792308559,0.178881516866052,0.0259424847135171,-0.00264617077304802,0.023791566794992,779.125931889955,1261.02877854931,NA,NA,TRUE
"S05",2,"M02","B","mean_midpoint",4000,0.355959349946915,0.0593907963153005,0.253612054232308,0.360139062821996,0.448740812545924,0.773044983555304,0.272513696467218,0.0801580843186379,0.0346523849060257,0.0525081912367221,513.934776207624,920.080003645266,NA,NA,TRUE
"S05",2,"M02","B","mean_width",4000,1.96337484150347,0.120365283191811,1.7764816926945,1.95947859069413,2.16704540324752,0.773173264734196,0.304316076200566,0.0651294452442446,0.0251022966103691,-0.000829998609884484,477.409912394589,868.512207157159,NA,NA,TRUE
"S05",2,"M02","B","observed_loss",4000,71.1359849366962,3.83789736984162,65.9777194570752,70.6516185937931,77.461056380998,0.658768308658803,0.139252049964908,0.0235096553290891,0.00603071944280924,0.00299589628975939,754.929322209605,1385.39677126363,NA,NA,TRUE
"S05",2,"M02","B","terminal_midpoint",4000,0.932583143835833,0.103583940240098,0.761195178955349,0.93699565222315,1.09833495501467,0.57602575005476,0.154183363761927,0.0164832625186593,0.0331627589586732,0.0524210676257094,828.643424311584,1388.31982649466,NA,NA,TRUE
"S05",2,"M02","B","terminal_width",4000,2.05777880485202,0.198931853278588,1.72842575595793,2.05807037933734,2.38276518417676,0.547436596844413,0.155653235270819,0.0766214045435487,-0.023653393263861,0.0248207404441954,727.755694284138,1472.24390229243,NA,NA,TRUE
"S05",2,"M02","C","mean_midpoint",4000,0.35031702842641,0.0603221212597817,0.25152728335994,0.350463682540861,0.445126420363175,0.781885748556756,0.268936633746326,0.0860940483232134,-0.0131180434649155,-0.0382552656325825,499.405582326659,866.276919042067,NA,NA,TRUE
"S05",2,"M02","C","mean_width",4000,1.95237492703426,0.119216730957521,1.75905209543252,1.95506953736481,2.14602711318223,0.775073294911391,0.323979244065332,0.130043212196584,0.0317598515393989,-0.0202277417605271,429.626141916503,830.445041613712,NA,NA,TRUE
"S05",2,"M02","C","observed_loss",4000,71.3495733528718,3.91523581689716,66.0255596430506,70.8896687014698,77.9028883015056,0.66184595295247,0.110010535372445,0.00127717037571246,-0.0296382400159849,-0.0171704699173229,801.331361774266,1581.9175830096,NA,NA,TRUE
"S05",2,"M02","C","terminal_midpoint",4000,0.927961432521543,0.103637985990797,0.759248050924339,0.930351253650909,1.09456272458791,0.575096123398169,0.128821014336487,0.0100330905250565,-0.0259764477877829,0.0141789093379049,863.047258626556,1322.03597602331,NA,NA,TRUE
"S05",2,"M02","C","terminal_width",4000,2.05597188168453,0.203690509401879,1.7271768081982,2.05130703025511,2.4012729243482,0.552245054721638,0.16709522490339,0.0242216592515508,0.0555483607250992,-0.0440911995179653,832.935608339706,1340.1667091259,NA,NA,TRUE
"S05",2,"M02","D","mean_midpoint",4000,0.347562719924227,0.0607624926195415,0.240522118237136,0.35109764770443,0.441276639221278,0.776771279053184,0.278136038566227,0.0773647891600016,-0.0102391482311947,-0.0264541344893292,516.344917780651,1033.86426622455,NA,NA,TRUE
"S05",2,"M02","D","mean_width",4000,1.95671362136943,0.121354650336753,1.76038539938237,1.95844648390528,2.15605175611436,0.774373017758055,0.302883901674926,0.107869806290522,-0.0317108666630576,-0.0541595576097349,402.954121231921,733.277569612053,NA,NA,TRUE
"S05",2,"M02","D","observed_loss",4000,71.4201721533291,3.97548135104755,66.0599514633235,70.9819831741829,78.3369915358882,0.680782047874945,0.159982504899608,0.0370330150069405,0.0134848437787612,-0.00135424268415935,728.613546408647,1273.880400712,NA,NA,TRUE
"S05",2,"M02","D","terminal_midpoint",4000,0.925855529728351,0.104185659025644,0.749478019901282,0.930146006832856,1.08628281122382,0.572109614460693,0.15049006866037,0.00496441141740151,0.0130096475517127,0.0182053773532068,867.036508369238,1401.55883903057,NA,NA,TRUE
"S05",2,"M02","D","terminal_width",4000,2.04934379779095,0.201012749308491,1.72232599053556,2.0465634027771,2.3868973512458,0.564728362936924,0.163428982023926,0.0112116222493473,0.0177564884535978,0.0313975579613927,807.450004000623,1396.27045404498,NA,NA,TRUE
"S05",81,"M06","A","mean_midpoint",2000,0.580359296619065,0.109377396936282,0.398139840932002,0.581251340891704,0.760855964271881,0.702191114651959,0.214095516881434,0.0500154167161981,-0.00156374320518277,0.0343292328507201,295.686613883177,573.186195369796,NA,NA,TRUE
"S05",81,"M06","A","mean_width",2000,3.40886703691823,0.211900496451672,3.06822262141477,3.40466711692635,3.76367250821808,0.710717403205,0.219890813234211,0.0606909942984605,-0.00236222367836226,-0.017922721000752,301.692710432934,585.009132265309,NA,NA,TRUE
"S05",81,"M06","A","observed_loss",2000,137.613995772021,4.26139853404002,130.857971626526,137.473513742753,144.889113033896,0.305752099782003,0.0209673428870514,-0.0035959854452309,-0.00203781783353789,0.00643530893511776,869.521273938635,1435.25528855641,NA,NA,TRUE
"S05",81,"M06","A","terminal_midpoint",2000,0.277024813376852,0.275554167650805,-0.171521023218201,0.282784965849223,0.72215096616289,0.412889644421326,0.0775728775837634,0.00863938772230108,-0.0230643459984496,0.0189194089639932,511.106203008213,993.436153936457,NA,NA,TRUE
"S05",81,"M06","A","terminal_width",2000,4.5089316132141,0.590926048181583,3.51495666690906,4.51677512995216,5.43939094199108,0.469089313719985,0.147495287319788,0.00949559685794894,0.000213713311265428,0.0152455389046624,413.929388361872,787.132437552086,NA,NA,TRUE
"S05",81,"M06","B","mean_midpoint",2000,0.580235790512977,0.112545266213144,0.39251285199013,0.581438531324691,0.763186097726738,0.684845536413298,0.210210286875224,0.0656064419219565,0.026384965197329,0.00652663014734985,286.875801687817,635.648008875642,NA,NA,TRUE
"S05",81,"M06","B","mean_width",2000,3.40625270786014,0.208547906871064,3.05913182658165,3.406063187176,3.74455653053817,0.702787442969026,0.21184295613957,0.0396244155127017,-0.00510415634353965,0.00981057512310599,302.09701121816,647.133932505932,NA,NA,TRUE
"S05",81,"M06","B","observed_loss",2000,137.539328790536,4.30580047397219,130.684872380062,137.304644951617,145.017375656745,0.346204802855231,0.0592811577703047,0.0471266365933687,0.0351445479845616,-0.00607717325585761,623.809859747976,1356.61856856388,NA,NA,TRUE
"S05",81,"M06","B","terminal_midpoint",2000,0.25889328161695,0.278963297066922,-0.204466786379983,0.268714868731561,0.710226579491715,0.387689291097405,0.115190562783993,0.0259291061596725,0.00539167681772184,0.0202366898158363,552.206204161984,930.198276165826,NA,NA,TRUE
"S05",81,"M06","B","terminal_width",2000,4.50846490509639,0.582707064469586,3.5208821895444,4.50789088445132,5.43853299303175,0.457878567884242,0.140278440057741,0.0442433140982655,-0.00677217365537682,0.0384123047214333,450.178089658386,1000.0981574618,NA,NA,TRUE
"S05",81,"M06","C","mean_midpoint",2000,0.577400789923877,0.109866252247822,0.401430200882211,0.571885883076179,0.761363025104053,0.700840483471808,0.169808591429063,0.0398170155109812,-0.0178414766103666,-0.016271904268396,352.935734020475,647.549686665779,NA,NA,TRUE
"S05",81,"M06","C","mean_width",2000,3.39876678220692,0.211385035347864,3.0655606692186,3.39262480591663,3.75478268493906,0.716909977625813,0.202669745066926,0.0371956579463733,-0.0298204191730867,-0.0292919170634075,336.186040807126,625.048149895866,NA,NA,TRUE
"S05",81,"M06","C","observed_loss",2000,137.720343830759,4.35493152474877,130.881234155767,137.654836568783,144.774465039687,0.308595594310376,0.03529139865593,-0.00543709383433859,0.000897556839983516,0.0231119833716607,945.192686496644,1045.23371279339,NA,NA,TRUE
"S05",81,"M06","C","terminal_midpoint",2000,0.260483414210792,0.279107265215901,-0.185111859045368,0.271236475645242,0.715747524340972,0.414359727814772,0.0851392716443063,0.0156095534298832,0.00648005984090514,0.0155923327733822,545.05148133934,925.07537651216,NA,NA,TRUE
"S05",81,"M06","C","terminal_width",2000,4.51097777970251,0.598053789976151,3.51670625378918,4.5209550095521,5.46851826851415,0.501401021824067,0.136022562339274,0.0176850462443409,0.0139952699248048,-0.0114748877427349,442.215154242492,876.547691783944,NA,NA,TRUE
