"learning_rate_mode","component","chains","retained_draws","scale_mean","scale_sd","scale_q05","scale_q50","scale_q95","posterior_shape_min","posterior_shape_max","posterior_rate_min","posterior_rate_max"
"fixed_rate","regression",4,24000,0.0445795485433527,0.0350631593354725,0.0152872292031125,0.035393471721312,0.103110996576558,33,33,0.253719572350046,22.3382549018187
"fixed_rate","trend",4,24000,0.0240871134849545,0.011690648739874,0.0112049104598955,0.0214826294062965,0.0462086526724533,63,63,0.362573071565023,9.11807426364239
"learned_pseudoresidual_normalized","regression",4,24000,0.0372393545505937,0.023235945610374,0.01459931328839,0.0308064350842948,0.0808892072462636,33,33,0.236077236650351,9.36521189509853
"learned_pseudoresidual_normalized","trend",4,24000,0.0177915032402932,0.00700915337877132,0.00928984044021252,0.0163786591120259,0.031192846649914,63,63,0.354267569302221,4.31706104456252
