"fixture_id","learning_rate_mode","estimand","rhat","ess_bulk","ess_tail","mcse_mean","pass"
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_lower_t030",1.00005983144843,16352.7611361985,14940.8929979252,0.00352768699769569,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_lower_t031",0.999995658511445,17980.8571426101,17088.4961933416,0.0033486954966104,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_lower_t032",0.999974965309467,16421.2226790361,16616.1854465073,0.00349099366344913,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_lower_t033",1.0005293404426,16631.9567915738,16177.6115090613,0.00399061712146794,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_lower_t034",0.999982608477816,16652.9487107451,16245.3952281613,0.0039399662029374,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_lower_t035",1.00009588783846,18754.2508872569,17876.4808241217,0.00373482422966314,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_lower_t036",0.999964444222785,17919.0612328094,16523.7969649157,0.00384965060992715,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t001",1.00018344759053,20179.3880398885,19672.6203095772,0.00420833813204982,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t002",1.00012513710731,19480.0644029845,19119.8164516622,0.00420017267292684,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t003",1.00012005371258,18929.4087623641,18947.8346526377,0.00430572532628431,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t004",1.00000185269798,18898.3427380922,18747.5531811132,0.00408963670727182,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t005",1.00014837150178,19704.8023862399,18713.839019038,0.00337684352655107,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t006",1.00003783883749,17875.7468113743,17046.2734349394,0.0035986986761133,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t007",1.00033486135574,16926.8540663667,17333.6494503359,0.00364605934635718,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t008",0.999990192990443,17243.165373769,17973.3432322303,0.00354333527823228,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t009",0.999959689194802,19029.7630373111,18799.0357276715,0.00304610366146212,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t010",0.999998447372134,17528.6055149075,16044.4313656956,0.00328920543996007,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t011",1.00004373453558,18733.8756814561,17527.2007488268,0.00308643402144923,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t012",1.00010842260568,18453.1797060155,17925.9774864997,0.00305438327922315,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t013",1.00000234332365,17935.9559172202,17344.778488449,0.002945461785694,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t014",0.99996797054716,17594.3731696246,16678.8922506638,0.00307654406934836,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t015",1.00005865421562,16964.352231643,16844.3619681106,0.00306096702401377,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t016",1.00009205896292,18721.2852127807,17085.732826924,0.00285610705585837,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t017",1.00015679775221,17594.4691599243,17290.9951186308,0.00292322343808621,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t018",0.999980017637727,17485.9334048485,16116.7892897595,0.00299961525068946,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t019",1.00003107916702,17344.9778139255,16450.0905436344,0.00291461778469036,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t020",1.00034576697005,18202.4348931848,16681.6445074802,0.00281382866115705,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t021",1.000068604197,17700.988991667,16284.7112650712,0.00294916792768066,TRUE
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized","train_upper_t022",1.00001460510622,17585.9997111593,15727.7294012394,0.00304161836698671,TRUE
