"fixture_id","learning_rate_mode","chain","estimand","mean","sd","q05","q50","q95"
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t019",0.693333468640694,0.339655264870668,0.150246776451378,0.687925467634238,1.24087232342047
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t020",0.736469993747508,0.345527190746709,0.179584448831239,0.732643444296746,1.30587050097419
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t021",0.779375164357018,0.350209791931705,0.222523656296438,0.770216792370607,1.3687377275524
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t022",0.821183310075328,0.354005480547943,0.257933122692791,0.814772334666312,1.40810968389845
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t023",0.852786674498964,0.3628930930848,0.280206571620228,0.843460090339107,1.45422656174359
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t024",0.869367034302094,0.381914683835022,0.254477144397166,0.864953534763264,1.49834403613619
"fixed_W_local_level","fixed_rate",1,"train_width_t001",1.45271102320292,0.778638262422868,0.197699414360456,1.42332494905888,2.78880617749474
"fixed_W_local_level","fixed_rate",1,"train_width_t002",1.46177106745141,0.760130405213748,0.22892899334222,1.44503791083884,2.764746652513
"fixed_W_local_level","fixed_rate",1,"train_width_t003",1.48531040027564,0.746728688145183,0.256194912806473,1.47022548840845,2.75289355601174
"fixed_W_local_level","fixed_rate",1,"train_width_t004",1.50762226103316,0.738094900368176,0.286262087944397,1.49979633501452,2.75562742234487
"fixed_W_local_level","fixed_rate",1,"train_width_t005",1.52819502864918,0.725221871893033,0.284827446018247,1.54286027794624,2.74105980665322
"fixed_W_local_level","fixed_rate",1,"train_width_t006",1.54360988080788,0.714386222535593,0.324121409781412,1.55008646397788,2.73437425964392
"fixed_W_local_level","fixed_rate",1,"train_width_t007",1.56786953155588,0.69631093433012,0.379921995791841,1.56994597257433,2.71494643095158
"fixed_W_local_level","fixed_rate",1,"train_width_t008",1.58881508806072,0.682338401103152,0.414509038159912,1.58881216081104,2.71992812550532
"fixed_W_local_level","fixed_rate",1,"train_width_t009",1.61744876593939,0.670007855374413,0.476437603115274,1.62132759258171,2.73425874933825
"fixed_W_local_level","fixed_rate",1,"train_width_t010",1.66176035847929,0.659080587478924,0.539469367051985,1.66913595739485,2.7510008774643
"fixed_W_local_level","fixed_rate",1,"train_width_t011",1.71713225847871,0.651049976933786,0.601809204276037,1.72751694129669,2.77205475845012
"fixed_W_local_level","fixed_rate",1,"train_width_t012",1.77782297587857,0.650876377088928,0.669414780861516,1.78704868756149,2.81813994283754
"fixed_W_local_level","fixed_rate",1,"train_width_t013",1.83189113534195,0.651250408166513,0.72830776599288,1.84334171832382,2.86837582669666
"fixed_W_local_level","fixed_rate",1,"train_width_t014",1.86588983707729,0.649980683395657,0.764130623756526,1.87335876278914,2.90518177295752
"fixed_W_local_level","fixed_rate",1,"train_width_t015",1.88874682640267,0.654366285338632,0.748455673138512,1.89824795300442,2.94355338418053
"fixed_W_local_level","fixed_rate",1,"train_width_t016",1.90167433163079,0.653382387408072,0.778793312293895,1.92634584797288,2.94387859098803
"fixed_W_local_level","fixed_rate",1,"train_width_t017",1.90320737977,0.669709132904975,0.75182643428054,1.91912161828738,2.97704240314251
"fixed_W_local_level","fixed_rate",1,"train_width_t018",1.90171969364297,0.680649232722789,0.722884196997547,1.91921019358357,2.99142752126611
"fixed_W_local_level","fixed_rate",1,"train_width_t019",1.91301575911946,0.694453352216595,0.701157279712138,1.92828751533448,2.99916304600221
"fixed_W_local_level","fixed_rate",1,"train_width_t020",1.94796814140892,0.717384250830196,0.681463579228018,1.96125563029973,3.10552121303095
"fixed_W_local_level","fixed_rate",1,"train_width_t021",1.99848642053472,0.740465940657643,0.709154145275341,2.01132141961546,3.19109112811839
"fixed_W_local_level","fixed_rate",1,"train_width_t022",2.05249966181249,0.767401793289643,0.694249351587414,2.0726092297267,3.27672933403754
"fixed_W_local_level","fixed_rate",1,"train_width_t023",2.08723555466615,0.805713562816957,0.670565300133197,2.10457665332307,3.36095077445535
"fixed_W_local_level","fixed_rate",1,"train_width_t024",2.11170567491384,0.844753774421372,0.607130237472233,2.14277170999746,3.43994669915277
"fixed_W_local_level","fixed_rate",1,"observed_loss",3.94878592525824,1.47676402491461,2.01139058873034,3.71200140641317,6.81784633170518
"fixed_W_local_level","fixed_rate",1,"terminal_state_midpoint_1",0.869367034302094,0.381914683835022,0.254477144397166,0.864953534763264,1.49834403613619
"fixed_W_local_level","fixed_rate",1,"terminal_state_abs_separation_1",2.11170567491384,0.844753774421372,0.607130237472233,2.14277170999746,3.43994669915277
"fixed_W_local_level","fixed_rate",1,"time0_state_midpoint_1",0.555092217709333,0.454290375309569,-0.192525165806974,0.550069140301993,1.30122811750338
"fixed_W_local_level","fixed_rate",1,"time0_state_abs_separation_1",1.44340608243951,0.804345434872192,0.203656410687269,1.41405190102675,2.85811664955942
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_lower_t001",-0.186485803154824,0.693274187050214,-1.32855914149616,-0.166925892200675,0.950875463374841
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_lower_t002",-0.186485803154824,0.693274187050214,-1.32855914149616,-0.166925892200675,0.950875463374841
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_lower_t003",-0.186485803154824,0.693274187050214,-1.32855914149616,-0.166925892200675,0.950875463374841
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_lower_t004",-0.186485803154824,0.693274187050214,-1.32855914149616,-0.166925892200675,0.950875463374841
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_upper_t001",1.92521987175901,0.409747510946743,1.25255735106225,1.92443302863268,2.61581580467455
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_upper_t002",1.92521987175901,0.409747510946743,1.25255735106225,1.92443302863268,2.61581580467455
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_upper_t003",1.92521987175901,0.409747510946743,1.25255735106225,1.92443302863268,2.61581580467455
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_upper_t004",1.92521987175901,0.409747510946743,1.25255735106225,1.92443302863268,2.61581580467455
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_midpoint_t001",0.869367034302094,0.381914683835022,0.254477144397166,0.864953534763264,1.49834403613619
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_midpoint_t002",0.869367034302094,0.381914683835022,0.254477144397166,0.864953534763264,1.49834403613619
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_midpoint_t003",0.869367034302094,0.381914683835022,0.254477144397166,0.864953534763264,1.49834403613619
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_midpoint_t004",0.869367034302094,0.381914683835022,0.254477144397166,0.864953534763264,1.49834403613619
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_width_t001",2.11170567491384,0.844753774421372,0.607130237472233,2.14277170999746,3.43994669915277
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_width_t002",2.11170567491384,0.844753774421372,0.607130237472233,2.14277170999746,3.43994669915277
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_width_t003",2.11170567491384,0.844753774421372,0.607130237472233,2.14277170999746,3.43994669915277
"fixed_W_local_level","fixed_rate",1,"future_conditional_mean_width_t004",2.11170567491384,0.844753774421372,0.607130237472233,2.14277170999746,3.43994669915277
"fixed_W_local_level","fixed_rate",2,"train_lower_t001",-0.155598260707022,0.61015090285685,-1.21724266183966,-0.0977402050677957,0.740853033771688
"fixed_W_local_level","fixed_rate",2,"train_lower_t002",-0.153092404037693,0.600793010753475,-1.1920772152384,-0.104154304885154,0.744457204736834
"fixed_W_local_level","fixed_rate",2,"train_lower_t003",-0.159545264522486,0.584619049908866,-1.19491609506709,-0.115403477069533,0.736357049597711
"fixed_W_local_level","fixed_rate",2,"train_lower_t004",-0.168224295506545,0.570651217832391,-1.14435331233615,-0.134621140399041,0.712738118760413
"fixed_W_local_level","fixed_rate",2,"train_lower_t005",-0.178606296690001,0.55425025304815,-1.13502072580928,-0.163755912825861,0.683408454200003
"fixed_W_local_level","fixed_rate",2,"train_lower_t006",-0.199049729545825,0.536414487798733,-1.12349456823113,-0.182008602454302,0.638491393651199
"fixed_W_local_level","fixed_rate",2,"train_lower_t007",-0.219553983523482,0.511530384998389,-1.08778671979861,-0.203261964682162,0.583972866252526
"fixed_W_local_level","fixed_rate",2,"train_lower_t008",-0.241576514785081,0.483144076334636,-1.06879481459251,-0.220498773287968,0.508567647793974
"fixed_W_local_level","fixed_rate",2,"train_lower_t009",-0.267293936714867,0.451155042164355,-1.03870145367105,-0.240635369322129,0.417359961318719
"fixed_W_local_level","fixed_rate",2,"train_lower_t010",-0.298354328999486,0.417929085583346,-1.0260781453526,-0.264102508515064,0.324286762408025
"fixed_W_local_level","fixed_rate",2,"train_lower_t011",-0.3448522079897,0.381618022026034,-1.011740387427,-0.315096109934001,0.229466450759035
"fixed_W_local_level","fixed_rate",2,"train_lower_t012",-0.385195312590431,0.357097370386496,-0.987543308635118,-0.360642735292797,0.165314974377539
"fixed_W_local_level","fixed_rate",2,"train_lower_t013",-0.415222776671823,0.350683293415161,-1.00554863129006,-0.405034920173663,0.150400913475559
"fixed_W_local_level","fixed_rate",2,"train_lower_t014",-0.418778973801285,0.349222539085004,-0.995070222263509,-0.415433220127123,0.153905558529132
"fixed_W_local_level","fixed_rate",2,"train_lower_t015",-0.400762971231727,0.360082907592326,-1.0090187376893,-0.391749463721896,0.163309240957903
"fixed_W_local_level","fixed_rate",2,"train_lower_t016",-0.367336935951164,0.39028439029344,-1.04650165654273,-0.347949560593165,0.24999406966575
"fixed_W_local_level","fixed_rate",2,"train_lower_t017",-0.332232979522256,0.433599732972805,-1.08703310055388,-0.319618075790605,0.368692981612536
"fixed_W_local_level","fixed_rate",2,"train_lower_t018",-0.289490292564382,0.476965197793232,-1.0895197386903,-0.275181529969276,0.476120665884002
"fixed_W_local_level","fixed_rate",2,"train_lower_t019",-0.258546764118934,0.519014880501676,-1.12374655253209,-0.251364754052746,0.583388591392878
"fixed_W_local_level","fixed_rate",2,"train_lower_t020",-0.233630796616459,0.560548844232964,-1.17228341262957,-0.22810799636732,0.67867440190337
"fixed_W_local_level","fixed_rate",2,"train_lower_t021",-0.212960341202518,0.599835607255719,-1.20755991012621,-0.204556320643782,0.767602028062611
"fixed_W_local_level","fixed_rate",2,"train_lower_t022",-0.195627587234724,0.638177698450723,-1.2418989842352,-0.18926815982431,0.867635566799747
"fixed_W_local_level","fixed_rate",2,"train_lower_t023",-0.18476537737674,0.667669060317293,-1.26313344356578,-0.1825063918813,0.911596718794279
"fixed_W_local_level","fixed_rate",2,"train_lower_t024",-0.181320982570903,0.699179121217751,-1.32923568767777,-0.173585023311775,0.977748159767244
"fixed_W_local_level","fixed_rate",2,"train_upper_t001",1.29416353415722,0.542138178505912,0.508735254455452,1.24352601797214,2.26159865271482
"fixed_W_local_level","fixed_rate",2,"train_upper_t002",1.30527888789753,0.512118269959972,0.583159039941271,1.24168047346008,2.24703979590712
"fixed_W_local_level","fixed_rate",2,"train_upper_t003",1.32352523622146,0.487099235130295,0.632545202692129,1.25875359413832,2.23454722457085
"fixed_W_local_level","fixed_rate",2,"train_upper_t004",1.34196951337144,0.466508862504992,0.681142520650927,1.28231199608797,2.21202653902795
"fixed_W_local_level","fixed_rate",2,"train_upper_t005",1.35395662010388,0.457562549107223,0.693254002698,1.29265742140197,2.19265425927075
"fixed_W_local_level","fixed_rate",2,"train_upper_t006",1.35333865311847,0.468832721357013,0.678651897834113,1.29750435176477,2.19248217358375
"fixed_W_local_level","fixed_rate",2,"train_upper_t007",1.35410165662826,0.474972499001368,0.672928902436527,1.30032730969735,2.19789767102001
"fixed_W_local_level","fixed_rate",2,"train_upper_t008",1.3530216175321,0.491420475271839,0.641333387486067,1.3100911287553,2.23226589001638
"fixed_W_local_level","fixed_rate",2,"train_upper_t009",1.35725280350569,0.507035000120139,0.58153804548801,1.32993499796206,2.23234986662917
"fixed_W_local_level","fixed_rate",2,"train_upper_t010",1.36742035217772,0.516630203525662,0.577263683462815,1.34021844739562,2.23145754579594
"fixed_W_local_level","fixed_rate",2,"train_upper_t011",1.3860492460707,0.524300676668956,0.567445096678527,1.36782726081215,2.25529537687739
"fixed_W_local_level","fixed_rate",2,"train_upper_t012",1.40387645283602,0.534853500858816,0.546308862842235,1.38176076886149,2.30243987007466
"fixed_W_local_level","fixed_rate",2,"train_upper_t013",1.43056347944632,0.534742563734215,0.576493867353503,1.41380955437642,2.32301327592721
"fixed_W_local_level","fixed_rate",2,"train_upper_t014",1.46217486360092,0.531486899425008,0.603381568662294,1.44240779328532,2.36650504236365
"fixed_W_local_level","fixed_rate",2,"train_upper_t015",1.49168818090531,0.52508691348659,0.643949336880586,1.4789100053695,2.36876363542026
"fixed_W_local_level","fixed_rate",2,"train_upper_t016",1.52898728804417,0.514133167108816,0.702671051921864,1.51572179061066,2.38445195860471
"fixed_W_local_level","fixed_rate",2,"train_upper_t017",1.57694789627523,0.495838849784254,0.792684317698305,1.56291492928568,2.40093010796146
"fixed_W_local_level","fixed_rate",2,"train_upper_t018",1.61782084942637,0.476462111698839,0.870211199252569,1.59914970342223,2.43331542778162
"fixed_W_local_level","fixed_rate",2,"train_upper_t019",1.67236287461574,0.450748725216144,0.971079968901927,1.6510013828359,2.45442738635418
"fixed_W_local_level","fixed_rate",2,"train_upper_t020",1.72871667197863,0.424342081493712,1.09395114895076,1.70507649339141,2.46711561390282
"fixed_W_local_level","fixed_rate",2,"train_upper_t021",1.79776444706428,0.400890863713446,1.18724996624918,1.7663195613248,2.51751801834247
"fixed_W_local_level","fixed_rate",2,"train_upper_t022",1.86671794555539,0.38394500031163,1.26935050273094,1.84680355739287,2.53315291063595
"fixed_W_local_level","fixed_rate",2,"train_upper_t023",1.91744804583595,0.385516293331426,1.31264083539697,1.90430341846655,2.57858981138175
"fixed_W_local_level","fixed_rate",2,"train_upper_t024",1.9508012358418,0.405820147723144,1.29630473983775,1.93900904159386,2.64223070994776
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t001",0.569282636725099,0.430971804630145,-0.145269166553415,0.566427499085234,1.28006275301479
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t002",0.576093241929917,0.413105310352028,-0.092977364001098,0.572392216893828,1.27162489566021
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t003",0.581989985849489,0.395508929534508,-0.0440841715196022,0.570057172750692,1.25047593106502
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t004",0.586872608932448,0.380392063986434,-0.011684629467366,0.56877224195378,1.23299920923652
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t005",0.587675161706938,0.367431731226544,0.00559824782256047,0.566210848979424,1.21400499283542
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t006",0.577144461786324,0.364186942089132,-0.00567247671723522,0.564794754476541,1.19494423312871
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t007",0.567273836552387,0.355237119358618,0.00684562680200046,0.549867089355738,1.16915161836029
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t008",0.555722551373511,0.350624315913461,-0.00656191390044269,0.544739604950581,1.14911986633864
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t009",0.54497943339541,0.345508872771155,-0.00810667969701944,0.541032818877481,1.11680925176807
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t010",0.534533011589118,0.336591194267026,-0.0182762395468325,0.534767164131388,1.08673081182036
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t011",0.520598519040498,0.321275276312838,-0.0154874755558214,0.525847943473467,1.04242833957995
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t012",0.509340570122793,0.311666964331455,-0.00277911261392717,0.511639059801819,1.0084057365733
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t013",0.507670351387248,0.305987365541233,0.00811156124942975,0.511529062342571,0.995718449717926
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t014",0.52169794489982,0.303773222124603,0.0199223264930685,0.52284201560868,1.01339463262277
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t015",0.545462604836793,0.306442987134898,0.0446745799215144,0.550458278107128,1.03484941623166
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t016",0.580825176046501,0.313806520821749,0.0624317156725979,0.587453834133398,1.08196868171931
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t017",0.622357458376488,0.324130151344617,0.0861283329984696,0.627571591656282,1.14761555711491
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t018",0.664165278430992,0.33660941048651,0.105820958190187,0.664372427487487,1.20688467451075
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t019",0.706908055248405,0.344519857889022,0.143978988974201,0.703814037069698,1.26892299663756
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t020",0.747542937681084,0.347246350688429,0.19060457093589,0.743428063761085,1.33056019424673
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t021",0.792402052930881,0.351147898282449,0.233913089281264,0.790896361887438,1.38208564336185
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t022",0.835545179160335,0.359344934715642,0.257433846461528,0.828505105196399,1.44120356020644
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t023",0.866341334229606,0.367707429165607,0.282027725024825,0.861833856001142,1.48336787293089
"fixed_W_local_level","fixed_rate",2,"train_midpoint_t024",0.884740126635449,0.386034410982333,0.266632321399472,0.879078593749929,1.53645394749809
"fixed_W_local_level","fixed_rate",2,"train_width_t001",1.44976179486424,0.767755867549586,0.218198233663118,1.42904843613751,2.75604424233371
"fixed_W_local_level","fixed_rate",2,"train_width_t002",1.45837129193522,0.750873317297836,0.230256159726392,1.44541449419395,2.72359114713022
"fixed_W_local_level","fixed_rate",2,"train_width_t003",1.48307050074395,0.72964439516493,0.28200171374914,1.48285977589859,2.68494204067773
"fixed_W_local_level","fixed_rate",2,"train_width_t004",1.51019380887799,0.712568714611545,0.311518963416295,1.52611545028309,2.68351140230003
"fixed_W_local_level","fixed_rate",2,"train_width_t005",1.53256291679388,0.702203211506708,0.325408777656055,1.54951354312939,2.67480983843608
"fixed_W_local_level","fixed_rate",2,"train_width_t006",1.5523883826643,0.696103966026533,0.362059983210549,1.55706176968843,2.69440949574817
