"fixture_id","learning_rate_mode","chain","estimand","mean","sd","q05","q50","q95"
"fixed_W_local_level","fixed_rate",1,"train_lower_t001",-0.166524388507085,0.621174858729391,-1.27966042710504,-0.10219240336294,0.743621295264893
"fixed_W_local_level","fixed_rate",1,"train_lower_t002",-0.164719856717589,0.608781606498511,-1.25385441396921,-0.101287998536766,0.723806872049936
"fixed_W_local_level","fixed_rate",1,"train_lower_t003",-0.171305855532376,0.599477226378553,-1.23007285417186,-0.118651002443164,0.708749645408905
"fixed_W_local_level","fixed_rate",1,"train_lower_t004",-0.175980029695155,0.591614643024178,-1.19662409843742,-0.13350218740398,0.718428962869171
"fixed_W_local_level","fixed_rate",1,"train_lower_t005",-0.18740482071845,0.572941132773422,-1.14199464118638,-0.144328924426849,0.683789105016176
"fixed_W_local_level","fixed_rate",1,"train_lower_t006",-0.203030159308731,0.554953498253903,-1.15345500829403,-0.165352409708403,0.647027292404364
"fixed_W_local_level","fixed_rate",1,"train_lower_t007",-0.223125250859699,0.526556944380366,-1.12613161276162,-0.186603885878571,0.587714150154793
"fixed_W_local_level","fixed_rate",1,"train_lower_t008",-0.246500400667578,0.496940954367466,-1.10634514099571,-0.2093516825672,0.515486481915869
"fixed_W_local_level","fixed_rate",1,"train_lower_t009",-0.275484071393211,0.462506311010528,-1.08223254254873,-0.24462024051956,0.431494359404334
"fixed_W_local_level","fixed_rate",1,"train_lower_t010",-0.310175646862098,0.422918999915642,-1.03042506502216,-0.28355674741253,0.331783337297743
"fixed_W_local_level","fixed_rate",1,"train_lower_t011",-0.35055921323338,0.388646937061262,-1.01770371051306,-0.329992903034706,0.239996581844167
"fixed_W_local_level","fixed_rate",1,"train_lower_t012",-0.391137191556035,0.359414178254333,-0.996031051315326,-0.367742763168382,0.166724229677061
"fixed_W_local_level","fixed_rate",1,"train_lower_t013",-0.418641155572573,0.344520648603198,-0.995904653676144,-0.413081700113008,0.130353069075587
"fixed_W_local_level","fixed_rate",1,"train_lower_t014",-0.425149561963417,0.343488906516165,-0.990993181714999,-0.41884179590562,0.119784010577521
"fixed_W_local_level","fixed_rate",1,"train_lower_t015",-0.410596469935368,0.364355510679833,-1.02027134464258,-0.396857404078504,0.15986566168743
"fixed_W_local_level","fixed_rate",1,"train_lower_t016",-0.380185263135746,0.392117705877448,-1.03313424482838,-0.35455761801693,0.224080328376333
"fixed_W_local_level","fixed_rate",1,"train_lower_t017",-0.338565176681858,0.440315366496987,-1.08201154746903,-0.318184542637744,0.357210052453859
"fixed_W_local_level","fixed_rate",1,"train_lower_t018",-0.297724336945801,0.48037604069086,-1.11117775798475,-0.280363652919178,0.464640340058111
"fixed_W_local_level","fixed_rate",1,"train_lower_t019",-0.263174410919039,0.522626883273937,-1.15079621434803,-0.244522197927057,0.569215978634315
"fixed_W_local_level","fixed_rate",1,"train_lower_t020",-0.23751407695695,0.564499286134909,-1.20426441058041,-0.214627115906365,0.66417841940787
"fixed_W_local_level","fixed_rate",1,"train_lower_t021",-0.219868045910344,0.600601830023118,-1.23924494706103,-0.201108390941939,0.747980696774832
"fixed_W_local_level","fixed_rate",1,"train_lower_t022",-0.205066520830918,0.629621468918325,-1.27021732455651,-0.18683441826637,0.824578260791549
"fixed_W_local_level","fixed_rate",1,"train_lower_t023",-0.190831102834111,0.664919352426151,-1.29599399892734,-0.176643138255021,0.899521057772134
"fixed_W_local_level","fixed_rate",1,"train_lower_t024",-0.186485803154824,0.693274187050214,-1.32855914149616,-0.166925892200675,0.950875463374841
"fixed_W_local_level","fixed_rate",1,"train_upper_t001",1.28618663469583,0.546853898737416,0.48781676115342,1.2372280034469,2.2713223821009
"fixed_W_local_level","fixed_rate",1,"train_upper_t002",1.29705121073382,0.517234135273071,0.558651005698223,1.24100579504532,2.23189347637219
"fixed_W_local_level","fixed_rate",1,"train_upper_t003",1.31400454474326,0.49374511345335,0.612960407732626,1.25758822714456,2.21311322653935
"fixed_W_local_level","fixed_rate",1,"train_upper_t004",1.33164223133801,0.473547592824877,0.654768072329249,1.2750256169217,2.20993230516622
"fixed_W_local_level","fixed_rate",1,"train_upper_t005",1.34079020793073,0.466628326095849,0.662711491629609,1.28404611825433,2.20091311622162
"fixed_W_local_level","fixed_rate",1,"train_upper_t006",1.34057972149915,0.472565256982897,0.652683977229917,1.29418209574861,2.19741772058052
"fixed_W_local_level","fixed_rate",1,"train_upper_t007",1.34474428069618,0.478748586968892,0.664928998658616,1.28992861730668,2.20398344033661
"fixed_W_local_level","fixed_rate",1,"train_upper_t008",1.34231468739314,0.487218978240852,0.6318557699663,1.29749423333047,2.19299142127247
"fixed_W_local_level","fixed_rate",1,"train_upper_t009",1.34196469454618,0.502216094773212,0.602144295421616,1.30113907039611,2.23297076995732
"fixed_W_local_level","fixed_rate",1,"train_upper_t010",1.3515847116172,0.513052696150652,0.576266657419481,1.31121278971208,2.23343109853657
"fixed_W_local_level","fixed_rate",1,"train_upper_t011",1.36657304524533,0.518579579443026,0.554702651621084,1.34461672348749,2.2544556595052
"fixed_W_local_level","fixed_rate",1,"train_upper_t012",1.38668578432254,0.526173098721661,0.570789636663594,1.36496004886156,2.2935365210811
"fixed_W_local_level","fixed_rate",1,"train_upper_t013",1.41324997976938,0.527486167249798,0.583708219435472,1.39238649583467,2.31571570463936
"fixed_W_local_level","fixed_rate",1,"train_upper_t014",1.44074027511387,0.524424287877382,0.601817136722978,1.42569312266729,2.33513608677511
"fixed_W_local_level","fixed_rate",1,"train_upper_t015",1.4781503564673,0.51550698437964,0.658646249142612,1.46020579130911,2.34279069236006
"fixed_W_local_level","fixed_rate",1,"train_upper_t016",1.52148906849504,0.501637923126202,0.722941699517261,1.51208714979356,2.34994683254113
"fixed_W_local_level","fixed_rate",1,"train_upper_t017",1.56464220308814,0.485261427899845,0.780569451385526,1.55656142595297,2.3851832355571
"fixed_W_local_level","fixed_rate",1,"train_upper_t018",1.60399535669717,0.468976501239942,0.866320150281216,1.58449644624932,2.40383848352756
"fixed_W_local_level","fixed_rate",1,"train_upper_t019",1.64984134820043,0.445786123595756,0.954273645557375,1.62678479518571,2.42001079857433
"fixed_W_local_level","fixed_rate",1,"train_upper_t020",1.71045406445197,0.421234752499605,1.06537220710553,1.68123248147527,2.44560222056539
"fixed_W_local_level","fixed_rate",1,"train_upper_t021",1.77861837462438,0.398391946629926,1.18613000496721,1.7466177060256,2.49151774980474
"fixed_W_local_level","fixed_rate",1,"train_upper_t022",1.84743314098157,0.385576610500651,1.24210970489324,1.8207977586747,2.51704068451944
"fixed_W_local_level","fixed_rate",1,"train_upper_t023",1.89640445183204,0.381906037449125,1.27324809173771,1.88468359923135,2.54241801120416
"fixed_W_local_level","fixed_rate",1,"train_upper_t024",1.92521987175901,0.409747510946743,1.25255735106225,1.92443302863268,2.61581580467455
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t001",0.559831123094375,0.436903089842209,-0.155870887518692,0.559287161583575,1.27600599349501
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t002",0.566165677008114,0.417879814442731,-0.120090572023976,0.55978348158635,1.25042082308317
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t003",0.571349344605443,0.402712872376878,-0.0723250502578181,0.561484482990777,1.25727734073388
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t004",0.577831100821426,0.388499142557681,-0.0340791373845128,0.56280886640797,1.24017400482605
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t005",0.576692693606141,0.376184897758196,-0.00642147663004281,0.557341765255175,1.22602739617735
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t006",0.568774781095211,0.371562558566669,-0.0179989617937121,0.553652326177252,1.19363049738334
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t007",0.560809514918239,0.36334416643594,-0.0107639168493883,0.550737144952857,1.17878805293766
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t008",0.547907143362781,0.35464052086282,-0.0148481387690083,0.540172176766586,1.1450911301507
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t009",0.533240311576483,0.34761892241513,-0.0206063344542162,0.52310878033429,1.10731676397875
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t010",0.520704532377548,0.335328152055057,-0.0231055351482034,0.517796565894385,1.07069526375412
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t011",0.508006916005976,0.3225199107572,-0.0189072530999027,0.506243871707136,1.03969671369833
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t012",0.497774296383251,0.311622088612463,-0.00580811236430902,0.498920910051403,1.00369602062922
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t013",0.497304412098404,0.304033375540684,0.0119184615304812,0.49719292447802,0.986871862496801
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t014",0.507795356575228,0.301469748251485,0.0174183707689228,0.509262848762511,0.99124856775636
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t015",0.533776943265967,0.303648457441341,0.0361786082351863,0.543834591316291,1.02913035138356
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t016",0.570651902679648,0.309792373286873,0.0599017951347017,0.576206507728283,1.05800202101364
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t017",0.613038513203142,0.320235158932155,0.0901955564031731,0.617441453502234,1.13189396146991
"fixed_W_local_level","fixed_rate",1,"train_midpoint_t018",0.653135509875684,0.330951967951562,0.116769516140241,0.656460092115117,1.18363334611149
