"estimand","chains","rhat","ess_bulk","ess_tail","mcse_mean","mcse_over_sd","pass","DGP","replication","sentinel"
"training_t0200_midpoint",1,NA,785.30148442738,1653.95763164622,0.00462117121257813,0.0356135985275105,TRUE,"S03",13,FALSE
"training_t0200_width",1,NA,1058.33203891659,2007.07300002002,0.00806474101465457,0.0307244464813761,TRUE,"S03",13,FALSE
"terminal_lower",1,NA,965.255985945728,1830.29251486127,0.0058998612204164,0.0322334058642309,TRUE,"S03",13,FALSE
"terminal_upper",1,NA,843.958088057317,1794.77041345588,0.00636989373393086,0.034233857105357,TRUE,"S03",13,FALSE
"terminal_midpoint",1,NA,785.30148442738,1653.95763164622,0.00462117121257813,0.0356135985275105,TRUE,"S03",13,FALSE
"terminal_width",1,NA,1058.33203891659,2007.07300002002,0.00806474101465457,0.0307244464813761,TRUE,"S03",13,FALSE
"future_h01_lower",1,NA,965.255985945728,1830.29251486127,0.0058998612204164,0.0322334058642309,TRUE,"S03",13,FALSE
"future_h01_upper",1,NA,843.958088057317,1794.77041345588,0.00636989373393086,0.034233857105357,TRUE,"S03",13,FALSE
"future_h01_midpoint",1,NA,785.30148442738,1653.95763164622,0.00462117121257813,0.0356135985275105,TRUE,"S03",13,FALSE
"future_h01_width",1,NA,1058.33203891659,2007.07300002002,0.00806474101465457,0.0307244464813761,TRUE,"S03",13,FALSE
"future_h05_lower",1,NA,965.255985945728,1830.29251486127,0.0058998612204164,0.0322334058642309,TRUE,"S03",13,FALSE
"future_h05_upper",1,NA,843.958088057317,1794.77041345588,0.00636989373393086,0.034233857105357,TRUE,"S03",13,FALSE
"future_h05_midpoint",1,NA,785.30148442738,1653.95763164622,0.00462117121257813,0.0356135985275105,TRUE,"S03",13,FALSE
"future_h05_width",1,NA,1058.33203891659,2007.07300002002,0.00806474101465457,0.0307244464813761,TRUE,"S03",13,FALSE
"future_h10_lower",1,NA,965.255985945728,1830.29251486127,0.0058998612204164,0.0322334058642309,TRUE,"S03",13,FALSE
"future_h10_upper",1,NA,843.958088057317,1794.77041345588,0.00636989373393086,0.034233857105357,TRUE,"S03",13,FALSE
"future_h10_midpoint",1,NA,785.30148442738,1653.95763164622,0.00462117121257813,0.0356135985275105,TRUE,"S03",13,FALSE
"future_h10_width",1,NA,1058.33203891659,2007.07300002002,0.00806474101465457,0.0307244464813761,TRUE,"S03",13,FALSE
"future_h20_lower",1,NA,965.255985945728,1830.29251486127,0.0058998612204164,0.0322334058642309,TRUE,"S03",13,FALSE
"future_h20_upper",1,NA,843.958088057317,1794.77041345588,0.00636989373393086,0.034233857105357,TRUE,"S03",13,FALSE
"future_h20_midpoint",1,NA,785.30148442738,1653.95763164622,0.00462117121257813,0.0356135985275105,TRUE,"S03",13,FALSE
"future_h20_width",1,NA,1058.33203891659,2007.07300002002,0.00806474101465457,0.0307244464813761,TRUE,"S03",13,FALSE
"mean_lower",1,NA,496.729178197628,1002.3630212968,0.00332730756783146,0.0447355118729492,TRUE,"S03",103,FALSE
"mean_upper",1,NA,592.222035861716,939.139762084958,0.00330092595173856,0.0411278142109567,TRUE,"S03",103,FALSE
"mean_midpoint",1,NA,553.914256473089,1064.213178496,0.00224997579913622,0.0425053090487932,TRUE,"S03",103,FALSE
"mean_width",1,NA,534.669957579322,1038.1525317152,0.00489195604222514,0.0433420213602292,TRUE,"S03",103,FALSE
"observed_loss",1,NA,1419.72830744853,2105.66182138775,0.0649255550014538,0.0267722319005759,TRUE,"S03",103,FALSE
"training_t0001_lower",1,NA,1438.99598001485,3344.30343247087,0.00512887030251192,0.0259954186760597,TRUE,"S03",103,FALSE
"training_t0001_upper",1,NA,1643.22953748284,2422.43560359765,0.00947277437834249,0.0245871677381444,TRUE,"S03",103,FALSE
"training_t0001_midpoint",1,NA,1558.03935526132,2755.00869276076,0.00546643828101339,0.0253020313988827,TRUE,"S03",103,FALSE
"training_t0001_width",1,NA,1713.89671856157,2761.32544068458,0.0104389164967867,0.0240743751218252,TRUE,"S03",103,FALSE
"training_t0050_lower",1,NA,846.904402235138,1717.29407365602,0.00495751569899429,0.0347702378271645,TRUE,"S03",103,FALSE
"training_t0050_upper",1,NA,824.240390307533,1499.43460196113,0.00404800963943562,0.0348867423447703,TRUE,"S03",103,FALSE
"training_t0050_midpoint",1,NA,871.111673498125,1786.86341840357,0.00306016071623466,0.0339989336034976,TRUE,"S03",103,FALSE
"training_t0050_width",1,NA,804.251635032761,1340.18751330894,0.00667410436525016,0.0355834417129087,TRUE,"S03",103,FALSE
"training_t0100_lower",1,NA,988.328474781514,1831.56815857402,0.00360250211733725,0.0319174003865067,TRUE,"S03",103,FALSE
"training_t0100_upper",1,NA,921.625981534303,1742.96638787419,0.00411688517951102,0.0329468484369111,TRUE,"S03",103,FALSE
"training_t0100_midpoint",1,NA,1017.73912705879,1989.44456276328,0.00259765032527931,0.0313649892336873,TRUE,"S03",103,FALSE
"training_t0100_width",1,NA,921.599771280482,1719.63293552943,0.00564598911878272,0.0330010658841809,TRUE,"S03",103,FALSE
"training_t0150_lower",1,NA,795.357115656927,1549.3778309181,0.00372419408194173,0.0353783360469711,TRUE,"S03",103,FALSE
"training_t0150_upper",1,NA,1145.18683729397,1322.01416847392,0.00448051156043288,0.0296509011962171,TRUE,"S03",103,FALSE
"training_t0150_midpoint",1,NA,1050.15337568849,1939.30025454041,0.00282126206034636,0.0308190408204083,TRUE,"S03",103,FALSE
"training_t0150_width",1,NA,947.921952289473,1548.13851523093,0.00601749777916634,0.03248673348078,TRUE,"S03",103,FALSE
"training_t0200_lower",1,NA,1051.60330633035,2265.82269541614,0.00439204190042572,0.0308872155203359,TRUE,"S03",103,FALSE
"training_t0200_upper",1,NA,892.212679260539,1136.54606893415,0.00566074162252668,0.0338399527511012,TRUE,"S03",103,FALSE
"training_t0200_midpoint",1,NA,993.396635778475,1962.69943181357,0.00341308250353988,0.0316941880544695,TRUE,"S03",103,FALSE
"training_t0200_width",1,NA,950.661989038702,1808.83947725281,0.00728952544071656,0.0325939593820759,TRUE,"S03",103,FALSE
"terminal_lower",1,NA,1051.60330633035,2265.82269541614,0.00439204190042572,0.0308872155203359,TRUE,"S03",103,FALSE
"terminal_upper",1,NA,892.212679260539,1136.54606893415,0.00566074162252668,0.0338399527511012,TRUE,"S03",103,FALSE
"terminal_midpoint",1,NA,993.396635778475,1962.69943181357,0.00341308250353988,0.0316941880544695,TRUE,"S03",103,FALSE
"terminal_width",1,NA,950.661989038702,1808.83947725281,0.00728952544071656,0.0325939593820759,TRUE,"S03",103,FALSE
"future_h01_lower",1,NA,1051.60330633035,2265.82269541614,0.00439204190042572,0.0308872155203359,TRUE,"S03",103,FALSE
"future_h01_upper",1,NA,892.212679260539,1136.54606893415,0.00566074162252668,0.0338399527511012,TRUE,"S03",103,FALSE
"future_h01_midpoint",1,NA,993.396635778475,1962.69943181357,0.00341308250353988,0.0316941880544695,TRUE,"S03",103,FALSE
"future_h01_width",1,NA,950.661989038702,1808.83947725281,0.00728952544071656,0.0325939593820759,TRUE,"S03",103,FALSE
"future_h05_lower",1,NA,1051.60330633035,2265.82269541614,0.00439204190042572,0.0308872155203359,TRUE,"S03",103,FALSE
"future_h05_upper",1,NA,892.212679260539,1136.54606893415,0.00566074162252668,0.0338399527511012,TRUE,"S03",103,FALSE
"future_h05_midpoint",1,NA,993.396635778475,1962.69943181357,0.00341308250353988,0.0316941880544695,TRUE,"S03",103,FALSE
"future_h05_width",1,NA,950.661989038702,1808.83947725281,0.00728952544071656,0.0325939593820759,TRUE,"S03",103,FALSE
"future_h10_lower",1,NA,1051.60330633035,2265.82269541614,0.00439204190042572,0.0308872155203359,TRUE,"S03",103,FALSE
"future_h10_upper",1,NA,892.212679260539,1136.54606893415,0.00566074162252668,0.0338399527511012,TRUE,"S03",103,FALSE
"future_h10_midpoint",1,NA,993.396635778475,1962.69943181357,0.00341308250353988,0.0316941880544695,TRUE,"S03",103,FALSE
"future_h10_width",1,NA,950.661989038702,1808.83947725281,0.00728952544071656,0.0325939593820759,TRUE,"S03",103,FALSE
"future_h20_lower",1,NA,1051.60330633035,2265.82269541614,0.00439204190042572,0.0308872155203359,TRUE,"S03",103,FALSE
"future_h20_upper",1,NA,892.212679260539,1136.54606893415,0.00566074162252668,0.0338399527511012,TRUE,"S03",103,FALSE
"future_h20_midpoint",1,NA,993.396635778475,1962.69943181357,0.00341308250353988,0.0316941880544695,TRUE,"S03",103,FALSE
"future_h20_width",1,NA,950.661989038702,1808.83947725281,0.00728952544071656,0.0325939593820759,TRUE,"S03",103,FALSE
"mean_lower",4,1.00074969607886,1704.20483010013,2604.12101306766,0.00170795385086611,0.0246701380385545,TRUE,"S03",192,TRUE
"mean_upper",4,0.999999665784993,2534.82056744007,4296.13806533482,0.00142648732816379,0.0198176504372985,TRUE,"S03",192,TRUE
"mean_midpoint",4,1.00057044156155,2239.43413940626,4110.34750179713,0.00105697107108677,0.0211782374182116,TRUE,"S03",192,TRUE
"mean_width",4,1.0000864364149,1917.81817208793,2699.15969687992,0.00230297169176127,0.0230469078263115,TRUE,"S03",192,TRUE
"observed_loss",4,1.00007240340708,5707.22511353696,8461.43578600581,0.0273795396495587,0.0135096492293339,TRUE,"S03",192,TRUE
"training_t0001_lower",4,1.00067199800657,5996.65812212194,10654.9977356551,0.00355780462852622,0.0128707902373818,TRUE,"S03",192,TRUE
"training_t0001_upper",4,1.00003047145176,7701.77903291685,11347.7575873146,0.00319839374264404,0.0113826873893262,TRUE,"S03",192,TRUE
"training_t0001_midpoint",4,1.00057439336487,6957.14435448891,11198.6336337989,0.00235432660050282,0.0119887359652031,TRUE,"S03",192,TRUE
"training_t0001_width",4,1.00007891601638,6607.11662340539,11146.5755783277,0.00485808696620426,0.0122813871122951,TRUE,"S03",192,TRUE
"training_t0050_lower",4,1.0001889645996,2468.86915141208,3483.56920669289,0.00265172193444975,0.0208855825600099,TRUE,"S03",192,TRUE
"training_t0050_upper",4,1.00026535543955,3381.59729377041,6331.22130088221,0.00220541282106843,0.0171749989551435,TRUE,"S03",192,TRUE
"training_t0050_midpoint",4,1.00048247789216,3147.57251130653,5216.05768276111,0.00160915617723046,0.0179739954904325,TRUE,"S03",192,TRUE
"training_t0050_width",4,0.999976431105348,2513.97135736211,3506.61574964139,0.00368895183290561,0.0202588891412562,TRUE,"S03",192,TRUE
"training_t0100_lower",4,1.00018768205464,3010.80641646379,6747.84336935177,0.00200704777861023,0.0182912084069877,TRUE,"S03",192,TRUE
"training_t0100_upper",4,0.999959589747916,4290.84232518449,7503.6449870382,0.00198056329911204,0.0152499870603681,TRUE,"S03",192,TRUE
"training_t0100_midpoint",4,1.00008008310047,3914.06172421731,7219.54484850225,0.00135967119510006,0.0159781722988637,TRUE,"S03",192,TRUE
"training_t0100_width",4,1.00000270096461,3719.74601946843,6705.75130304459,0.00279108406783792,0.0164325684296459,TRUE,"S03",192,TRUE
