"fixture_id","learning_rate_mode","seed","all_saved_stochastic_fields_bitwise","time0_draws_complete","estimand_schema_complete","final_checkpoint_bitwise","three_segment_history","full_checkpoint_digest","segmented_checkpoint_digest","continuation_history_digest"
"fixed_W_local_level","fixed_rate",84306,TRUE,TRUE,TRUE,TRUE,TRUE,"dd27eb01ff8143da2458d98b261a2ca82e92c1077897e1d1710bf5182e7b8be5","dd27eb01ff8143da2458d98b261a2ca82e92c1077897e1d1710bf5182e7b8be5","1d174ac0377f3c3a1ed1673c543f6c2822b52d733ff7f9833a72530568489640"
"fixed_W_local_level","learned_pseudoresidual_normalized",84307,TRUE,TRUE,TRUE,TRUE,TRUE,"8e89db23a729528fe7f0af3d5e4a2d4d8edce83fcc0354e046710e264d5158b1","8e89db23a729528fe7f0af3d5e4a2d4d8edce83fcc0354e046710e264d5158b1","fbeebb75a9b20646412a13ac8d351cbd6c7ee58ba87823cd64049c31159aa713"
"frozen_trend_seasonal_discount","fixed_rate",84308,TRUE,TRUE,TRUE,TRUE,TRUE,"cc56597bc83f1e89e4add9aed3d13b4c53de9e3b92a7f54d8f138f6f2361ee86","cc56597bc83f1e89e4add9aed3d13b4c53de9e3b92a7f54d8f138f6f2361ee86","8790e6723ba21fd5dff3904896c9d03431fa4cd0016fe44091b506b9990853c0"
"frozen_trend_seasonal_discount","learned_pseudoresidual_normalized",84309,TRUE,TRUE,TRUE,TRUE,TRUE,"335b2906177aaa669a0de4945c46ffe5aba3cefb50c3e53b15d160204b81bd5d","335b2906177aaa669a0de4945c46ffe5aba3cefb50c3e53b15d160204b81bd5d","23294eae3e576a5752f3f905b9c83ccdf57c0864eaaea2599005d3e7d392a2f6"
"shared_component_scale_trend_regression","fixed_rate",84310,TRUE,TRUE,TRUE,TRUE,TRUE,"20cfb4a537692163a08f63fa79fbe1d92b85d84d867087abd61cb90a9cdbe26d","20cfb4a537692163a08f63fa79fbe1d92b85d84d867087abd61cb90a9cdbe26d","916457145c05474b934bceb7284580b17e03223728d618829f8396ea7da4a909"
"shared_component_scale_trend_regression","learned_pseudoresidual_normalized",84311,TRUE,TRUE,TRUE,TRUE,TRUE,"5a3cae16e7fdcc8c971b7c17f1bf7c966d5651498e04ccb205ee011bf96639a5","5a3cae16e7fdcc8c971b7c17f1bf7c966d5651498e04ccb205ee011bf96639a5","e371d52c168163a46702405a810d2ce056ad7198c4d673b542c8a8988909366f"
