"family","target","endpoint","index","observed","mean_error","median_error","q025_error","q975_error","rmse"
"fixed_design","RQR","lower",1,TRUE,-0.143419452738383,-0.110831542504049,-1.27630858311911,0.796511340743167,0.584596893896668
"fixed_design","RQR","lower",2,TRUE,-0.144146475923219,-0.11173720779461,-1.27415643952156,0.79304071974833,0.583329916415172
"fixed_design","RQR","lower",3,TRUE,-0.144871402002834,-0.112536557630307,-1.27259425547411,0.789741368883131,0.582066873358454
"fixed_design","RQR","lower",4,TRUE,-0.145594230977228,-0.113589882933745,-1.27053790685157,0.786377379207586,0.580807764257036
"fixed_design","RQR","lower",5,TRUE,-0.146314962846401,-0.114396817813532,-1.26777983082102,0.78299907097198,0.579552588605972
"fixed_design","RQR","lower",6,TRUE,-0.147033597610354,-0.115044931307219,-1.26521301734495,0.779589887115571,0.578301345864499
"fixed_design","RQR","lower",7,TRUE,-0.147750135269084,-0.116170386362618,-1.26196322637469,0.77718308333756,0.577054035455684
"fixed_design","RQR","lower",8,TRUE,-0.148464575822593,-0.117068280956627,-1.26017875984094,0.77373634954291,0.575810656766072
"fixed_design","RQR","lower",9,TRUE,-0.14917691927088,-0.117556344500867,-1.25857123581064,0.770667938865341,0.574571209145327
"fixed_design","RQR","lower",10,TRUE,-0.149887165613946,-0.118375954035681,-1.25624832836756,0.767394886678336,0.573335691905884
"fixed_design","RQR","lower",11,TRUE,-0.150595314851791,-0.119850180412613,-1.25344717459446,0.764444493361038,0.572104104322584
"fixed_design","RQR","lower",12,TRUE,-0.151301366984414,-0.120566313851591,-1.25032895487844,0.761669725985958,0.570876445632326
"fixed_design","RQR","lower",13,TRUE,-0.152005322011816,-0.121170474865983,-1.24768154603186,0.758547582319094,0.569652715033703
"fixed_design","RQR","lower",14,TRUE,-0.152707179933995,-0.121896861954771,-1.24529455945114,0.755187086821523,0.568432911686645
"fixed_design","RQR","lower",15,TRUE,-0.153406940750954,-0.122657859495352,-1.24253182611473,0.751771814920617,0.567217034712065
"fixed_design","RQR","lower",16,TRUE,-0.154104604462691,-0.123323665086234,-1.24061324788561,0.748456197768628,0.566005083191491
"fixed_design","RQR","lower",17,TRUE,-0.154800171069207,-0.123900182756726,-1.23910882788806,0.745058519296377,0.564797056166715
"fixed_design","RQR","lower",18,TRUE,-0.155493640570501,-0.124881695614282,-1.23656203626142,0.741681548549759,0.563592952639425
"fixed_design","RQR","lower",19,TRUE,-0.156185012966574,-0.125891841624871,-1.23475268961242,0.738618015803397,0.562392771570848
"fixed_design","RQR","lower",20,TRUE,-0.156874288257426,-0.126796523553732,-1.23317703810192,0.735293789582419,0.561196511881388
"fixed_design","RQR","lower",21,TRUE,-0.157561466443055,-0.127637615406026,-1.23131385016449,0.732179213430677,0.560004172450263
"fixed_design","RQR","lower",22,TRUE,-0.158246547523463,-0.128295204559983,-1.23021601575824,0.728997959478168,0.558815752115144
"fixed_design","RQR","lower",23,TRUE,-0.15892953149865,-0.129312543462161,-1.22765295937293,0.726100869752275,0.557631249671793
"fixed_design","RQR","lower",24,TRUE,-0.159610418368616,-0.129969822854006,-1.22515876952524,0.722908305549897,0.556450663873697
"fixed_design","RQR","lower",25,TRUE,-0.16028920813336,-0.1306408993009,-1.22300183392815,0.719312661704864,0.555273993431709
"fixed_design","RQR","lower",26,TRUE,-0.160965900792882,-0.131589292766904,-1.22045028861835,0.716063734411756,0.554101237013683
"fixed_design","RQR","lower",27,TRUE,-0.161640496347184,-0.132212974842921,-1.21847495282801,0.712984969106814,0.552932393244111
"fixed_design","RQR","lower",28,TRUE,-0.162312994796263,-0.132938076636985,-1.21711663471279,0.709813013117588,0.55176746070376
"fixed_design","RQR","lower",29,TRUE,-0.162983396140121,-0.133823869599875,-1.21478817999102,0.706803756578331,0.550606437929309
"fixed_design","RQR","lower",30,TRUE,-0.163651700378758,-0.134886470604675,-1.21149922286149,0.703961438565317,0.549449323412983
"fixed_design","RQR","lower",31,TRUE,-0.164317907512173,-0.135500779960792,-1.2089384334614,0.701316015570567,0.548296115602195
