"rank","maximum_gram_absolute_error","maximum_reconstruction_error","minimum_row_norm","center_row_norm","maximum_row_norm"
3,2.22044604925031e-16,1.4210854715202e-14,1.34164121678996,1.49999982638876,2.99500693519835
