"family","target","index","x","y","mean_truth","oracle_lower","oracle_upper","fit_lower","fit_upper","fit_midpoint","fit_width","fit_lower_q025","fit_lower_q975","fit_upper_q025","fit_upper_q975","fit_midpoint_q025","fit_midpoint_q975","fit_width_q025","fit_width_q975","observed"
"fixed_design","RQR",1,-1,-0.876900379551785,-0.8,-2.53683031147957,-0.211921334202037,-2.68024976421796,-0.197952499525776,-1.43910113187187,2.48229726469218,-3.81313889459868,-1.74031897073641,-0.359836264469698,0.000556358151725388,-2.00523488329783,-0.958700356504517,1.50210053780819,3.62836901910519,TRUE
"fixed_design","RQR",2,-0.998331943286072,-0.522754667127351,-0.797582152488764,-2.53483031946767,-0.209362003724435,-2.67897679539088,-0.195646253947881,-1.43731152466938,2.483330541443,-3.80898675898923,-1.74178959971934,-0.357004934160164,0.00211470491019582,-2.00200884181976,-0.958280416930607,1.50515640962517,3.62657902105803,TRUE
"fixed_design","RQR",3,-0.996663886572143,-0.338360462601213,-0.795165974425449,-2.53283199690368,-0.206804342694754,-2.67770339890651,-0.193341222790831,-1.43552231084867,2.48436217611568,-3.80542625237779,-1.74309062802055,-0.354183901989741,0.00367171676529754,-1.99879281857356,-0.957784109173158,1.50854017763521,3.62481933682342,TRUE
"fixed_design","RQR",4,-0.994995829858215,-0.692167714977618,-0.792751465810054,-2.53083534378762,-0.204248351112994,-2.67642957476484,-0.191037406054636,-1.43373349040974,2.48539216871021,-3.80137325063919,-1.74445796458003,-0.351310940034068,0.00520730935876987,-1.99555506295878,-0.957290519695345,1.51244597949305,3.62276841965175,TRUE
"fixed_design","RQR",5,-0.993327773144287,-0.751513050205133,-0.79033862664258,-2.52884036011947,-0.201694028979154,-2.67515532296587,-0.188734803739293,-1.43194506335258,2.48642051922658,-3.79662019094049,-1.74584128914749,-0.34836800083915,0.00683518435535825,-1.99249364632384,-0.95709305188577,1.51647521855335,3.6206028263749,TRUE
"fixed_design","RQR",6,-0.991659716430359,-0.828223714422969,-0.787927456923027,-2.52684704589925,-0.199141376293235,-2.6738806435096,-0.186433415844803,-1.4301570296772,2.4874472276648,-3.79206006324419,-1.74725715878367,-0.345485581310478,0.00844969983810192,-1.98950645353563,-0.956404361338607,1.52038006050641,3.61908200942242,TRUE
"fixed_design","RQR",7,-0.98999165971643,-0.830204126834014,-0.785517956651393,-2.52485540112694,-0.196590393055236,-2.67260553639603,-0.184133242371167,-1.4283693893836,2.48847229402486,-3.78681862750164,-1.74767231778938,-0.342566378437668,0.0100513985545453,-1.98649924464262,-0.955974597566314,1.52393980419753,3.61722301654134,TRUE
"fixed_design","RQR",8,-0.988323603002502,-0.608324418430312,-0.783110125827681,-2.52286542580256,-0.194041079265158,-2.67133000162515,-0.181834283318383,-1.42658214247177,2.48949571830677,-3.7830441856435,-1.74912907625965,-0.339555276253681,0.0116993713177641,-1.98306622710532,-0.955549818987298,1.52720126808826,3.61544857667146,TRUE
"fixed_design","RQR",9,-0.986655546288574,-0.676614525498225,-0.780703964451889,-2.5208771199261,-0.191493434923,-2.67005403919698,-0.179536538686452,-1.42479528894171,2.49051750051053,-3.77944835573673,-1.75020918106076,-0.336693347374817,0.0133358660686067,-1.97976445702001,-0.95468646649348,1.53087995765573,3.61326280457525,TRUE
"fixed_design","RQR",10,-0.984987489574646,-0.755425728335739,-0.778299472524018,-2.51889048349756,-0.188947460028763,-2.6687776491115,-0.177240008475374,-1.42300882879344,2.49153764063613,-3.77513881186511,-1.75149559681922,-0.333842003885149,0.0150631774811144,-1.97659491094989,-0.954102444332497,1.53494947789308,3.61146384518438,TRUE
