"response_sd","oracle_mean_width","maximum_endpoint_over_response_sd","median_maximum_width_over_oracle_width","maximum_width_over_oracle_width","remote_draw_fraction"
0.603371965086646,2.45903834135124,3.856260435449,1.182390326136,1.56147087916045,0
0.603371965086646,2.45903834135124,4.13321553967929,1.17293043288575,1.52513766965388,0
0.603371965086646,2.45903834135124,4.04765860560765,1.18441821503023,1.50818816572942,0
0.603371965086646,2.45903834135124,4.00342460988408,1.18223458070012,1.5364100316534,0
0.603371965086646,2.45903834135124,3.89303183506283,1.17999706988166,1.48878356643197,0
0.603371965086646,2.12662799119287,3.19952676483518,1.0909074153043,1.40295156059712,0
0.603371965086646,2.12662799119287,3.05887842564048,1.08805292199586,1.47246163795629,0
0.603371965086646,2.12662799119287,3.24597630238138,1.08623140390132,1.45179118593311,0
0.603371965086646,2.12662799119287,3.34099574551491,1.08180181274436,1.46454896973756,0
0.603371965086646,2.12662799119287,3.32044829434079,1.08953432727679,1.41696551592498,0
0.603371965086646,1.99807244837181,3.76837900471202,1.11989124527786,1.46698091849057,0
0.603371965086646,1.99807244837181,3.85571959633295,1.12064381892229,1.57509710342264,0
0.603371965086646,1.99807244837181,3.73767211318061,1.1248599492008,1.42372166592163,0
0.603371965086646,1.99807244837181,3.79134671719297,1.11958824119251,1.45506400490399,0
0.603371965086646,1.99807244837181,3.4902191134145,1.12216133344151,1.43736698885241,0
