"provider","family","target","estimand","n_chains","n_draws_per_chain","rhat","ess_bulk","ess_tail","mcse_mean","sd","mcse_over_sd","pass"
"posterior","fixed_design","RQR","mean_lower_observed",4,6000,1.00043503285367,2440.73605849719,5991.66492413458,0.00296026184670093,0.146021968306902,0.0202727156812405,TRUE
"posterior","fixed_design","RQR","mean_upper_observed",4,6000,1.00074911078537,4171.61416708902,9040.13998147698,0.000508861821266331,0.0328800706353216,0.0154762995162086,TRUE
"posterior","fixed_design","RQR","mean_width_observed",4,6000,1.0007012370896,2402.7494821329,5909.58828133625,0.0030557588338014,0.149597939569183,0.0204264767456121,TRUE
"posterior","fixed_design","RQR","mean_midpoint_observed",4,6000,1.00040606774952,2588.85641561768,6549.71329851989,0.00147298107121242,0.0748790441696913,0.0196714726736407,TRUE
"posterior","fixed_design","RQR","observed_mean_tilted_loss",4,6000,1.00035898391424,8134.13398716164,11295.8539192613,0.0201515167833868,1.7947088356989,0.0112282930704686,TRUE
"posterior","fixed_design","RQR","lower_0001",4,6000,1.00166392554247,1931.62671834431,5285.67508017088,0.0129754828767321,0.566743127148765,0.0228948217546291,TRUE
"posterior","fixed_design","RQR","upper_0001",4,6000,1.00009430338946,5415.16796734921,9602.91943994325,0.00124225502400471,0.0916154273257513,0.013559452378994,TRUE
"posterior","fixed_design","RQR","width_0001",4,6000,1.00147117146009,1875.56601519657,5024.27273586425,0.0133626492141013,0.576986248294243,0.0231593894197749,TRUE
"posterior","fixed_design","RQR","midpoint_0001",4,6000,1.00175132286615,2066.54591175122,5772.71693776094,0.00634542749582058,0.285599889122973,0.0222178920142661,TRUE
"posterior","fixed_design","RQR","lower_0087",4,6000,1.00139979207798,1911.65393110587,5034.62270602762,0.0103137392704179,0.447970647771838,0.0230232478884888,TRUE
"posterior","fixed_design","RQR","upper_0087",4,6000,1.00020556234042,5363.05111322595,9876.75981012797,0.000931457460582424,0.0684171692311425,0.0136143817560701,TRUE
"posterior","fixed_design","RQR","width_0087",4,6000,1.00123422158359,1862.26039854623,4793.03791855011,0.0105896061393957,0.454830347259979,0.0232825408488909,TRUE
"posterior","fixed_design","RQR","midpoint_0087",4,6000,1.00149362466399,2033.20656605891,5525.31431672977,0.00505554906625653,0.22574685813584,0.0223947704433362,TRUE
"posterior","fixed_design","RQR","lower_0172",4,6000,1.00104738818686,1931.36906216548,4974.83206800945,0.0080267994438287,0.350358669459275,0.022910234977821,TRUE
"posterior","fixed_design","RQR","upper_0172",4,6000,1.00047763797656,5184.49408671429,10066.1009436127,0.00072313049275511,0.0522513847604468,0.0138394512618258,TRUE
"posterior","fixed_design","RQR","width_0172",4,6000,1.00109841280691,1885.6335649656,4707.80050449143,0.00821966372546704,0.354758939495401,0.0231697155740697,TRUE
"posterior","fixed_design","RQR","midpoint_0172",4,6000,1.00113939824549,2045.11884687367,5336.67985840112,0.00394306965140738,0.176853685144962,0.0222956600999032,TRUE
"posterior","fixed_design","RQR","lower_0258",4,6000,1.00094021957482,2043.33491469112,5228.16776565729,0.00607829733537572,0.273153342945398,0.0222523263666985,TRUE
"posterior","fixed_design","RQR","upper_0258",4,6000,1.00115533181123,4913.53688427298,9779.07410592714,0.000618319157381564,0.0434387705427958,0.0142342692865213,TRUE
"posterior","fixed_design","RQR","width_0258",4,6000,1.00109432741007,1987.00853682,4763.3283571394,0.00622719085126705,0.276100331104679,0.0225540868652784,TRUE
"posterior","fixed_design","RQR","midpoint_0258",4,6000,1.00071407097228,2170.14311274685,5684.64113621295,0.00299107454243885,0.138535156423305,0.0215907255577738,TRUE
"posterior","fixed_design","RQR","lower_0344",4,6000,1.00075206328967,2350.9250820673,5716.60701649281,0.00452426133904545,0.218992794473208,0.0206594073103121,TRUE
"posterior","fixed_design","RQR","upper_0344",4,6000,1.00172804925427,4749.37172203358,9232.61089200833,0.000596432980262859,0.0411115899805238,0.0145076602618729,TRUE
"posterior","fixed_design","RQR","width_0344",4,6000,1.0007306844576,2274.26980731521,5431.33324119949,0.00465614191870396,0.221633396737296,0.0210083046474396,TRUE
"posterior","fixed_design","RQR","midpoint_0344",4,6000,1.00062982866789,2539.73643484643,6029.39994120966,0.00222489976250152,0.111998494604293,0.0198654434629896,TRUE
"posterior","fixed_design","RQR","lower_0429",4,6000,1.00056380866818,3029.69504665798,6472.2512015414,0.00339429888896308,0.187317380238227,0.0181205763429228,TRUE
"posterior","fixed_design","RQR","upper_0429",4,6000,1.00187570172747,4731.75882425101,8366.5062175546,0.000611772655999468,0.0420489725280016,0.0145490512423834,TRUE
"posterior","fixed_design","RQR","width_0429",4,6000,1.000542290981,2876.26170285703,6267.84778912156,0.00354831918108528,0.190609455448052,0.0186156514258147,TRUE
"posterior","fixed_design","RQR","midpoint_0429",4,6000,1.00059957290525,3274.74200634618,6616.40312697124,0.00168684851676404,0.096669371511538,0.0174496688081054,TRUE
"posterior","fixed_design","RQR","lower_0515",4,6000,1.00069423802369,4055.10165307109,6952.79300845532,0.00270427745026571,0.172047531288809,0.0157181996742874,TRUE
"posterior","fixed_design","RQR","upper_0515",4,6000,1.00175725141325,4894.04312758739,8365.79016637063,0.00062181540193,0.043316735669074,0.0143550845262319,TRUE
