"family","target","endpoint","error","density","q025","median","q975","mean_error","rmse"
"fixed_design","RQR","lower",-2.84893624093717,5.0357170364366e-08,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.84049475669695,3.52953283358335e-07,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.83205327245674,1.4053589109614e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.82361178821652,3.28982916580145e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.8151703039763,4.95065605970191e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.80672881973609,5.65292955198625e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.79828733549587,5.82665510979255e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.78984585125566,5.82074022142131e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.78140436701544,5.82629801450089e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.77296288277522,5.83211755549746e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.76452139853501,5.84060158092268e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.75607991429479,5.87012933284907e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.74763843005457,6.04994627509026e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.73919694581436,6.87382151721548e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.73075546157414,8.54484079163364e-06,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.72231397733393,1.02563292817052e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.71387249309371,1.10312169424337e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.70543100885349,1.12339546833143e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.69698952461328,1.13316208572098e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.68854804037306,1.1328070207546e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.68010655613285,1.13180748204948e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.67166507189263,1.13836488814064e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.66322358765241,1.13752420577094e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.6547821034122,1.13691920029143e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.64634061917198,1.14563524154506e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.63789913493177,1.16201584908933e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.62945765069155,1.24771512862137e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.62101616645133,1.44111545831005e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.61257468221112,1.65466401840177e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.6041331979709,1.79081249476822e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.59569171373068,1.84027239125135e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.58725022949047,1.84443526921472e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
"fixed_design","RQR","lower",-2.57880874525025,1.85886076261851e-05,-0.74148190729004,-0.0821171943545588,0.559255802996413,-0.0772221629944286,0.335500702825733
