"family","target","provenance_pass","strict_diagnostics_pass","conditional_parity_pass","pathology_pass","computational_pass","recovery_pass","disposition","manuscript_illustration_evidence_eligible","n_chains","retained_draws","numerical_repair_count","endpoint_rmse","width_rmse","realized_coverage","mean_width","oracle_mean_width","n_observed","endpoint_rmse_all","endpoint_rmse_over_oracle_width","mean_width_ratio","endpoint_summary_joint_inclusion","lower_bias_over_oracle_width","upper_bias_over_oracle_width","static_edge_center_rmse_ratio"
"fixed_design","RQR",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"strict_pass",TRUE,4,24000,0,0.163860589488615,0.203173378794597,0.954166666666667,2.70863261942184,2.6602323874618,1200,0.163860589488615,0.0615963440866757,1.01819398643072,1,-0.0290283523192906,-0.0108343658885696,1.47309696877028
"fixed_design","ET",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"strict_pass",TRUE,4,24000,0,0.0708443484147154,0.106522426115584,0.956666666666667,2.19477613246788,2.30062482683592,1200,0.0708443484147154,0.0307935251277578,0.953991327428377,1,0.0327825406326223,-0.0132261319390003,1.99038713192188
"fixed_design","SH",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"strict_pass",TRUE,4,24000,0,0.0840981451483937,0.14037625452875,0.954166666666667,2.06186270266107,2.1615511032386,1200,0.0840981451483937,0.0389063876502349,0.953881080845986,1,0.0361589552716842,-0.00995996388232937,1.00166546360778
"dlm","RQR",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"strict_pass",TRUE,5,30000,0,0.134675354637282,0.184670934399217,0.955008488964346,2.54395033559659,2.45903834135124,1178,0.134155820286631,0.0545562133093512,1.03453056945777,0.999166666666667,-0.0287408879268102,0.00582433276431169,
"dlm","ET",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"strict_pass",TRUE,5,30000,0,0.0717071085838197,0.0721392329421248,0.955857385398981,2.08537906252851,2.12662799119287,1178,0.0716952304430397,0.0337131039090783,0.980603599296547,1,0.0264559174884302,0.00706720548700617,
"dlm","SH",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"strict_pass",TRUE,5,30000,0,0.0465172147161855,0.0340281722314447,0.949915110356537,2.02513671653296,1.99807244837181,1178,0.0465289042920576,0.02328689549269,1.01354518860575,1,-0.00208271768994144,0.0115180061573431,
