"family","target","endpoint","index","observed","mean_error","median_error","q025_error","q975_error","rmse"
"fixed_design","RQR","upper",52,TRUE,0.026370786825057,0.0180635976104109,-0.0560795922535978,0.156332163678287,0.0599066707886192
"fixed_design","RQR","upper",53,TRUE,0.0262112454512494,0.0179223376512574,-0.0558387511839468,0.155171238090602,0.0594952717858309
"fixed_design","RQR","upper",54,TRUE,0.0260522756340152,0.0178530760372065,-0.0554582076304771,0.154135567729942,0.0590875359137025
"fixed_design","RQR","upper",55,TRUE,0.0258938773733546,0.0177397950738528,-0.0551281222123592,0.153104999261292,0.0586834765940571
"fixed_design","RQR","upper",56,TRUE,0.0257360506692675,0.017642170755536,-0.0546123979314527,0.152233969954173,0.0582831072039619
"fixed_design","RQR","upper",57,TRUE,0.0255787955217537,0.0175318614535887,-0.0542432181121287,0.151260100844077,0.057886441065654
"fixed_design","RQR","upper",58,TRUE,0.0254221119308136,0.0174320512123332,-0.0537722476429786,0.150285972635688,0.0574934914360665
"fixed_design","RQR","upper",59,TRUE,0.025265999896447,0.0173757856687866,-0.0535181497257211,0.149301106987893,0.0571042714959472
"fixed_design","RQR","upper",60,TRUE,0.0251104594186538,0.0173365765572876,-0.0532710044816133,0.148285215909512,0.0567187943385679
"fixed_design","RQR","upper",61,TRUE,0.0249554904974341,0.0171814901967729,-0.0529569856829298,0.147251778639814,0.0563370729580193
"fixed_design","RQR","upper",62,TRUE,0.0248010931327878,0.0171310240469333,-0.0526145579289515,0.146564579060997,0.055959120237089
"fixed_design","RQR","upper",63,TRUE,0.024647267324715,0.0170725419888972,-0.0521607019645461,0.145418290481931,0.0555849489347202
"fixed_design","RQR","upper",64,TRUE,0.0244940130732158,0.0170255254147358,-0.0518613741678204,0.14456855267249,0.0552145716730499
"fixed_design","RQR","upper",65,TRUE,0.0243413303782902,0.016882700516525,-0.0516942420936164,0.143581996291102,0.054848000924026
"fixed_design","RQR","upper",66,TRUE,0.0241892192399379,0.0167699265982492,-0.0514197360338983,0.142546384737155,0.0544852489956032
"fixed_design","RQR","upper",67,TRUE,0.0240376796581591,0.0167308582977231,-0.0511601319992769,0.141605808467974,0.0541263280175209
"fixed_design","RQR","upper",68,TRUE,0.0238867116329537,0.0166142283273841,-0.05093133983337,0.140493958464232,0.0537712499266637
"fixed_design","RQR","upper",69,TRUE,0.023736315164322,0.0165416021680973,-0.0505206240931215,0.139396136854955,0.0534200264520086
"fixed_design","RQR","upper",70,TRUE,0.0235864902522637,0.0164740350346958,-0.0502326329152802,0.138368272178512,0.0530726690991651
"fixed_design","RQR","upper",71,TRUE,0.0234372368967789,0.0164322940191373,-0.0500404119723271,0.137421828418086,0.0527291891345128
"fixed_design","RQR","upper",72,TRUE,0.0232885550978676,0.0163841930007873,-0.0497125350972098,0.136517232178009,0.0523895975689445
"fixed_design","RQR","upper",73,TRUE,0.0231404448555297,0.0162951913442366,-0.0494706692821079,0.135635005796204,0.0520539051412238
"fixed_design","RQR","upper",74,TRUE,0.0229929061697655,0.016217044246531,-0.0492033979360112,0.134727316137736,0.0517221223009679
"fixed_design","RQR","upper",75,TRUE,0.0228459390405746,0.0160974687571455,-0.0490314310128359,0.133951096607656,0.0513942591912656
