"family","target","endpoint","error","density","q025","median","q975","mean_error","rmse"
"fixed_design","RQR","lower",-6.70474481389902,1.2128332293152e-08,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.6888914867255,4.02225108910658e-08,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.67303815955198,1.0983433699589e-07,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.65718483237845,2.48907596018317e-07,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.64133150520493,4.73021522208405e-07,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.62547817803141,7.64269861883749e-07,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.60962485085788,1.06928818738446e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.59377152368436,1.32669020058299e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.57791819651084,1.50213610480645e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.56206486933731,1.59909435225657e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.54621154216379,1.64214849336381e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.53035821499027,1.65664814587657e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.51450488781675,1.65991479558082e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.49865156064322,1.66058578590272e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.4827982334697,1.66126677914378e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.46694490629618,1.66234020691026e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.45109157912265,1.66387171741379e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.43523825194913,1.66567986028841e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.41938492477561,1.66769995105103e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.40353159760208,1.67044506753665e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.38767827042856,1.67436415132056e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.37182494325504,1.67957942009144e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.35597161608151,1.68639564303571e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.34011828890799,1.69396395158445e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.32426496173447,1.69882058644381e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.30841163456095,1.69817297015475e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.29255830738742,1.69370872708713e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.2767049802139,1.68933500619845e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.26085165304038,1.68703307031155e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.24499832586685,1.68670892599357e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.22914499869333,1.68814044551081e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.21329167151981,1.69225369827021e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
"fixed_design","RQR","lower",-6.19743834434628,1.70309962314138e-06,-3.13867695724288,-0.379430550761523,0.678577220721896,-0.662492500223967,1.23138736278429
